key_droid	key_apple	base_value	lang_value	base_comment
food_info_serving_sizes_other_vegetables[metric][0]	dozeVegetablesOtherServing[metric][0]	60 g raw leafy vegetables	60 g de légumes feuillus crus	  
food_info_serving_sizes_other_vegetables[imperial][1]	dozeVegetablesOtherServing[imperial][1]	½ cup raw or cooked nonleafy vegetables	½ tasse de légumes non feuillus crus ou cuits	  
food_info_serving_sizes_other_vegetables[metric][1]	dozeVegetablesOtherServing[metric][1]	50 g raw or cooked nonleafy vegetables	50 g de légumes non feuillus crus ou cuits	  
food_info_serving_sizes_other_vegetables[imperial][2]	dozeVegetablesOtherServing[imperial][2]	½ cup vegetable juice	½ tasse de jus de légumes	  
food_info_serving_sizes_other_vegetables[metric][2]	dozeVegetablesOtherServing[metric][2]	125 ml vegetable juice	125 ml de jus de légumes	  
food_info_serving_sizes_other_vegetables[imperial][3]	dozeVegetablesOtherServing[imperial][3]	¼ cup dried mushrooms	¼ tasse de champignons séchés	  
food_info_serving_sizes_other_vegetables[metric][3]	dozeVegetablesOtherServing[metric][3]	7 g dried mushrooms	7 g de champignons séchés	  
food_info_serving_sizes_whole_grains[imperial][0]	dozeWholeGrainsServing[imperial][0]	½ cup hot cereal or cooked grains, pasta, or corn kernels	½ tasse de céréales chaudes ou de grains, pâtes ou grains de maïs cuits	  
food_info_serving_sizes_whole_grains[metric][0]	dozeWholeGrainsServing[metric][0]	100 g hot cereal or cooked grains, pasta, or corn kernels	100 g de céréales chaudes ou de grains, pâtes ou grains de maïs cuits	  
food_info_serving_sizes_whole_grains[imperial][1]	dozeWholeGrainsServing[imperial][1]	1 cup cold cereal	1 tasse de céréales froides	  
food_info_serving_sizes_whole_grains[metric][1]	dozeWholeGrainsServing[metric][1]	50 g cold cereal	50 g de céréales froides	  
food_info_serving_sizes_whole_grains[imperial][2]	dozeWholeGrainsServing[imperial][2]	1 tortilla or slice of bread	1 tortilla ou tranche de pain	  
food_info_serving_sizes_whole_grains[metric][2]	dozeWholeGrainsServing[metric][2]	1 tortilla or slice of bread	1 tortilla ou tranche de pain	  
food_info_serving_sizes_whole_grains[imperial][3]	dozeWholeGrainsServing[imperial][3]	½ a bagel or English muffin	½ bagel ou muffin anglais	  
food_info_serving_sizes_whole_grains[metric][3]	dozeWholeGrainsServing[metric][3]	½ a bagel or English muffin	½ bagel ou muffin anglais	  
food_info_serving_sizes_whole_grains[imperial][4]	dozeWholeGrainsServing[imperial][4]	3 cups popped popcorn	3 tasses de pop-corn éclaté	  
food_info_serving_sizes_whole_grains[metric][4]	dozeWholeGrainsServing[metric][4]	30 g popped popcorn	30 g de pop-corn éclaté	  
food_info_serving_sizes_other_fruits[imperial][0]	dozeFruitsOtherServing[imperial][0]	1 medium-sized fruit	1 fruit de taille moyenne	  
food_info_serving_sizes_other_fruits[metric][0]	dozeFruitsOtherServing[metric][0]	1 medium-sized fruit	1 fruit de taille moyenne	  
food_info_serving_sizes_other_fruits[imperial][1]	dozeFruitsOtherServing[imperial][1]	1 cup cut-up fruit	1 tasse de fruits coupés	  
food_info_serving_sizes_other_fruits[metric][1]	dozeFruitsOtherServing[metric][1]	120 g cut-up fruit	120 g de fruits coupés	  
food_info_serving_sizes_other_fruits[imperial][2]	dozeFruitsOtherServing[imperial][2]	¼ cup dried fruit	¼ tasse de fruits secs	  
food_info_serving_sizes_other_fruits[metric][2]	dozeFruitsOtherServing[metric][2]	40 g dried fruit	40 g de fruits secs	  
food_info_serving_sizes_spices[imperial][0]	dozeSpicesServing[imperial][0]	¼ teaspoon of turmeric	¼ de cuillère à café de curcuma	  
food_info_serving_sizes_spices[metric][0]	dozeSpicesServing[metric][0]	¼ teaspoon of turmeric	¼ de cuillère à café de curcuma	  
food_info_serving_sizes_spices[imperial][1]	dozeSpicesServing[imperial][1]	Any other (salt-free) herbs and spices you enjoy	Toutes les autres herbes et épices (sans sel) que vous aimez	  
food_info_serving_sizes_spices[metric][1]	dozeSpicesServing[metric][1]	Any other (salt-free) herbs and spices you enjoy	Toutes les autres herbes et épices (sans sel) que vous aimez	  
food_info_types_exercise[0]	dozeExerciseVarietyText[0]	Bicycling	Faire du vélo	  
food_info_types_exercise[1]	dozeExerciseVarietyText[1]	Canoeing	Faire du canoë	  
food_info_types_exercise[2]	dozeExerciseVarietyText[2]	Dancing	Danser	  
food_info_types_exercise[3]	dozeExerciseVarietyText[3]	Dodgeball	Dodgeball	  
food_info_types_exercise[4]	dozeExerciseVarietyText[4]	Downhill skiing	Ski alpin	  
food_info_types_exercise[5]	dozeExerciseVarietyText[5]	Fencing	Escrime	  
food_info_types_exercise[6]	dozeExerciseVarietyText[6]	Hiking	Marche en montagne	  
food_info_types_exercise[7]	dozeExerciseVarietyText[7]	Housework	Travaux ménagers	  
food_info_types_exercise[8]	dozeExerciseVarietyText[8]	Ice-skating	Patinage sur glace	  
food_info_types_exercise[9]	dozeExerciseVarietyText[9]	Inline skating	Patin à roues alignées	  
food_info_types_exercise[10]	dozeExerciseVarietyText[10]	Juggling	Jonglerie	  
food_info_types_exercise[11]	dozeExerciseVarietyText[11]	Jumping on a trampoline	Sauter sur une trampoline	  
food_info_types_exercise[12]	dozeExerciseVarietyText[12]	Paddle boating	Pédalo	  
food_info_types_exercise[13]	dozeExerciseVarietyText[13]	Playing frisbee	Jouer au frisbee	  
food_info_types_exercise[14]	dozeExerciseVarietyText[14]	Roller-skating	Patin à roues alignées	  
food_info_types_exercise[15]	dozeExerciseVarietyText[15]	Shooting baskets	Tir au panier	  
food_info_types_exercise[16]	dozeExerciseVarietyText[16]	Shoveling light snow	Déneiger	  
food_info_types_exercise[17]	dozeExerciseVarietyText[17]	Skateboarding	Planche à roulettes	  
food_info_types_exercise[18]	dozeExerciseVarietyText[18]	Snorkeling	Plongée en apnée	  
food_info_types_exercise[19]	dozeExerciseVarietyText[19]	Surfing	Surf	  
food_info_types_exercise[20]	dozeExerciseVarietyText[20]	Swimming recreationally	Natation récréative	  
food_info_types_exercise[21]	dozeExerciseVarietyText[21]	Tennis (doubles)	Tennis (double)	  
food_info_types_exercise[22]	dozeExerciseVarietyText[22]	Treading water	Surplace dans l\'eau	  
food_info_types_exercise[23]	dozeExerciseVarietyText[23]	Walking briskly (4 mph)	Marche rapide (6 km/h)	  
food_info_types_exercise[24]	dozeExerciseVarietyText[24]	Water aerobics	Aquagym	  
food_info_types_exercise[25]	dozeExerciseVarietyText[25]	Waterskiing	Ski nautique	  
food_info_types_exercise[26]	dozeExerciseVarietyText[26]	Yard work	Travaux de jardinage	  
food_info_types_exercise[27]	dozeExerciseVarietyText[27]	Yoga	Yoga	  
food_info_types_exercise[28]	dozeExerciseVarietyText[28]	Backpacking	Randonnée pédestre	  
food_info_types_exercise[29]	dozeExerciseVarietyText[29]	Basketball	Basketball	  
food_info_types_exercise[30]	dozeExerciseVarietyText[30]	Bicycling uphill	Vélo en montée	  
food_info_types_exercise[31]	dozeExerciseVarietyText[31]	Circuit weight training	Entraînement musculaire	  
food_info_types_exercise[32]	dozeExerciseVarietyText[32]	Cross-country skiing	Ski de fond	  
food_info_types_exercise[33]	dozeExerciseVarietyText[33]	Football	Football	  
food_info_types_exercise[34]	dozeExerciseVarietyText[34]	Hockey	Hockey	  
food_info_types_exercise[35]	dozeExerciseVarietyText[35]	Jogging	Jogging	  
food_info_types_exercise[36]	dozeExerciseVarietyText[36]	Jumping jacks	Jumping jacks	  
food_info_types_exercise[37]	dozeExerciseVarietyText[37]	Jumping rope	Corde à sauter	  
food_info_types_exercise[38]	dozeExerciseVarietyText[38]	Lacrosse	Lacrosse	  
food_info_types_exercise[39]	dozeExerciseVarietyText[39]	Push-ups	Push-ups	  
food_info_types_exercise[40]	dozeExerciseVarietyText[40]	Pull-ups	Pull-ups	  
food_info_types_exercise[41]	dozeExerciseVarietyText[41]	Racquetball	Racquetball	  
food_info_types_exercise[42]	dozeExerciseVarietyText[42]	Rock climbing	Escalade	  
food_info_types_exercise[43]	dozeExerciseVarietyText[43]	Rugby	Rugby	  
food_info_types_exercise[44]	dozeExerciseVarietyText[44]	Running	Course à pied	  
food_info_types_exercise[45]	dozeExerciseVarietyText[45]	Scuba diving	Plongée sous-marine	  
food_info_types_exercise[46]	dozeExerciseVarietyText[46]	Tennis (singles)	Tennis (individuel)	  
food_info_types_exercise[47]	dozeExerciseVarietyText[47]	Soccer	Soccer	  
food_info_types_exercise[48]	dozeExerciseVarietyText[48]	Speed skating	Patinage de vitesse	  
food_info_types_exercise[49]	dozeExerciseVarietyText[49]	Squash	Squash	  
food_info_types_exercise[50]	dozeExerciseVarietyText[50]	Step aerobics	Step aérobique	  
food_info_types_exercise[51]	dozeExerciseVarietyText[51]	Swimming laps	Pistes de natation	  
food_info_types_exercise[52]	dozeExerciseVarietyText[52]	Walking briskly uphill	Marcher rapidement en montée	  
food_info_types_exercise[53]	dozeExerciseVarietyText[53]	Water jogging	Jogging en eau profonde	  
food_info_types_greens[0]	dozeGreensVarietyText[0]	Arugula	Roquette	  
food_info_types_greens[1]	dozeGreensVarietyText[1]	Beet greens	Feuilles de betteraves	  
food_info_types_greens[2]	dozeGreensVarietyText[2]	Collard greens	Chou collard	  
food_info_types_greens[3]	dozeGreensVarietyText[3]	Kale (black, green, and red)	Kale (noir, vert et rouge)	  
food_info_types_greens[4]	dozeGreensVarietyText[4]	Mesclun mix (assorted young salad greens)	Mesclun (variété de jeunes salades vertes)	  
food_info_types_greens[5]	dozeGreensVarietyText[5]	Mustard greens	Feuilles de moutarde	  
food_info_types_greens[6]	dozeGreensVarietyText[6]	Sorrel	Oseille	  
food_info_types_greens[7]	dozeGreensVarietyText[7]	Spinach	Épinards	  
food_info_types_greens[8]	dozeGreensVarietyText[8]	Swiss chard	Bette à carde	  
food_info_types_greens[9]	dozeGreensVarietyText[9]	Turnip greens	Feuilles de navet	  
food_info_types_flaxseeds[0]	dozeFlaxseedsVarietyText[0]	Brown flaxseeds	Graines de lin brun	  
food_info_types_flaxseeds[1]	dozeFlaxseedsVarietyText[1]	Golden flaxseeds	Graines de lin dorées	  
food_info_types_cruciferous_vegetables[0]	dozeVegetablesCruciferousVarietyText[0]	Arugula	Roquette	  
food_info_types_cruciferous_vegetables[1]	dozeVegetablesCruciferousVarietyText[1]	Bok choy	Bok choy	  
food_info_types_cruciferous_vegetables[2]	dozeVegetablesCruciferousVarietyText[2]	Broccoli (incl. Romanesco)	Brocoli (Romanesco)	  
food_info_types_cruciferous_vegetables[3]	dozeVegetablesCruciferousVarietyText[3]	Brussels sprouts	Choux de Bruxelles	  
food_info_types_cruciferous_vegetables[4]	dozeVegetablesCruciferousVarietyText[4]	Cabbage (green, red and savoy)	Chou (vert, rouge, de savoie)	  
food_info_types_cruciferous_vegetables[5]	dozeVegetablesCruciferousVarietyText[5]	Cauliflower (white, green, orange and purple)	Choufleur (blanc, vert, orange, violet)	  
food_info_types_cruciferous_vegetables[6]	dozeVegetablesCruciferousVarietyText[6]	Collard greens	Chou collard	  
food_info_types_cruciferous_vegetables[7]	dozeVegetablesCruciferousVarietyText[7]	Horseradish	Raifort	  
food_info_types_cruciferous_vegetables[8]	dozeVegetablesCruciferousVarietyText[8]	Kale (black, green, and red)	Kale (noir, vert et rouge)	  
food_info_types_cruciferous_vegetables[9]	dozeVegetablesCruciferousVarietyText[9]	Kohlrabi (green and purple)	Chourave (vert, violet)	  
food_info_types_cruciferous_vegetables[10]	dozeVegetablesCruciferousVarietyText[10]	Mustard greens	Feuilles de moutarde	  
food_info_types_cruciferous_vegetables[11]	dozeVegetablesCruciferousVarietyText[11]	Radishes	Radis	  
food_info_types_cruciferous_vegetables[12]	dozeVegetablesCruciferousVarietyText[12]	Turnip greens	Feuilles de navet	  
food_info_types_cruciferous_vegetables[13]	dozeVegetablesCruciferousVarietyText[13]	Watercress	Cresson	  
food_info_types_whole_grains[0]	dozeWholeGrainsVarietyText[0]	Barley	Orge	  
food_info_types_whole_grains[1]	dozeWholeGrainsVarietyText[1]	Buckwheat	Sarrasin	  
food_info_types_whole_grains[2]	dozeWholeGrainsVarietyText[2]	Millet	Millet	  
food_info_types_whole_grains[3]	dozeWholeGrainsVarietyText[3]	Oats	Avoine	  
food_info_types_whole_grains[4]	dozeWholeGrainsVarietyText[4]	Popcorn	Maïs soufflé	  
food_info_types_whole_grains[5]	dozeWholeGrainsVarietyText[5]	Quinoa	Quinoa	  
food_info_types_whole_grains[6]	dozeWholeGrainsVarietyText[6]	Rye	Seigle	  
food_info_types_whole_grains[7]	dozeWholeGrainsVarietyText[7]	Teff	Teff	  
food_info_types_whole_grains[8]	dozeWholeGrainsVarietyText[8]	Whole-wheat pasta	Pâtes de blé entier	  
food_info_types_spices[0]	dozeSpicesVarietyText[0]	Allspice	Allspice	  
food_info_types_spices[1]	dozeSpicesVarietyText[1]	Barberries	Épine-vinette	  
food_info_types_spices[2]	dozeSpicesVarietyText[2]	Basil	Basilic	  
food_info_types_spices[3]	dozeSpicesVarietyText[3]	Bay leaves	Feuilles de laurier	  
food_info_types_spices[4]	dozeSpicesVarietyText[4]	Cardamom	Cardamome	  
food_info_types_spices[5]	dozeSpicesVarietyText[5]	Chili powder	Poudre de chili	  
food_info_types_spices[6]	dozeSpicesVarietyText[6]	Cilantro	Coriandre	  
food_info_types_spices[7]	dozeSpicesVarietyText[7]	Cinnamon	Cannelle	  
food_info_types_spices[8]	dozeSpicesVarietyText[8]	Cloves	Clous de girofle	  
food_info_types_spices[9]	dozeSpicesVarietyText[9]	Coriander	Coriandre	  
food_info_types_spices[10]	dozeSpicesVarietyText[10]	Cumin	Cumin	  
food_info_types_spices[11]	dozeSpicesVarietyText[11]	Curry powder	Poudre de cari	  
food_info_types_spices[12]	dozeSpicesVarietyText[12]	Dill	Aneth	  
food_info_types_spices[13]	dozeSpicesVarietyText[13]	Fenugreek	Fenugrec	  
food_info_types_spices[14]	dozeSpicesVarietyText[14]	Garlic	Ail	  
food_info_types_spices[15]	dozeSpicesVarietyText[15]	Ginger	Gingembre	  
food_info_types_spices[16]	dozeSpicesVarietyText[16]	Horseradish	Raifort	  
food_info_types_spices[17]	dozeSpicesVarietyText[17]	Lemongrass	Citronnelle	  
food_info_types_spices[18]	dozeSpicesVarietyText[18]	Marjoram	Marjolaine	  
food_info_types_spices[19]	dozeSpicesVarietyText[19]	Mustard powder	Moutarde en poudre	  
food_info_types_spices[20]	dozeSpicesVarietyText[20]	Nutmeg	Noix de muscade	  
food_info_types_spices[21]	dozeSpicesVarietyText[21]	Oregano	Origan	  
food_info_types_spices[22]	dozeSpicesVarietyText[22]	Smoked paprika	Paprika fumé	  
food_info_types_spices[23]	dozeSpicesVarietyText[23]	Parsley	Persil	  
food_info_types_spices[24]	dozeSpicesVarietyText[24]	Pepper	Poivre	  
food_info_types_spices[25]	dozeSpicesVarietyText[25]	Peppermint	Menthe poivrée	  
food_info_types_spices[26]	dozeSpicesVarietyText[26]	Rosemary	Romarin	  
food_info_types_spices[27]	dozeSpicesVarietyText[27]	Saffron	Safran	  
food_info_types_spices[28]	dozeSpicesVarietyText[28]	Sage	sauge	  
food_info_types_spices[29]	dozeSpicesVarietyText[29]	Thyme	Thym	  
food_info_types_spices[30]	dozeSpicesVarietyText[30]	Turmeric	Safran des Indes	  
food_info_types_spices[31]	dozeSpicesVarietyText[31]	Vanilla	Vanille	  
food_info_types_beverages[0]	dozeBeveragesVarietyText[0]	Black tea	Thé noir	  
food_info_types_beverages[1]	dozeBeveragesVarietyText[1]	Chai tea	Thé chai	  
food_info_types_beverages[2]	dozeBeveragesVarietyText[2]	Vanilla chamomile tea	Thé de camomille à la vanille	  
food_info_types_beverages[3]	dozeBeveragesVarietyText[3]	Coffee	Café	  
food_info_types_beverages[4]	dozeBeveragesVarietyText[4]	Earl grey tea	Thé Earl Grey	  
food_info_types_beverages[5]	dozeBeveragesVarietyText[5]	Green tea	Thé vert	  
food_info_types_beverages[6]	dozeBeveragesVarietyText[6]	Hibiscus tea	Thé à l\'hibiscus	  
food_info_types_beverages[7]	dozeBeveragesVarietyText[7]	Hot chocolate	Chocolat chaud	  
food_info_types_beverages[8]	dozeBeveragesVarietyText[8]	Jasmine tea	Thé au jasmin	  
food_info_types_beverages[9]	dozeBeveragesVarietyText[9]	Lemon balm tea	Thé au citron	  
food_info_types_beverages[10]	dozeBeveragesVarietyText[10]	Matcha tea	Thé Matcha	  
food_info_types_beverages[11]	dozeBeveragesVarietyText[11]	Almond blossom oolong tea	Thé oolong aux fleurs d\'amandes	  
food_info_types_beverages[12]	dozeBeveragesVarietyText[12]	Peppermint tea	Thé à la menthe poivrée	  
food_info_types_beverages[13]	dozeBeveragesVarietyText[13]	Rooibos tea	Thé Rooibos	  
food_info_types_beverages[14]	dozeBeveragesVarietyText[14]	Water	Eau	  
food_info_types_beverages[15]	dozeBeveragesVarietyText[15]	White tea	Thé blanc	  
food_info_types_beans[0]	dozeBeansVarietyText[0]	Black beans	Haricots noirs	  
food_info_types_beans[1]	dozeBeansVarietyText[1]	Black-eyed peas	Haricots à oeil noir	  
food_info_types_beans[2]	dozeBeansVarietyText[2]	Butter beans	Haricots de Lima	  
food_info_types_beans[3]	dozeBeansVarietyText[3]	Cannellini beans	Cannellini haricots	  
food_info_types_beans[4]	dozeBeansVarietyText[4]	Chickpeas	Pois chiches	  
food_info_types_beans[5]	dozeBeansVarietyText[5]	Edamame	Edamame	  
food_info_types_beans[6]	dozeBeansVarietyText[6]	English peas	Pois à écosser	  
food_info_types_beans[7]	dozeBeansVarietyText[7]	Garbanzo beans	Pois chiches	  
food_info_types_beans[8]	dozeBeansVarietyText[8]	Great northern beans	Haricots blancs	  
food_info_types_beans[9]	dozeBeansVarietyText[9]	Kidney beans	Haricots rouges	  
food_info_types_beans[10]	dozeBeansVarietyText[10]	Lentils (beluga, french, and red varieties)	Lentilles (variétés beluga, françaises et rouges)	  
food_info_types_beans[11]	dozeBeansVarietyText[11]	Miso	Miso	  
food_info_types_beans[12]	dozeBeansVarietyText[12]	Navy beans	Haricots blancs	  
food_info_types_beans[13]	dozeBeansVarietyText[13]	Pinto beans	Haricots pinto	  
food_info_types_beans[14]	dozeBeansVarietyText[14]	Small red beans	Petits haricots rouges	  
food_info_types_beans[15]	dozeBeansVarietyText[15]	Split peas (yellow or green)	Pois cassés (jaune ou vert)	  
food_info_types_beans[16]	dozeBeansVarietyText[16]	Tempeh	Tempeh	  
food_info_types_other_vegetables[0]	dozeVegetablesOtherVarietyText[0]	Artichokes	Artichauts	  
food_info_types_other_vegetables[1]	dozeVegetablesOtherVarietyText[1]	Asparagus	Asperges	  
food_info_types_other_vegetables[2]	dozeVegetablesOtherVarietyText[2]	Beets	Betteraves	  
food_info_types_other_vegetables[3]	dozeVegetablesOtherVarietyText[3]	Bell peppers	Poivrons	  
food_info_types_other_vegetables[4]	dozeVegetablesOtherVarietyText[4]	Carrots	Carottes	  
food_info_types_other_vegetables[5]	dozeVegetablesOtherVarietyText[5]	Corn	Maïs	  
food_info_types_other_vegetables[6]	dozeVegetablesOtherVarietyText[6]	Garlic	Ail	  
food_info_types_other_vegetables[7]	dozeVegetablesOtherVarietyText[7]	Mushrooms (button, oyster, portobello, and shiitake)	Champignons (de Paris, huître, portobello et shiitake)	  
food_info_types_other_vegetables[8]	dozeVegetablesOtherVarietyText[8]	Okra	Gombo	  
food_info_types_other_vegetables[9]	dozeVegetablesOtherVarietyText[9]	Onions	Oignons	  
food_info_types_other_vegetables[10]	dozeVegetablesOtherVarietyText[10]	Purple potatoes	Pommes de terre pourpres	  
food_info_types_other_vegetables[11]	dozeVegetablesOtherVarietyText[11]	Pumpkin	Citrouille	  
food_info_types_other_vegetables[12]	dozeVegetablesOtherVarietyText[12]	Sea vegetables (arame, dulse, and nori)	Algues (arame, dulse et nori)	  
food_info_types_other_vegetables[13]	dozeVegetablesOtherVarietyText[13]	Snap peas	Petits pois	  
food_info_types_other_vegetables[14]	dozeVegetablesOtherVarietyText[14]	Squash (delicata, summer, and spaghetti squash varieties)	Courges (délicatesse, été, spaghetti et variétés de courges)	  
food_info_types_other_vegetables[15]	dozeVegetablesOtherVarietyText[15]	Sweet potatoes/yams	Patates douces / ignames	  
food_info_types_other_vegetables[16]	dozeVegetablesOtherVarietyText[16]	Tomatoes	Tomates	  
food_info_types_other_vegetables[17]	dozeVegetablesOtherVarietyText[17]	Zucchini	Zucchini	  
food_info_types_berries[0]	dozeBerriesVarietyText[0]	Acai berries	Baies d\'açai	  
food_info_types_berries[1]	dozeBerriesVarietyText[1]	Barberries	Épine-vinette	  
food_info_types_berries[2]	dozeBerriesVarietyText[2]	Blackberries	Mûres	  
food_info_types_berries[3]	dozeBerriesVarietyText[3]	Blueberries	Bleuets	  
food_info_types_berries[4]	dozeBerriesVarietyText[4]	Cherries (sweet or tart)	Cerises (sucrées ou sures)	  
food_info_types_berries[5]	dozeBerriesVarietyText[5]	Concord grapes	Raisins Concord	  
food_info_types_berries[6]	dozeBerriesVarietyText[6]	Cranberries	Canneberges	  
food_info_types_berries[7]	dozeBerriesVarietyText[7]	Goji berries	Baies de Goji	  
food_info_types_berries[8]	dozeBerriesVarietyText[8]	Kumquats	Kumquats	  
food_info_types_berries[9]	dozeBerriesVarietyText[9]	Mulberries	Mûriers	  
food_info_types_berries[10]	dozeBerriesVarietyText[10]	Raspberries (black or red)	Framboises (noires ou rouges)	  
food_info_types_berries[11]	dozeBerriesVarietyText[11]	Strawberries	Fraises	  
food_info_types_nuts[0]	dozeNutsVarietyText[0]	Almonds	Amandes	  
food_info_types_nuts[1]	dozeNutsVarietyText[1]	Brazil nuts	Noix du Brésil	  
food_info_types_nuts[2]	dozeNutsVarietyText[2]	Cashews	Noix de cajou	  
food_info_types_nuts[3]	dozeNutsVarietyText[3]	Chia seeds	Graines de chia	  
food_info_types_nuts[4]	dozeNutsVarietyText[4]	Hazelnuts	Noisettes	  
food_info_types_nuts[5]	dozeNutsVarietyText[5]	Hemp seeds	Graines de chanvre	  
food_info_types_nuts[6]	dozeNutsVarietyText[6]	Macadamia nuts	Noix de macadamia	  
food_info_types_nuts[7]	dozeNutsVarietyText[7]	Pecans	Pacanes	  
food_info_types_nuts[8]	dozeNutsVarietyText[8]	Pistachios	Pistaches	  
food_info_types_nuts[9]	dozeNutsVarietyText[9]	Pumpkin seeds	Graines de citrouille	  
