key_droid	key_apple	base_value	lang_value	base_note
food_info_types_exercise.19	dozeExercise.Variety.Text.19	Surfing	衝浪	
food_info_types_exercise.2	dozeExercise.Variety.Text.2	Dancing	跳舞	
food_info_types_exercise.20	dozeExercise.Variety.Text.20	Swimming recreationally	休閒式游泳	
food_info_types_exercise.21	dozeExercise.Variety.Text.21	Tennis (doubles)	網球（雙打）	
food_info_types_exercise.22	dozeExercise.Variety.Text.22	Treading water	立泳	
food_info_types_exercise.23	dozeExercise.Variety.Text.23	Walking briskly (4 mph)	健走(每小時4英里)	
food_info_types_exercise.24	dozeExercise.Variety.Text.24	Water aerobics	水中有氧	
food_info_types_exercise.25	dozeExercise.Variety.Text.25	Waterskiing	滑水	
food_info_types_exercise.26	dozeExercise.Variety.Text.26	Yard work	整理庭院	
food_info_types_exercise.27	dozeExercise.Variety.Text.27	Yoga	瑜珈	
food_info_types_exercise.28	dozeExercise.Variety.Text.28	Backpacking	揹包旅行	
food_info_types_exercise.29	dozeExercise.Variety.Text.29	Basketball	打籃球	
food_info_types_exercise.3	dozeExercise.Variety.Text.3	Dodgeball	躲避球	
food_info_types_exercise.30	dozeExercise.Variety.Text.30	Bicycling uphill	單車爬坡	
food_info_types_exercise.31	dozeExercise.Variety.Text.31	Circuit weight training	循環重量訓練	
food_info_types_exercise.32	dozeExercise.Variety.Text.32	Cross-country skiing	越野滑雪	
food_info_types_exercise.33	dozeExercise.Variety.Text.33	Football	美式足球	
food_info_types_exercise.34	dozeExercise.Variety.Text.34	Hockey	曲棍球	
food_info_types_exercise.35	dozeExercise.Variety.Text.35	Jogging	慢跑	
food_info_types_exercise.36	dozeExercise.Variety.Text.36	Jumping jacks	開合跳	
food_info_types_exercise.37	dozeExercise.Variety.Text.37	Jumping rope	跳繩	
food_info_types_exercise.38	dozeExercise.Variety.Text.38	Lacrosse	袋棍球	
food_info_types_exercise.39	dozeExercise.Variety.Text.39	Push-ups	伏地挺身	
food_info_types_exercise.4	dozeExercise.Variety.Text.4	Downhill skiing	下坡滑雪	
food_info_types_exercise.40	dozeExercise.Variety.Text.40	Pull-ups	引體向上	
food_info_types_exercise.41	dozeExercise.Variety.Text.41	Racquetball	短柄牆球	
food_info_types_exercise.42	dozeExercise.Variety.Text.42	Rock climbing	攀巖	
food_info_types_exercise.43	dozeExercise.Variety.Text.43	Rugby	橄欖球	
food_info_types_exercise.44	dozeExercise.Variety.Text.44	Running	跑步	
food_info_types_exercise.45	dozeExercise.Variety.Text.45	Scuba diving	潛水	
food_info_types_exercise.46	dozeExercise.Variety.Text.46	Tennis (singles)	網球（單打）	
food_info_types_exercise.47	dozeExercise.Variety.Text.47	Soccer	足球	
food_info_types_exercise.48	dozeExercise.Variety.Text.48	Speed skating	競速滑冰	
food_info_types_exercise.49	dozeExercise.Variety.Text.49	Squash	壁球	
food_info_types_exercise.5	dozeExercise.Variety.Text.5	Fencing	擊劍	
food_info_types_exercise.50	dozeExercise.Variety.Text.50	Step aerobics	階梯有氧	
food_info_types_exercise.51	dozeExercise.Variety.Text.51	Swimming laps	來迴游泳	
food_info_types_exercise.52	dozeExercise.Variety.Text.52	Walking briskly uphill	快走上坡	
food_info_types_exercise.53	dozeExercise.Variety.Text.53	Water jogging	水中慢跑	
food_info_types_exercise.6	dozeExercise.Variety.Text.6	Hiking	健行	
food_info_types_exercise.7	dozeExercise.Variety.Text.7	Housework	做家事	
food_info_types_exercise.8	dozeExercise.Variety.Text.8	Ice-skating	溜冰	
food_info_types_exercise.9	dozeExercise.Variety.Text.9	Inline skating	溜直排輪	
exercise	dozeExercise.heading	Exercise	運動	
food_info_serving_sizes_flaxseeds_imperial.0	dozeFlaxseeds.Serving.imperial.0	1 tablespoon ground	1大匙研磨的亞麻籽	
food_info_serving_sizes_flaxseeds_metric.0	dozeFlaxseeds.Serving.metric.0	1 tablespoon ground	1大匙研磨的亞麻籽	
food_info_types_flaxseeds.0	dozeFlaxseeds.Variety.Text.0	Brown flaxseeds	棕色亞麻籽	
food_info_types_flaxseeds.1	dozeFlaxseeds.Variety.Text.1	Golden flaxseeds	黃金亞麻籽	
flaxseeds	dozeFlaxseeds.heading	Flaxseeds	亞麻籽	
food_info_serving_sizes_other_fruits_imperial.0	dozeFruitsOther.Serving.imperial.0	1 medium-sized fruit	1顆中型水果	
food_info_serving_sizes_other_fruits_imperial.1	dozeFruitsOther.Serving.imperial.1	1 cup cut-up fruit	1杯水果丁	
food_info_serving_sizes_other_fruits_imperial.2	dozeFruitsOther.Serving.imperial.2	¼ cup dried fruit	¼杯果乾	
food_info_serving_sizes_other_fruits_metric.0	dozeFruitsOther.Serving.metric.0	1 medium-sized fruit	1顆中型水果	
food_info_serving_sizes_other_fruits_metric.1	dozeFruitsOther.Serving.metric.1	120 g cut-up fruit	1杯水果丁	
food_info_serving_sizes_other_fruits_metric.2	dozeFruitsOther.Serving.metric.2	40 g dried fruit	¼杯果乾	
food_info_types_other_fruits.0	dozeFruitsOther.Variety.Text.0	Apples	蘋果	
food_info_types_other_fruits.1	dozeFruitsOther.Variety.Text.1	Dried apricots	杏子乾	
food_info_types_other_fruits.10	dozeFruitsOther.Variety.Text.10	Kiwifruit	奇異果	
food_info_types_other_fruits.11	dozeFruitsOther.Variety.Text.11	Lemons	檸檬	
food_info_types_other_fruits.12	dozeFruitsOther.Variety.Text.12	Limes	萊姆	
food_info_types_other_fruits.13	dozeFruitsOther.Variety.Text.13	Lychees	荔枝	
food_info_types_other_fruits.14	dozeFruitsOther.Variety.Text.14	Mangos	芒果	
food_info_types_other_fruits.15	dozeFruitsOther.Variety.Text.15	Nectarines	油桃	
food_info_types_other_fruits.16	dozeFruitsOther.Variety.Text.16	Oranges	柳橙	
food_info_types_other_fruits.17	dozeFruitsOther.Variety.Text.17	Papaya	木瓜	
food_info_types_other_fruits.18	dozeFruitsOther.Variety.Text.18	Passion fruit	百香果	
food_info_types_other_fruits.19	dozeFruitsOther.Variety.Text.19	Peaches	桃子	
food_info_types_other_fruits.2	dozeFruitsOther.Variety.Text.2	Avocados	酪梨	
food_info_types_other_fruits.20	dozeFruitsOther.Variety.Text.20	Pears	梨子	
food_info_types_other_fruits.21	dozeFruitsOther.Variety.Text.21	Pineapple	鳳梨	
food_info_types_other_fruits.22	dozeFruitsOther.Variety.Text.22	Plums (especially black plums)	李子（尤其是黑李）	
food_info_types_other_fruits.23	dozeFruitsOther.Variety.Text.23	Pluots	杏李	
food_info_types_other_fruits.24	dozeFruitsOther.Variety.Text.24	Pomegranates	石榴	
food_info_types_other_fruits.25	dozeFruitsOther.Variety.Text.25	Prunes	黑棗	
food_info_types_other_fruits.26	dozeFruitsOther.Variety.Text.26	Tangerines	橘子	
food_info_types_other_fruits.27	dozeFruitsOther.Variety.Text.27	Watermelon	西瓜	
food_info_types_other_fruits.3	dozeFruitsOther.Variety.Text.3	Bananas	香蕉	
food_info_types_other_fruits.4	dozeFruitsOther.Variety.Text.4	Cantaloupe	哈密瓜	
food_info_types_other_fruits.5	dozeFruitsOther.Variety.Text.5	Clementines	小柑橘	
food_info_types_other_fruits.6	dozeFruitsOther.Variety.Text.6	Dates	海棗	
food_info_types_other_fruits.7	dozeFruitsOther.Variety.Text.7	Dried figs	無花果乾	
food_info_types_other_fruits.8	dozeFruitsOther.Variety.Text.8	Grapefruit	葡萄柚	
food_info_types_other_fruits.9	dozeFruitsOther.Variety.Text.9	Honeydew	蜜瓜	
other_fruits	dozeFruitsOther.heading	Other Fruits	其他水果	
food_info_serving_sizes_greens_imperial.0	dozeGreens.Serving.imperial.0	1 cup raw	1杯生菜	
food_info_serving_sizes_greens_imperial.1	dozeGreens.Serving.imperial.1	½ cup cooked	½杯煮過的蔬菜	
food_info_serving_sizes_greens_metric.0	dozeGreens.Serving.metric.0	60 g raw	1杯生菜	
food_info_serving_sizes_greens_metric.1	dozeGreens.Serving.metric.1	90 g cooked	½杯煮過的蔬菜	
food_info_types_greens.0	dozeGreens.Variety.Text.0	Arugula	芝麻葉	
food_info_types_greens.1	dozeGreens.Variety.Text.1	Beet greens	甜菜葉	
food_info_types_greens.2	dozeGreens.Variety.Text.2	Collard greens	芥藍菜葉	
food_info_types_greens.3	dozeGreens.Variety.Text.3	Kale (black, green, and red)	羽衣甘藍（黑色、綠色與紅色品種）	
food_info_types_greens.4	dozeGreens.Variety.Text.4	Mesclun mix (assorted young salad greens)	綜合生菜葉（綜合幼嫩綠色沙拉）	
food_info_types_greens.5	dozeGreens.Variety.Text.5	Mustard greens	芥菜	
food_info_types_greens.6	dozeGreens.Variety.Text.6	Sorrel	酸模	
food_info_types_greens.7	dozeGreens.Variety.Text.7	Spinach	菠菜	
food_info_types_greens.8	dozeGreens.Variety.Text.8	Swiss chard	牛皮菜	
food_info_types_greens.9	dozeGreens.Variety.Text.9	Turnip greens	蕪菁葉	
greens	dozeGreens.heading	Greens	綠色蔬菜	
food_info_serving_sizes_nuts_imperial.0	dozeNuts.Serving.imperial.0	¼ cup nuts or seeds	¼杯堅果或種籽	
food_info_serving_sizes_nuts_imperial.1	dozeNuts.Serving.imperial.1	2 tablespoons nut or seed butter	2大匙果仁醬或種籽醬	
food_info_serving_sizes_nuts_metric.0	dozeNuts.Serving.metric.0	30 g nuts or seeds	¼杯堅果或種籽	
food_info_serving_sizes_nuts_metric.1	dozeNuts.Serving.metric.1	2 tablespoons nut or seed butter	2大匙果仁醬或種籽醬	
food_info_types_nuts.0	dozeNuts.Variety.Text.0	Almonds	杏仁	
food_info_types_nuts.1	dozeNuts.Variety.Text.1	Brazil nuts	巴西堅果	
food_info_types_nuts.10	dozeNuts.Variety.Text.10	Sesame seeds	芝麻籽	
food_info_types_nuts.11	dozeNuts.Variety.Text.11	Sunflower seeds	葵花籽	
food_info_types_nuts.12	dozeNuts.Variety.Text.12	Walnuts	核桃	
food_info_types_nuts.2	dozeNuts.Variety.Text.2	Cashews	腰果	
food_info_types_nuts.3	dozeNuts.Variety.Text.3	Chia seeds	奇亞籽	
food_info_types_nuts.4	dozeNuts.Variety.Text.4	Hazelnuts	榛果／榛子	
food_info_types_nuts.5	dozeNuts.Variety.Text.5	Hemp seeds	大麻籽	
food_info_types_nuts.6	dozeNuts.Variety.Text.6	Macadamia nuts	夏威夷火山豆	
food_info_types_nuts.7	dozeNuts.Variety.Text.7	Pecans	胡桃	
food_info_types_nuts.8	dozeNuts.Variety.Text.8	Pistachios	開心果	
food_info_types_nuts.9	dozeNuts.Variety.Text.9	Pumpkin seeds	南瓜籽	
nuts	dozeNuts.heading	Nuts and Seeds	堅果類	
food_info_serving_sizes_spices_imperial.0	dozeSpices.Serving.imperial.0	¼ teaspoon of turmeric	¼茶匙的薑黃	
food_info_serving_sizes_spices_imperial.1	dozeSpices.Serving.imperial.1	Any other (salt-free) herbs and spices you enjoy	任何其他你所喜歡的（無鹽）香草和香料	
food_info_serving_sizes_spices_metric.0	dozeSpices.Serving.metric.0	¼ teaspoon of turmeric	¼茶匙的薑黃	
food_info_serving_sizes_spices_metric.1	dozeSpices.Serving.metric.1	Any other (salt-free) herbs and spices you enjoy	任何其他你所喜歡的（無鹽）香草和香料	
food_info_types_spices.0	dozeSpices.Variety.Text.0	Allspice	眾香子	
food_info_types_spices.1	dozeSpices.Variety.Text.1	Barberries	莿莓	
food_info_types_spices.10	dozeSpices.Variety.Text.10	Cumin	小茴香	
food_info_types_spices.11	dozeSpices.Variety.Text.11	Curry powder	咖哩粉	
food_info_types_spices.12	dozeSpices.Variety.Text.12	Dill	蒔蘿	
food_info_types_spices.13	dozeSpices.Variety.Text.13	Fenugreek	葫蘆巴	
food_info_types_spices.14	dozeSpices.Variety.Text.14	Garlic	大蒜	
food_info_types_spices.15	dozeSpices.Variety.Text.15	Ginger	薑	
food_info_types_spices.16	dozeSpices.Variety.Text.16	Horseradish	辣根	
food_info_types_spices.17	dozeSpices.Variety.Text.17	Lemongrass	香茅	
food_info_types_spices.18	dozeSpices.Variety.Text.18	Marjoram	墨角蘭	
food_info_types_spices.19	dozeSpices.Variety.Text.19	Mustard powder	芥末粉	
food_info_types_spices.2	dozeSpices.Variety.Text.2	Basil	羅勒	
food_info_types_spices.20	dozeSpices.Variety.Text.20	Nutmeg	肉豆蔻	
food_info_types_spices.21	dozeSpices.Variety.Text.21	Oregano	牛至	
food_info_types_spices.22	dozeSpices.Variety.Text.22	Smoked paprika	匈牙利煙燻紅椒粉	
food_info_types_spices.23	dozeSpices.Variety.Text.23	Parsley	荷蘭芹	
food_info_types_spices.24	dozeSpices.Variety.Text.24	Pepper	胡椒	
food_info_types_spices.25	dozeSpices.Variety.Text.25	Peppermint	薄荷	
food_info_types_spices.26	dozeSpices.Variety.Text.26	Rosemary	迷迭香	
food_info_types_spices.27	dozeSpices.Variety.Text.27	Saffron	番紅花	
food_info_types_spices.28	dozeSpices.Variety.Text.28	Sage	鼠尾草	
food_info_types_spices.29	dozeSpices.Variety.Text.29	Thyme	百里香	
food_info_types_spices.3	dozeSpices.Variety.Text.3	Bay leaves	月桂葉	
food_info_types_spices.30	dozeSpices.Variety.Text.30	Turmeric	薑黃	
food_info_types_spices.31	dozeSpices.Variety.Text.31	Vanilla	香草	
food_info_types_spices.4	dozeSpices.Variety.Text.4	Cardamom	小荳蔻	
food_info_types_spices.5	dozeSpices.Variety.Text.5	Chili powder	辣椒粉	
food_info_types_spices.6	dozeSpices.Variety.Text.6	Cilantro	芫荽	
food_info_types_spices.7	dozeSpices.Variety.Text.7	Cinnamon	肉桂	
food_info_types_spices.8	dozeSpices.Variety.Text.8	Cloves	丁香	
food_info_types_spices.9	dozeSpices.Variety.Text.9	Coriander	芫荽籽	
spices	dozeSpices.heading	Herbs and Spices	香料	
food_info_serving_sizes_cruciferous_vegetables_imperial.0	dozeVegetablesCruciferous.Serving.imperial.0	½ cup chopped	½杯切碎的白花椰菜	
food_info_serving_sizes_cruciferous_vegetables_imperial.1	dozeVegetablesCruciferous.Serving.imperial.1	¼ cup Brussels or broccoli sprouts	¼杯球芽甘藍或青花椰苗	
food_info_serving_sizes_cruciferous_vegetables_imperial.2	dozeVegetablesCruciferous.Serving.imperial.2	1 tablespoon horseradish	1大匙辣根	
food_info_serving_sizes_cruciferous_vegetables_metric.0	dozeVegetablesCruciferous.Serving.metric.0	30–80 g chopped	½杯切碎的白花椰菜	
food_info_serving_sizes_cruciferous_vegetables_metric.1	dozeVegetablesCruciferous.Serving.metric.1	12 g Brussels or broccoli sprouts	¼杯球芽甘藍或青花椰苗	
food_info_serving_sizes_cruciferous_vegetables_metric.2	dozeVegetablesCruciferous.Serving.metric.2	1 tablespoon horseradish	1大匙辣根	
food_info_types_cruciferous_vegetables.0	dozeVegetablesCruciferous.Variety.Text.0	Arugula	芝麻葉	
food_info_types_cruciferous_vegetables.1	dozeVegetablesCruciferous.Variety.Text.1	Bok choy	青江菜	
food_info_types_cruciferous_vegetables.10	dozeVegetablesCruciferous.Variety.Text.10	Mustard greens	芥菜	
food_info_types_cruciferous_vegetables.11	dozeVegetablesCruciferous.Variety.Text.11	Radishes	蘿蔔	
food_info_types_cruciferous_vegetables.12	dozeVegetablesCruciferous.Variety.Text.12	Turnip greens	蕪菁葉	
food_info_types_cruciferous_vegetables.13	dozeVegetablesCruciferous.Variety.Text.13	Watercress	西洋菜	
food_info_types_cruciferous_vegetables.2	dozeVegetablesCruciferous.Variety.Text.2	Broccoli (incl. Romanesco)	綠色花椰菜 (寶塔花菜)	
food_info_types_cruciferous_vegetables.3	dozeVegetablesCruciferous.Variety.Text.3	Brussels sprouts	球芽甘藍	
food_info_types_cruciferous_vegetables.4	dozeVegetablesCruciferous.Variety.Text.4	Cabbage (green, red and savoy)	甘藍 (綠, 紫, 野甘藍)	
food_info_types_cruciferous_vegetables.5	dozeVegetablesCruciferous.Variety.Text.5	Cauliflower (white, green, orange and purple)	花椰菜(白色，綠色，橙色，紫色)	
food_info_types_cruciferous_vegetables.6	dozeVegetablesCruciferous.Variety.Text.6	Collard greens	芥藍菜葉	
food_info_types_cruciferous_vegetables.7	dozeVegetablesCruciferous.Variety.Text.7	Horseradish	辣根	
food_info_types_cruciferous_vegetables.8	dozeVegetablesCruciferous.Variety.Text.8	Kale (black, green, and red)	羽衣甘藍（黑色、綠色與紅色品種）	
food_info_types_cruciferous_vegetables.9	dozeVegetablesCruciferous.Variety.Text.9	Kohlrabi (green and purple)	大頭菜(綠色，紫色)	
cruciferous_vegetables	dozeVegetablesCruciferous.heading	Cruciferous Vegetables	十字花科蔬菜	
food_info_serving_sizes_other_vegetables_imperial.0	dozeVegetablesOther.Serving.imperial.0	1 cup raw leafy vegetables	1杯生葉菜	
food_info_serving_sizes_other_vegetables_imperial.1	dozeVegetablesOther.Serving.imperial.1	½ cup raw or cooked nonleafy vegetables	½杯生或熟的非葉菜	
food_info_serving_sizes_other_vegetables_imperial.2	dozeVegetablesOther.Serving.imperial.2	½ cup vegetable juice	½杯蔬菜汁	
food_info_serving_sizes_other_vegetables_imperial.3	dozeVegetablesOther.Serving.imperial.3	¼ cup dried mushrooms	¼杯乾燥菇類	
food_info_serving_sizes_other_vegetables_metric.0	dozeVegetablesOther.Serving.metric.0	60 g raw leafy vegetables	1杯生葉菜	
food_info_serving_sizes_other_vegetables_metric.1	dozeVegetablesOther.Serving.metric.1	50 g raw or cooked nonleafy vegetables	½杯生或熟的非葉菜	
food_info_serving_sizes_other_vegetables_metric.2	dozeVegetablesOther.Serving.metric.2	125 ml vegetable juice	½杯蔬菜汁	
food_info_serving_sizes_other_vegetables_metric.3	dozeVegetablesOther.Serving.metric.3	7 g dried mushrooms	¼杯乾燥菇類	
food_info_types_other_vegetables.0	dozeVegetablesOther.Variety.Text.0	Artichokes	朝鮮薊	
food_info_types_other_vegetables.1	dozeVegetablesOther.Variety.Text.1	Asparagus	蘆筍	
food_info_types_other_vegetables.10	dozeVegetablesOther.Variety.Text.10	Purple potatoes	紫薯	
food_info_types_other_vegetables.11	dozeVegetablesOther.Variety.Text.11	Pumpkin	南瓜	
food_info_types_other_vegetables.12	dozeVegetablesOther.Variety.Text.12	Sea vegetables (arame, dulse, and nori)	海帶（海藻、紅藻與海苔）	
food_info_types_other_vegetables.13	dozeVegetablesOther.Variety.Text.13	Snap peas	甜脆豌豆	
food_info_types_other_vegetables.14	dozeVegetablesOther.Variety.Text.14	Squash (delicata, summer, and spaghetti squash varieties)	南瓜屬（包括花生南瓜、夏南瓜與金線南瓜等品種）	
food_info_types_other_vegetables.15	dozeVegetablesOther.Variety.Text.15	Sweet potatoes/yams	地瓜／番薯	
food_info_types_other_vegetables.16	dozeVegetablesOther.Variety.Text.16	Tomatoes	番茄	
food_info_types_other_vegetables.17	dozeVegetablesOther.Variety.Text.17	Zucchini	櫛瓜	
food_info_types_other_vegetables.2	dozeVegetablesOther.Variety.Text.2	Beets	甜菜	
food_info_types_other_vegetables.3	dozeVegetablesOther.Variety.Text.3	Bell peppers	甜椒	
food_info_types_other_vegetables.4	dozeVegetablesOther.Variety.Text.4	Carrots	胡蘿蔔	
food_info_types_other_vegetables.5	dozeVegetablesOther.Variety.Text.5	Corn	玉米	
food_info_types_other_vegetables.6	dozeVegetablesOther.Variety.Text.6	Garlic	大蒜	
food_info_types_other_vegetables.7	dozeVegetablesOther.Variety.Text.7	Mushrooms (button, oyster, portobello, and shiitake)	菇類（洋菇、秀珍菇、波特菇與香菇）	
food_info_types_other_vegetables.8	dozeVegetablesOther.Variety.Text.8	Okra	秋葵	
food_info_types_other_vegetables.9	dozeVegetablesOther.Variety.Text.9	Onions	洋蔥	
other_vegetables	dozeVegetablesOther.heading	Other Vegetables	其他蔬菜	
food_info_serving_sizes_whole_grains_imperial.0	dozeWholeGrains.Serving.imperial.0	½ cup hot cereal or cooked grains, pasta, or corn kernels	½杯熱麥片或煮熟的穀物、義大利麵或玉米粒	
food_info_serving_sizes_whole_grains_imperial.1	dozeWholeGrains.Serving.imperial.1	1 cup cold cereal	1杯冷麥片	
food_info_serving_sizes_whole_grains_imperial.2	dozeWholeGrains.Serving.imperial.2	1 tortilla or slice of bread	1份墨西哥薄餅或1片麵包	
food_info_serving_sizes_whole_grains_imperial.3	dozeWholeGrains.Serving.imperial.3	½ a bagel or English muffin	½個貝果或英式鬆餅	
food_info_serving_sizes_whole_grains_imperial.4	dozeWholeGrains.Serving.imperial.4	3 cups popped popcorn	3杯爆好的爆米花	
