key_droid	key_apple	base_value	lang_value	base_comment
food_info_serving_sizes_whole_grains[metric][0]	dozeWholeGrainsServing[metric][0]	100 g hot cereal or cooked grains, pasta, or corn kernels	100 g cereali caldi o cotti, pasta di nocciole o mais	  
food_info_serving_sizes_whole_grains[imperial][1]	dozeWholeGrainsServing[imperial][1]	1 cup cold cereal	1 tazza cereali freddi	  
food_info_serving_sizes_whole_grains[metric][1]	dozeWholeGrainsServing[metric][1]	50 g cold cereal	50 g cereali freddi	  
food_info_serving_sizes_whole_grains[imperial][2]	dozeWholeGrainsServing[imperial][2]	1 tortilla or slice of bread	1 tortilla o fetta di pane	  
food_info_serving_sizes_whole_grains[metric][2]	dozeWholeGrainsServing[metric][2]	1 tortilla or slice of bread	1 tortilla o fetta di pane	  
food_info_serving_sizes_whole_grains[imperial][3]	dozeWholeGrainsServing[imperial][3]	½ a bagel or English muffin	½ bagel o focaccina inglese	  
food_info_serving_sizes_whole_grains[metric][3]	dozeWholeGrainsServing[metric][3]	½ a bagel or English muffin	½ bagel o focaccina inglese	  
food_info_serving_sizes_whole_grains[imperial][4]	dozeWholeGrainsServing[imperial][4]	3 cups popped popcorn	3 tazze popcorn	  
food_info_serving_sizes_whole_grains[metric][4]	dozeWholeGrainsServing[metric][4]	30 g popped popcorn	30 g popcorn	  
food_info_serving_sizes_cruciferous_vegetables[imperial][0]	dozeVegetablesCruciferousServing[imperial][0]	½ cup chopped	½ tazza tritato	  
food_info_serving_sizes_cruciferous_vegetables[metric][0]	dozeVegetablesCruciferousServing[metric][0]	30–80 g chopped	30–80 g tritato	  
food_info_serving_sizes_cruciferous_vegetables[imperial][1]	dozeVegetablesCruciferousServing[imperial][1]	¼ cup Brussels or broccoli sprouts	¼ tazza  di Bruxelles o germogli di broccoli	  
food_info_serving_sizes_cruciferous_vegetables[metric][1]	dozeVegetablesCruciferousServing[metric][1]	12 g Brussels or broccoli sprouts	12 g  di Bruxelles o germogli di broccoli	  
food_info_serving_sizes_cruciferous_vegetables[imperial][2]	dozeVegetablesCruciferousServing[imperial][2]	1 tablespoon horseradish	1 cucchiaio di rafano	  
food_info_serving_sizes_cruciferous_vegetables[metric][2]	dozeVegetablesCruciferousServing[metric][2]	1 tablespoon horseradish	1 cucchiaio di rafano	  
food_info_serving_sizes_nuts[imperial][0]	dozeNutsServing[imperial][0]	¼ cup nuts or seeds	¼ tazza noci o semi	  
food_info_serving_sizes_nuts[metric][0]	dozeNutsServing[metric][0]	30 g nuts or seeds	30 g noci o semi	  
food_info_serving_sizes_nuts[imperial][1]	dozeNutsServing[imperial][1]	2 tablespoons nut or seed butter	2 pasta o burro di semi	  
food_info_serving_sizes_nuts[metric][1]	dozeNutsServing[metric][1]	2 tablespoons nut or seed butter	2 pasta o burro di semi	  
food_info_serving_sizes_berries[imperial][0]	dozeBerriesServing[imperial][0]	½ cup fresh or frozen	½ tazza freschi o congelati	  
food_info_serving_sizes_berries[metric][0]	dozeBerriesServing[metric][0]	60 g fresh or frozen	60 g freschi o congelati	  
food_info_serving_sizes_berries[imperial][1]	dozeBerriesServing[imperial][1]	¼ cup dried	¼ tazza essiccato	  
food_info_serving_sizes_berries[metric][1]	dozeBerriesServing[metric][1]	40 g dried	40 g essiccato	  
food_info_serving_sizes_other_vegetables[imperial][0]	dozeVegetablesOtherServing[imperial][0]	1 cup raw leafy vegetables	1 tazza verdure crude a foglia	  
food_info_serving_sizes_other_vegetables[metric][0]	dozeVegetablesOtherServing[metric][0]	60 g raw leafy vegetables	60 g verdure crude a foglia	  
food_info_serving_sizes_other_vegetables[imperial][1]	dozeVegetablesOtherServing[imperial][1]	½ cup raw or cooked nonleafy vegetables	½ tazza crude o cotte di verdure non a foglia	  
food_info_serving_sizes_other_vegetables[metric][1]	dozeVegetablesOtherServing[metric][1]	50 g raw or cooked nonleafy vegetables	50 g crude o cotte di verdure non a foglia	  
food_info_serving_sizes_other_vegetables[imperial][2]	dozeVegetablesOtherServing[imperial][2]	½ cup vegetable juice	½ tazza succo di verdura	  
food_info_serving_sizes_other_vegetables[metric][2]	dozeVegetablesOtherServing[metric][2]	125 ml vegetable juice	125 ml succo di verdura	  
food_info_serving_sizes_other_vegetables[imperial][3]	dozeVegetablesOtherServing[imperial][3]	¼ cup dried mushrooms	¼ tazza funghi secchi	  
food_info_serving_sizes_other_vegetables[metric][3]	dozeVegetablesOtherServing[metric][3]	7 g dried mushrooms	7 g funghi secchi	  
food_info_serving_sizes_flaxseeds[imperial][0]	dozeFlaxseedsServing[imperial][0]	1 tablespoon ground	1 cucchiaio base	  
food_info_serving_sizes_flaxseeds[metric][0]	dozeFlaxseedsServing[metric][0]	1 tablespoon ground	1 cucchiaio base	  
food_info_serving_sizes_greens[imperial][0]	dozeGreensServing[imperial][0]	1 cup raw	1 tazza raw	  
food_info_serving_sizes_greens[metric][0]	dozeGreensServing[metric][0]	60 g raw	60 g raw	  
food_info_serving_sizes_greens[imperial][1]	dozeGreensServing[imperial][1]	½ cup cooked	½ tazza cooked	  
food_info_serving_sizes_greens[metric][1]	dozeGreensServing[metric][1]	90 g cooked	90 g cooked	  
food_info_serving_sizes_exercise[imperial][0]	dozeExerciseServing[imperial][0]	90 minutes of moderate-intensity activity	90 minuti di attività moderata intensità	  
food_info_serving_sizes_exercise[metric][0]	dozeExerciseServing[metric][0]	90 minutes of moderate-intensity activity	90 minuti di attività moderata intensità	  
food_info_serving_sizes_exercise[imperial][1]	dozeExerciseServing[imperial][1]	40 minutes of vigorous-intensity activity	40 minuti di attività vigorosa intensità	  
food_info_serving_sizes_exercise[metric][1]	dozeExerciseServing[metric][1]	40 minutes of vigorous-intensity activity	40 minuti di attività vigorosa intensità	  
food_info_types_greens[0]	dozeGreensVarietyText[0]	Arugula	Rucola	  
food_info_types_greens[1]	dozeGreensVarietyText[1]	Beet greens	Bietole	  
food_info_types_greens[2]	dozeGreensVarietyText[2]	Collard greens	Cavolo Nero	  
food_info_types_greens[3]	dozeGreensVarietyText[3]	Kale (black, green, and red)	Cavolo Kale (nero, verde e rosso)	  
food_info_types_greens[4]	dozeGreensVarietyText[4]	Mesclun mix (assorted young salad greens)	Mix Mesclun (Assortimento di insalta giovane)	  
food_info_types_greens[5]	dozeGreensVarietyText[5]	Mustard greens	Senape verde	  
food_info_types_greens[6]	dozeGreensVarietyText[6]	Sorrel	Acetosa	  
food_info_types_greens[7]	dozeGreensVarietyText[7]	Spinach	Spinaci	  
food_info_types_greens[8]	dozeGreensVarietyText[8]	Swiss chard	Bietola	  
food_info_types_greens[9]	dozeGreensVarietyText[9]	Turnip greens	Cime di rapa	  
food_info_types_flaxseeds[0]	dozeFlaxseedsVarietyText[0]	Brown flaxseeds	Semi di lino marroni	  
food_info_types_flaxseeds[1]	dozeFlaxseedsVarietyText[1]	Golden flaxseeds	Semi di lino dorati	  
food_info_types_nuts[0]	dozeNutsVarietyText[0]	Almonds	Mandorle	  
food_info_types_nuts[1]	dozeNutsVarietyText[1]	Brazil nuts	Noci Brasiliane	  
food_info_types_nuts[2]	dozeNutsVarietyText[2]	Cashews	Anacardi	  
food_info_types_nuts[3]	dozeNutsVarietyText[3]	Chia seeds	Semi di Chia	  
food_info_types_nuts[4]	dozeNutsVarietyText[4]	Hazelnuts	Nocciole	  
food_info_types_nuts[5]	dozeNutsVarietyText[5]	Hemp seeds	Semi di canapa	  
food_info_types_nuts[6]	dozeNutsVarietyText[6]	Macadamia nuts	Noci di macadamia	  
food_info_types_nuts[7]	dozeNutsVarietyText[7]	Pecans	Noci Pecan	  
food_info_types_nuts[8]	dozeNutsVarietyText[8]	Pistachios	Pistacchi	  
food_info_types_nuts[9]	dozeNutsVarietyText[9]	Pumpkin seeds	Semi di Zucca	  
food_info_types_nuts[10]	dozeNutsVarietyText[10]	Sesame seeds	Semi di Sesamo	  
food_info_types_nuts[11]	dozeNutsVarietyText[11]	Sunflower seeds	Semi di Girasole	  
food_info_types_nuts[12]	dozeNutsVarietyText[12]	Walnuts	Noci	  
food_info_types_exercise[0]	dozeExerciseVarietyText[0]	Bicycling	Andare in bicicletta	  
food_info_types_exercise[1]	dozeExerciseVarietyText[1]	Canoeing	Canottaggio	  
food_info_types_exercise[2]	dozeExerciseVarietyText[2]	Dancing	Danza	  
food_info_types_exercise[3]	dozeExerciseVarietyText[3]	Dodgeball	Dodgeball	  
food_info_types_exercise[4]	dozeExerciseVarietyText[4]	Downhill skiing	Sci alpino	  
food_info_types_exercise[5]	dozeExerciseVarietyText[5]	Fencing	Scherma	  
food_info_types_exercise[6]	dozeExerciseVarietyText[6]	Hiking	Escursionismo	  
food_info_types_exercise[7]	dozeExerciseVarietyText[7]	Housework	Lavori domestici	  
food_info_types_exercise[8]	dozeExerciseVarietyText[8]	Ice-skating	Pattinaggio sul ghiaccio	  
food_info_types_exercise[9]	dozeExerciseVarietyText[9]	Inline skating	Pattinaggio in linea	  
food_info_types_exercise[10]	dozeExerciseVarietyText[10]	Juggling	Giocoleria	  
food_info_types_exercise[11]	dozeExerciseVarietyText[11]	Jumping on a trampoline	Saltando dal trampolino	  
food_info_types_exercise[12]	dozeExerciseVarietyText[12]	Paddle boating	Canottaggio Paddle	  
food_info_types_exercise[13]	dozeExerciseVarietyText[13]	Playing frisbee	Giocare a Frisbee	  
food_info_types_exercise[14]	dozeExerciseVarietyText[14]	Roller-skating	Pattinaggio a Rotelle	  
food_info_types_exercise[15]	dozeExerciseVarietyText[15]	Shooting baskets	Basket	  
food_info_types_exercise[16]	dozeExerciseVarietyText[16]	Shoveling light snow	Spalare neve leggera	  
food_info_types_exercise[17]	dozeExerciseVarietyText[17]	Skateboarding	Skateboarding	  
food_info_types_exercise[18]	dozeExerciseVarietyText[18]	Snorkeling	Snorkeling	  
food_info_types_exercise[19]	dozeExerciseVarietyText[19]	Surfing	Fare Surf	  
food_info_types_exercise[20]	dozeExerciseVarietyText[20]	Swimming recreationally	Nuoto Ricreativo	  
food_info_types_exercise[21]	dozeExerciseVarietyText[21]	Tennis (doubles)	Tennis (Doppia)	  
food_info_types_exercise[22]	dozeExerciseVarietyText[22]	Treading water	Treading water	  
food_info_types_exercise[23]	dozeExerciseVarietyText[23]	Walking briskly (4 mph)	Camminando di buon passo (6 km/h)	  
food_info_types_exercise[24]	dozeExerciseVarietyText[24]	Water aerobics	Water aerobics	  
food_info_types_exercise[25]	dozeExerciseVarietyText[25]	Waterskiing	Sci d\'acqua	  
food_info_types_exercise[26]	dozeExerciseVarietyText[26]	Yard work	Cantiere di lavoro	  
food_info_types_exercise[27]	dozeExerciseVarietyText[27]	Yoga	Yoga	  
food_info_types_exercise[28]	dozeExerciseVarietyText[28]	Backpacking	Zaino in Spalla	  
food_info_types_exercise[29]	dozeExerciseVarietyText[29]	Basketball	Pallacanestro	  
food_info_types_exercise[30]	dozeExerciseVarietyText[30]	Bicycling uphill	Andare in bicicletta in salita	  
food_info_types_exercise[31]	dozeExerciseVarietyText[31]	Circuit weight training	Allenamento con i pesi	  
food_info_types_exercise[32]	dozeExerciseVarietyText[32]	Cross-country skiing	Sci di fondo	  
food_info_types_exercise[33]	dozeExerciseVarietyText[33]	Football	Calcio	  
food_info_types_exercise[34]	dozeExerciseVarietyText[34]	Hockey	Hockey	  
food_info_types_exercise[35]	dozeExerciseVarietyText[35]	Jogging	Jogging	  
food_info_types_exercise[36]	dozeExerciseVarietyText[36]	Jumping jacks	Jumping jacks	  
food_info_types_exercise[37]	dozeExerciseVarietyText[37]	Jumping rope	Corda per saltare	  
food_info_types_exercise[38]	dozeExerciseVarietyText[38]	Lacrosse	Lacrosse	  
food_info_types_exercise[39]	dozeExerciseVarietyText[39]	Push-ups	Push-ups	  
food_info_types_exercise[40]	dozeExerciseVarietyText[40]	Pull-ups	Sollevamento	  
food_info_types_exercise[41]	dozeExerciseVarietyText[41]	Racquetball	Racquetball	  
food_info_types_exercise[42]	dozeExerciseVarietyText[42]	Rock climbing	Arrampicata di roccia	  
food_info_types_exercise[43]	dozeExerciseVarietyText[43]	Rugby	Rugby	  
food_info_types_exercise[44]	dozeExerciseVarietyText[44]	Running	Running	  
food_info_types_exercise[45]	dozeExerciseVarietyText[45]	Scuba diving	Immersioni Subacquee	  
food_info_types_exercise[46]	dozeExerciseVarietyText[46]	Tennis (singles)	Tennis (singolo)	  
food_info_types_exercise[47]	dozeExerciseVarietyText[47]	Soccer	Soccer	  
food_info_types_exercise[48]	dozeExerciseVarietyText[48]	Speed skating	Pattinaggio veloce	  
food_info_types_exercise[49]	dozeExerciseVarietyText[49]	Squash	Squash	  
food_info_types_exercise[50]	dozeExerciseVarietyText[50]	Step aerobics	Step aerobics	  
food_info_types_exercise[51]	dozeExerciseVarietyText[51]	Swimming laps	Vasche di Nuoto	  
food_info_types_exercise[52]	dozeExerciseVarietyText[52]	Walking briskly uphill	Camminare di buon passo in salita	  
food_info_types_exercise[53]	dozeExerciseVarietyText[53]	Water jogging	Acqua-Jogging	  
food_info_types_whole_grains[0]	dozeWholeGrainsVarietyText[0]	Barley	Orzo	  
food_info_types_whole_grains[1]	dozeWholeGrainsVarietyText[1]	Buckwheat	Grano saraceno	  
food_info_types_whole_grains[2]	dozeWholeGrainsVarietyText[2]	Millet	Miglio	  
food_info_types_whole_grains[3]	dozeWholeGrainsVarietyText[3]	Oats	Avena	  
food_info_types_whole_grains[4]	dozeWholeGrainsVarietyText[4]	Popcorn	Popcorn	  
food_info_types_whole_grains[5]	dozeWholeGrainsVarietyText[5]	Quinoa	Quinoa	  
food_info_types_whole_grains[6]	dozeWholeGrainsVarietyText[6]	Rye	Segale	  
food_info_types_whole_grains[7]	dozeWholeGrainsVarietyText[7]	Teff	Teff	  
food_info_types_whole_grains[8]	dozeWholeGrainsVarietyText[8]	Whole-wheat pasta	Pasta integrale	  
food_info_types_cruciferous_vegetables[0]	dozeVegetablesCruciferousVarietyText[0]	Arugula	Arugula	  
food_info_types_cruciferous_vegetables[1]	dozeVegetablesCruciferousVarietyText[1]	Bok choy	Bok choy	  
food_info_types_cruciferous_vegetables[2]	dozeVegetablesCruciferousVarietyText[2]	Broccoli (incl. Romanesco)	Broccoli (incl. Romanesco)	  
food_info_types_cruciferous_vegetables[3]	dozeVegetablesCruciferousVarietyText[3]	Brussels sprouts	Brussels sprouts	  
food_info_types_cruciferous_vegetables[4]	dozeVegetablesCruciferousVarietyText[4]	Cabbage (green, red and savoy)	Cabbage (green, red and savoy)	  
food_info_types_cruciferous_vegetables[5]	dozeVegetablesCruciferousVarietyText[5]	Cauliflower (white, green, orange and purple)	Cauliflower (white, green, orange and purple)	  
food_info_types_cruciferous_vegetables[6]	dozeVegetablesCruciferousVarietyText[6]	Collard greens	Collard greens	  
food_info_types_cruciferous_vegetables[7]	dozeVegetablesCruciferousVarietyText[7]	Horseradish	Horseradish	  
food_info_types_cruciferous_vegetables[8]	dozeVegetablesCruciferousVarietyText[8]	Kale (black, green, and red)	Kale (black, green, and red)	  
food_info_types_cruciferous_vegetables[9]	dozeVegetablesCruciferousVarietyText[9]	Kohlrabi (green and purple)	Kohlrabi (green and purple)	  
food_info_types_cruciferous_vegetables[10]	dozeVegetablesCruciferousVarietyText[10]	Mustard greens	Mustard greens	  
food_info_types_cruciferous_vegetables[11]	dozeVegetablesCruciferousVarietyText[11]	Radishes	Radishes	  
food_info_types_cruciferous_vegetables[12]	dozeVegetablesCruciferousVarietyText[12]	Turnip greens	Turnip greens	  
food_info_types_cruciferous_vegetables[13]	dozeVegetablesCruciferousVarietyText[13]	Watercress	Watercress	  
food_info_types_other_fruits[0]	dozeFruitsOtherVarietyText[0]	Apples	Mele	  
food_info_types_other_fruits[1]	dozeFruitsOtherVarietyText[1]	Dried apricots	Albicocche secche	  
food_info_types_other_fruits[2]	dozeFruitsOtherVarietyText[2]	Avocados	Avocado	  
food_info_types_other_fruits[3]	dozeFruitsOtherVarietyText[3]	Bananas	Banane	  
food_info_types_other_fruits[4]	dozeFruitsOtherVarietyText[4]	Cantaloupe	Cantalupo	  
food_info_types_other_fruits[5]	dozeFruitsOtherVarietyText[5]	Clementines	Clementine	  
food_info_types_other_fruits[6]	dozeFruitsOtherVarietyText[6]	Dates	Date	  
food_info_types_other_fruits[7]	dozeFruitsOtherVarietyText[7]	Dried figs	Fichi secchi	  
food_info_types_other_fruits[8]	dozeFruitsOtherVarietyText[8]	Grapefruit	Pompelmo	  
food_info_types_other_fruits[9]	dozeFruitsOtherVarietyText[9]	Honeydew	Melata	  
food_info_types_other_fruits[10]	dozeFruitsOtherVarietyText[10]	Kiwifruit	Kiwi	  
food_info_types_other_fruits[11]	dozeFruitsOtherVarietyText[11]	Lemons	Limoni	  
food_info_types_other_fruits[12]	dozeFruitsOtherVarietyText[12]	Limes	Limes	  
food_info_types_other_fruits[13]	dozeFruitsOtherVarietyText[13]	Lychees	Lici	  
food_info_types_other_fruits[14]	dozeFruitsOtherVarietyText[14]	Mangos	Manghi	  
food_info_types_other_fruits[15]	dozeFruitsOtherVarietyText[15]	Nectarines	Nettarine	  
food_info_types_other_fruits[16]	dozeFruitsOtherVarietyText[16]	Oranges	Arance	  
food_info_types_other_fruits[17]	dozeFruitsOtherVarietyText[17]	Papaya	Papaia	  
food_info_types_other_fruits[18]	dozeFruitsOtherVarietyText[18]	Passion fruit	Frutto della passione	  
food_info_types_other_fruits[19]	dozeFruitsOtherVarietyText[19]	Peaches	Pesche	  
food_info_types_other_fruits[20]	dozeFruitsOtherVarietyText[20]	Pears	Pere	  
food_info_types_other_fruits[21]	dozeFruitsOtherVarietyText[21]	Pineapple	Ananas	  
food_info_types_other_fruits[22]	dozeFruitsOtherVarietyText[22]	Plums (especially black plums)	Prugne (soprattutto prugne nere)	  
food_info_types_other_fruits[23]	dozeFruitsOtherVarietyText[23]	Pluots	Pluots	  
food_info_types_other_fruits[24]	dozeFruitsOtherVarietyText[24]	Pomegranates	Melograni	  
food_info_types_other_fruits[25]	dozeFruitsOtherVarietyText[25]	Prunes	Prugne	  
food_info_types_other_fruits[26]	dozeFruitsOtherVarietyText[26]	Tangerines	Mandarini	  
food_info_types_other_fruits[27]	dozeFruitsOtherVarietyText[27]	Watermelon	Anguria	  
food_info_types_berries[0]	dozeBerriesVarietyText[0]	Acai berries	Bacche d\'Acai	  
food_info_types_berries[1]	dozeBerriesVarietyText[1]	Barberries	Berberis	  
food_info_types_berries[2]	dozeBerriesVarietyText[2]	Blackberries	More	  
food_info_types_berries[3]	dozeBerriesVarietyText[3]	Blueberries	Mirtilli	  
food_info_types_berries[4]	dozeBerriesVarietyText[4]	Cherries (sweet or tart)	Ciliegie (dolci o aspre)	  
food_info_types_berries[5]	dozeBerriesVarietyText[5]	Concord grapes	Uva Concordia	  
food_info_types_berries[6]	dozeBerriesVarietyText[6]	Cranberries	Mirtilli	  
food_info_types_berries[7]	dozeBerriesVarietyText[7]	Goji berries	Bacche di Goji	  
food_info_types_berries[8]	dozeBerriesVarietyText[8]	Kumquats	Kumquat	  
food_info_types_berries[9]	dozeBerriesVarietyText[9]	Mulberries	Gelsi	  
food_info_types_berries[10]	dozeBerriesVarietyText[10]	Raspberries (black or red)	Lamponi (nero o rosso)	  
food_info_types_berries[11]	dozeBerriesVarietyText[11]	Strawberries	Fragole	  
food_info_types_spices[0]	dozeSpicesVarietyText[0]	Allspice	Pimento	  
food_info_types_spices[1]	dozeSpicesVarietyText[1]	Barberries	Berberis	  
food_info_types_spices[2]	dozeSpicesVarietyText[2]	Basil	Basilico	  
food_info_types_spices[3]	dozeSpicesVarietyText[3]	Bay leaves	Foglie di Alloro	  
food_info_types_spices[4]	dozeSpicesVarietyText[4]	Cardamom	Cardamomo	  
food_info_types_spices[5]	dozeSpicesVarietyText[5]	Chili powder	Peperoncino in polvere	  
food_info_types_spices[6]	dozeSpicesVarietyText[6]	Cilantro	Coriandolo	  
food_info_types_spices[7]	dozeSpicesVarietyText[7]	Cinnamon	Cannella	  
food_info_types_spices[8]	dozeSpicesVarietyText[8]	Cloves	Chiodi di garofano	  
food_info_types_spices[9]	dozeSpicesVarietyText[9]	Coriander	Coriandolo	  
food_info_types_spices[10]	dozeSpicesVarietyText[10]	Cumin	Cumino	  
food_info_types_spices[11]	dozeSpicesVarietyText[11]	Curry powder	Curry in polvere	  
food_info_types_spices[12]	dozeSpicesVarietyText[12]	Dill	Aneto	  
food_info_types_spices[13]	dozeSpicesVarietyText[13]	Fenugreek	Fieno greco	  
food_info_types_spices[14]	dozeSpicesVarietyText[14]	Garlic	Aglio	  
food_info_types_spices[15]	dozeSpicesVarietyText[15]	Ginger	Zenzero	  
food_info_types_spices[16]	dozeSpicesVarietyText[16]	Horseradish	Rafano	  
food_info_types_spices[17]	dozeSpicesVarietyText[17]	Lemongrass	Citronella	  
food_info_types_spices[18]	dozeSpicesVarietyText[18]	Marjoram	Maggiorana	  
food_info_types_spices[19]	dozeSpicesVarietyText[19]	Mustard powder	Senape in polvere	  
food_info_types_spices[20]	dozeSpicesVarietyText[20]	Nutmeg	Noce moscata	  
food_info_types_spices[21]	dozeSpicesVarietyText[21]	Oregano	Origano	  
food_info_types_spices[22]	dozeSpicesVarietyText[22]	Smoked paprika	Paprika affumicata	  
food_info_types_spices[23]	dozeSpicesVarietyText[23]	Parsley	Prezzemolo	  
food_info_types_spices[24]	dozeSpicesVarietyText[24]	Pepper	Pepe	  
food_info_types_spices[25]	dozeSpicesVarietyText[25]	Peppermint	Menta piperita	  
food_info_types_spices[26]	dozeSpicesVarietyText[26]	Rosemary	Rosmarino	  
food_info_types_spices[27]	dozeSpicesVarietyText[27]	Saffron	Zafferano	  
food_info_types_spices[28]	dozeSpicesVarietyText[28]	Sage	Saggio	  
food_info_types_spices[29]	dozeSpicesVarietyText[29]	Thyme	Timo	  
food_info_types_spices[30]	dozeSpicesVarietyText[30]	Turmeric	Curcuma	  
food_info_types_spices[31]	dozeSpicesVarietyText[31]	Vanilla	Vaniglia	  
food_info_types_beans[0]	dozeBeansVarietyText[0]	Black beans	Fagioli neri	  
food_info_types_beans[1]	dozeBeansVarietyText[1]	Black-eyed peas	Fagioli dall’occhio nero	  
food_info_types_beans[2]	dozeBeansVarietyText[2]	Butter beans	Fagioli	  
food_info_types_beans[3]	dozeBeansVarietyText[3]	Cannellini beans	Fagioli Cannellini	  
food_info_types_beans[4]	dozeBeansVarietyText[4]	Chickpeas	Ceci	  
food_info_types_beans[5]	dozeBeansVarietyText[5]	Edamame	Fagioli di soia (edamame)	  
food_info_types_beans[6]	dozeBeansVarietyText[6]	English peas	Piselli inglesi	  
food_info_types_beans[7]	dozeBeansVarietyText[7]	Garbanzo beans	Ceci Garbanzo	  
food_info_types_beans[8]	dozeBeansVarietyText[8]	Great northern beans	Fagioli grandi del nord	  
food_info_types_beans[9]	dozeBeansVarietyText[9]	Kidney beans	Fagioli rossi	  
food_info_types_beans[10]	dozeBeansVarietyText[10]	Lentils (beluga, french, and red varieties)	Lenticchie (beluga, francese e varietà rossa)	  
food_info_types_beans[11]	dozeBeansVarietyText[11]	Miso	Miso	  
food_info_types_beans[12]	dozeBeansVarietyText[12]	Navy beans	Fagioli tondini	  
food_info_types_beans[13]	dozeBeansVarietyText[13]	Pinto beans	Fagiolo pinto	  
food_info_types_beans[14]	dozeBeansVarietyText[14]	Small red beans	Piccoli fagioli rossi	  
food_info_types_beans[15]	dozeBeansVarietyText[15]	Split peas (yellow or green)	Piselli Secchi (gialli o verdi)	  
food_info_types_beans[16]	dozeBeansVarietyText[16]	Tempeh	Tempè	  
food_info_types_beverages[0]	dozeBeveragesVarietyText[0]	Black tea	Tè Nero	  
food_info_types_beverages[1]	dozeBeveragesVarietyText[1]	Chai tea	Tè Chai	  
food_info_types_beverages[2]	dozeBeveragesVarietyText[2]	Vanilla chamomile tea	Camomilla Vanilla	  
food_info_types_beverages[3]	dozeBeveragesVarietyText[3]	Coffee	Caffè	  
food_info_types_beverages[4]	dozeBeveragesVarietyText[4]	Earl grey tea	Tè Earl Grey	  
food_info_types_beverages[5]	dozeBeveragesVarietyText[5]	Green tea	Tè Verde	  
