key_droid	key_apple	base_value	lang_value	base_comment
food_info_serving_sizes_greens[metric][0]	dozeGreensServing[metric][0]	60 g raw	60 g crude	  
food_info_serving_sizes_greens[imperial][1]	dozeGreensServing[imperial][1]	½ cup cooked	½ cană gătite	  
food_info_serving_sizes_greens[metric][1]	dozeGreensServing[metric][1]	90 g cooked	90 g gătite	  
food_info_serving_sizes_exercise[imperial][0]	dozeExerciseServing[imperial][0]	90 minutes of moderate-intensity activity	90 de minute de activitate cu un grad moderat de intensitate	  
food_info_serving_sizes_exercise[metric][0]	dozeExerciseServing[metric][0]	90 minutes of moderate-intensity activity	90 de minute de activitate cu un grad moderat de intensitate	  
food_info_serving_sizes_exercise[imperial][1]	dozeExerciseServing[imperial][1]	40 minutes of vigorous-intensity activity	40 de minute de activitate viguroasă	  
food_info_serving_sizes_exercise[metric][1]	dozeExerciseServing[metric][1]	40 minutes of vigorous-intensity activity	40 de minute de activitate viguroasă	  
food_info_types_whole_grains[0]	dozeWholeGrainsVarietyText[0]	Barley	Orz	  
food_info_types_whole_grains[1]	dozeWholeGrainsVarietyText[1]	Buckwheat	Hrișcă	  
food_info_types_whole_grains[2]	dozeWholeGrainsVarietyText[2]	Millet	Mei	  
food_info_types_whole_grains[3]	dozeWholeGrainsVarietyText[3]	Oats	Ovăz	  
food_info_types_whole_grains[4]	dozeWholeGrainsVarietyText[4]	Popcorn	Floricele de porumb (pop-corn)	  
food_info_types_whole_grains[5]	dozeWholeGrainsVarietyText[5]	Quinoa	Quinoa	  
food_info_types_whole_grains[6]	dozeWholeGrainsVarietyText[6]	Rye	Secară	  
food_info_types_whole_grains[7]	dozeWholeGrainsVarietyText[7]	Teff	Taf (mei etiopian)	  
food_info_types_whole_grains[8]	dozeWholeGrainsVarietyText[8]	Whole-wheat pasta	Paste din grâu integral	  
food_info_types_greens[0]	dozeGreensVarietyText[0]	Arugula	Rucolă	  
food_info_types_greens[1]	dozeGreensVarietyText[1]	Beet greens	Frunze de sfeclă	  
food_info_types_greens[2]	dozeGreensVarietyText[2]	Collard greens	Varză furajeră	  
food_info_types_greens[3]	dozeGreensVarietyText[3]	Kale (black, green, and red)	Varză Kale (creață, neagră, verde și roșie)	  
food_info_types_greens[4]	dozeGreensVarietyText[4]	Mesclun mix (assorted young salad greens)	Amestec de salate tinere	  
food_info_types_greens[5]	dozeGreensVarietyText[5]	Mustard greens	Frunze de muștar	  
food_info_types_greens[6]	dozeGreensVarietyText[6]	Sorrel	Măcriș	  
food_info_types_greens[7]	dozeGreensVarietyText[7]	Spinach	Spanac	  
food_info_types_greens[8]	dozeGreensVarietyText[8]	Swiss chard	Mangold (Sfeclă elvețiană)	  
food_info_types_greens[9]	dozeGreensVarietyText[9]	Turnip greens	Frunze de nap	  
food_info_types_spices[0]	dozeSpicesVarietyText[0]	Allspice	Ienibahar	  
food_info_types_spices[1]	dozeSpicesVarietyText[1]	Barberries	Dracila	  
food_info_types_spices[2]	dozeSpicesVarietyText[2]	Basil	Busuioc	  
food_info_types_spices[3]	dozeSpicesVarietyText[3]	Bay leaves	Frunze de dafin	  
food_info_types_spices[4]	dozeSpicesVarietyText[4]	Cardamom	Cardamom	  
food_info_types_spices[5]	dozeSpicesVarietyText[5]	Chili powder	Pulbere de chili	  
food_info_types_spices[6]	dozeSpicesVarietyText[6]	Cilantro	Frunze de coriandru	  
food_info_types_spices[7]	dozeSpicesVarietyText[7]	Cinnamon	Scorţişoară	  
food_info_types_spices[8]	dozeSpicesVarietyText[8]	Cloves	Cuișoare	  
food_info_types_spices[9]	dozeSpicesVarietyText[9]	Coriander	Boabe de coriandru	  
food_info_types_spices[10]	dozeSpicesVarietyText[10]	Cumin	Chimion	  
food_info_types_spices[11]	dozeSpicesVarietyText[11]	Curry powder	Pulbere de curry	  
food_info_types_spices[12]	dozeSpicesVarietyText[12]	Dill	Mărar	  
food_info_types_spices[13]	dozeSpicesVarietyText[13]	Fenugreek	Schinduf	  
food_info_types_spices[14]	dozeSpicesVarietyText[14]	Garlic	Usturoi	  
food_info_types_spices[15]	dozeSpicesVarietyText[15]	Ginger	Ghimbir	  
food_info_types_spices[16]	dozeSpicesVarietyText[16]	Horseradish	Hrean	  
food_info_types_spices[17]	dozeSpicesVarietyText[17]	Lemongrass	Lemongrass	  
food_info_types_spices[18]	dozeSpicesVarietyText[18]	Marjoram	Maghiran	  
food_info_types_spices[19]	dozeSpicesVarietyText[19]	Mustard powder	Pulbere din semințe de muștar	  
food_info_types_spices[20]	dozeSpicesVarietyText[20]	Nutmeg	Nucșoară	  
food_info_types_spices[21]	dozeSpicesVarietyText[21]	Oregano	Oregano	  
food_info_types_spices[22]	dozeSpicesVarietyText[22]	Smoked paprika	Boia afumată	  
food_info_types_spices[23]	dozeSpicesVarietyText[23]	Parsley	Pătrunjel	  
food_info_types_spices[24]	dozeSpicesVarietyText[24]	Pepper	Piper	  
food_info_types_spices[25]	dozeSpicesVarietyText[25]	Peppermint	Mentă	  
food_info_types_spices[26]	dozeSpicesVarietyText[26]	Rosemary	Rozmarin	  
food_info_types_spices[27]	dozeSpicesVarietyText[27]	Saffron	Şofran	  
food_info_types_spices[28]	dozeSpicesVarietyText[28]	Sage	Salvie	  
food_info_types_spices[29]	dozeSpicesVarietyText[29]	Thyme	Cimbru	  
food_info_types_spices[30]	dozeSpicesVarietyText[30]	Turmeric	Turmeric	  
food_info_types_spices[31]	dozeSpicesVarietyText[31]	Vanilla	Vanilie	  
food_info_types_beans[0]	dozeBeansVarietyText[0]	Black beans	Fasole neagră	  
food_info_types_beans[1]	dozeBeansVarietyText[1]	Black-eyed peas	Fasole ochi negru	  
food_info_types_beans[2]	dozeBeansVarietyText[2]	Butter beans	Fasole untoasă	  
food_info_types_beans[3]	dozeBeansVarietyText[3]	Cannellini beans	Fasole cannellini	  
food_info_types_beans[4]	dozeBeansVarietyText[4]	Chickpeas	Năut	  
food_info_types_beans[5]	dozeBeansVarietyText[5]	Edamame	Edamame (păstăi verzi de soia)	  
food_info_types_beans[6]	dozeBeansVarietyText[6]	English peas	Mazăre englezească	  
food_info_types_beans[7]	dozeBeansVarietyText[7]	Garbanzo beans	Năut garbanzo	  
food_info_types_beans[8]	dozeBeansVarietyText[8]	Great northern beans	Fasole nordică cu bobul mare	  
food_info_types_beans[9]	dozeBeansVarietyText[9]	Kidney beans	Fasole roșie cu bob în formă de rinichi	  
food_info_types_beans[10]	dozeBeansVarietyText[10]	Lentils (beluga, french, and red varieties)	Linte (beluga, franceză și roșie)	  
food_info_types_beans[11]	dozeBeansVarietyText[11]	Miso	Miso	  
food_info_types_beans[12]	dozeBeansVarietyText[12]	Navy beans	Fasole albă	  
food_info_types_beans[13]	dozeBeansVarietyText[13]	Pinto beans	Fasole pinto	  
food_info_types_beans[14]	dozeBeansVarietyText[14]	Small red beans	Fasole roșie cu bobul mic	  
food_info_types_beans[15]	dozeBeansVarietyText[15]	Split peas (yellow or green)	Mazăre uscată (galbenă sau verde)	  
food_info_types_beans[16]	dozeBeansVarietyText[16]	Tempeh	Tempeh	  
food_info_types_cruciferous_vegetables[0]	dozeVegetablesCruciferousVarietyText[0]	Arugula	Rucolă	  
food_info_types_cruciferous_vegetables[1]	dozeVegetablesCruciferousVarietyText[1]	Bok choy	Varză chinezească	  
food_info_types_cruciferous_vegetables[2]	dozeVegetablesCruciferousVarietyText[2]	Broccoli (incl. Romanesco)	Broccoli (Romanesco)	  
food_info_types_cruciferous_vegetables[3]	dozeVegetablesCruciferousVarietyText[3]	Brussels sprouts	Varză de Bruxelles	  
food_info_types_cruciferous_vegetables[4]	dozeVegetablesCruciferousVarietyText[4]	Cabbage (green, red and savoy)	Varză (verde, roșie, creață)	  
food_info_types_cruciferous_vegetables[5]	dozeVegetablesCruciferousVarietyText[5]	Cauliflower (white, green, orange and purple)	Conopidă (alb, verde, portocaliu, violet)	  
food_info_types_cruciferous_vegetables[6]	dozeVegetablesCruciferousVarietyText[6]	Collard greens	Varză furajeră	  
food_info_types_cruciferous_vegetables[7]	dozeVegetablesCruciferousVarietyText[7]	Horseradish	Hrean	  
food_info_types_cruciferous_vegetables[8]	dozeVegetablesCruciferousVarietyText[8]	Kale (black, green, and red)	Varză Kale (creață, neagră, verde și roșie)	  
food_info_types_cruciferous_vegetables[9]	dozeVegetablesCruciferousVarietyText[9]	Kohlrabi (green and purple)	Gulii (verde, violet)	  
food_info_types_cruciferous_vegetables[10]	dozeVegetablesCruciferousVarietyText[10]	Mustard greens	Frunze de muștar	  
food_info_types_cruciferous_vegetables[11]	dozeVegetablesCruciferousVarietyText[11]	Radishes	Ridichi	  
food_info_types_cruciferous_vegetables[12]	dozeVegetablesCruciferousVarietyText[12]	Turnip greens	Frunze de nap	  
food_info_types_cruciferous_vegetables[13]	dozeVegetablesCruciferousVarietyText[13]	Watercress	Năsturel (Creson de apă)	  
food_info_types_other_vegetables[0]	dozeVegetablesOtherVarietyText[0]	Artichokes	Anghinare	  
food_info_types_other_vegetables[1]	dozeVegetablesOtherVarietyText[1]	Asparagus	Sparanghel	  
food_info_types_other_vegetables[2]	dozeVegetablesOtherVarietyText[2]	Beets	Sfeclă roșie	  
food_info_types_other_vegetables[3]	dozeVegetablesOtherVarietyText[3]	Bell peppers	Ardei grași	  
food_info_types_other_vegetables[4]	dozeVegetablesOtherVarietyText[4]	Carrots	Morcovi	  
food_info_types_other_vegetables[5]	dozeVegetablesOtherVarietyText[5]	Corn	Porumb	  
food_info_types_other_vegetables[6]	dozeVegetablesOtherVarietyText[6]	Garlic	Usturoi	  
food_info_types_other_vegetables[7]	dozeVegetablesOtherVarietyText[7]	Mushrooms (button, oyster, portobello, and shiitake)	Ciuperci (champignon, pleurotus, portobello și shiitake)	  
food_info_types_other_vegetables[8]	dozeVegetablesOtherVarietyText[8]	Okra	Bame	  
food_info_types_other_vegetables[9]	dozeVegetablesOtherVarietyText[9]	Onions	Ceapă	  
food_info_types_other_vegetables[10]	dozeVegetablesOtherVarietyText[10]	Purple potatoes	Cartofi mov	  
food_info_types_other_vegetables[11]	dozeVegetablesOtherVarietyText[11]	Pumpkin	Dovleci	  
food_info_types_other_vegetables[12]	dozeVegetablesOtherVarietyText[12]	Sea vegetables (arame, dulse, and nori)	Alge (arame, dulse și nori)	  
food_info_types_other_vegetables[13]	dozeVegetablesOtherVarietyText[13]	Snap peas	Păstăi de mazăre	  
food_info_types_other_vegetables[14]	dozeVegetablesOtherVarietyText[14]	Squash (delicata, summer, and spaghetti squash varieties)	Bostani (delicata, de vară, spaghetti)	  
food_info_types_other_vegetables[15]	dozeVegetablesOtherVarietyText[15]	Sweet potatoes/yams	Cartofi dulci	  
food_info_types_other_vegetables[16]	dozeVegetablesOtherVarietyText[16]	Tomatoes	Roșii	  
food_info_types_other_vegetables[17]	dozeVegetablesOtherVarietyText[17]	Zucchini	Dovlecei	  
food_info_types_flaxseeds[0]	dozeFlaxseedsVarietyText[0]	Brown flaxseeds	Semințe de in brune	  
food_info_types_flaxseeds[1]	dozeFlaxseedsVarietyText[1]	Golden flaxseeds	Semințe de in aurii	  
food_info_types_berries[0]	dozeBerriesVarietyText[0]	Acai berries	Acai	  
food_info_types_berries[1]	dozeBerriesVarietyText[1]	Barberries	Agrișe	  
food_info_types_berries[2]	dozeBerriesVarietyText[2]	Blackberries	Mure	  
food_info_types_berries[3]	dozeBerriesVarietyText[3]	Blueberries	Afine	  
food_info_types_berries[4]	dozeBerriesVarietyText[4]	Cherries (sweet or tart)	Cireșe dulci sau vișine	  
food_info_types_berries[5]	dozeBerriesVarietyText[5]	Concord grapes	Struguri violet	  
food_info_types_berries[6]	dozeBerriesVarietyText[6]	Cranberries	Merișoare	  
food_info_types_berries[7]	dozeBerriesVarietyText[7]	Goji berries	Goji (Cătină de garduri)	  
food_info_types_berries[8]	dozeBerriesVarietyText[8]	Kumquats	Kumquat	  
food_info_types_berries[9]	dozeBerriesVarietyText[9]	Mulberries	Dude	  
food_info_types_berries[10]	dozeBerriesVarietyText[10]	Raspberries (black or red)	Zmeură (neagră sau roșie)	  
food_info_types_berries[11]	dozeBerriesVarietyText[11]	Strawberries	Căpșuni	  
food_info_types_exercise[0]	dozeExerciseVarietyText[0]	Bicycling	Mers pe bicicletă	  
food_info_types_exercise[1]	dozeExerciseVarietyText[1]	Canoeing	Canotaj	  
food_info_types_exercise[2]	dozeExerciseVarietyText[2]	Dancing	Dans	  
food_info_types_exercise[3]	dozeExerciseVarietyText[3]	Dodgeball	Dodgeball	  
food_info_types_exercise[4]	dozeExerciseVarietyText[4]	Downhill skiing	Schiat în pantă	  
food_info_types_exercise[5]	dozeExerciseVarietyText[5]	Fencing	Scrimă	  
food_info_types_exercise[6]	dozeExerciseVarietyText[6]	Hiking	Drumeție	  
food_info_types_exercise[7]	dozeExerciseVarietyText[7]	Housework	Muncă în gospodărie	  
food_info_types_exercise[8]	dozeExerciseVarietyText[8]	Ice-skating	Patinaj pe gheață	  
food_info_types_exercise[9]	dozeExerciseVarietyText[9]	Inline skating	Patinaj cu role de viteză (role în linie)	  
food_info_types_exercise[10]	dozeExerciseVarietyText[10]	Juggling	Jonglat	  
food_info_types_exercise[11]	dozeExerciseVarietyText[11]	Jumping on a trampoline	Sărituri pe o trambulină elastică	  
food_info_types_exercise[12]	dozeExerciseVarietyText[12]	Paddle boating	Vâslit	  
food_info_types_exercise[13]	dozeExerciseVarietyText[13]	Playing frisbee	Frisbee	  
food_info_types_exercise[14]	dozeExerciseVarietyText[14]	Roller-skating	Patinaj cu role (patine cu 4 role)	  
food_info_types_exercise[15]	dozeExerciseVarietyText[15]	Shooting baskets	Aruncări la un coș de baschet	  
food_info_types_exercise[16]	dozeExerciseVarietyText[16]	Shoveling light snow	Curățarea zăpezii cu lopata	  
food_info_types_exercise[17]	dozeExerciseVarietyText[17]	Skateboarding	Skateboarding	  
food_info_types_exercise[18]	dozeExerciseVarietyText[18]	Snorkeling	Snorkeling	  
food_info_types_exercise[19]	dozeExerciseVarietyText[19]	Surfing	Surfing	  
food_info_types_exercise[20]	dozeExerciseVarietyText[20]	Swimming recreationally	Înot recreațional	  
food_info_types_exercise[21]	dozeExerciseVarietyText[21]	Tennis (doubles)	Tenis (la dublu)	  
food_info_types_exercise[22]	dozeExerciseVarietyText[22]	Treading water	Căratul apei	  
food_info_types_exercise[23]	dozeExerciseVarietyText[23]	Walking briskly (4 mph)	Mers rapid (6,5 km pe oră)	  
food_info_types_exercise[24]	dozeExerciseVarietyText[24]	Water aerobics	Aerobică în apă	  
food_info_types_exercise[25]	dozeExerciseVarietyText[25]	Waterskiing	Schi nautic	  
food_info_types_exercise[26]	dozeExerciseVarietyText[26]	Yard work	Grădinărit	  
food_info_types_exercise[27]	dozeExerciseVarietyText[27]	Yoga	Yoga	  
food_info_types_exercise[28]	dozeExerciseVarietyText[28]	Backpacking	Cărat în cârcâ	  
food_info_types_exercise[29]	dozeExerciseVarietyText[29]	Basketball	Baschet	  
food_info_types_exercise[30]	dozeExerciseVarietyText[30]	Bicycling uphill	Mers pe bicicletă la deal	  
food_info_types_exercise[31]	dozeExerciseVarietyText[31]	Circuit weight training	Antrenament cu greutăți	  
food_info_types_exercise[32]	dozeExerciseVarietyText[32]	Cross-country skiing	Schi fond	  
food_info_types_exercise[33]	dozeExerciseVarietyText[33]	Football	Fotbal american	  
food_info_types_exercise[34]	dozeExerciseVarietyText[34]	Hockey	Hochei	  
food_info_types_exercise[35]	dozeExerciseVarietyText[35]	Jogging	Jogging	  
food_info_types_exercise[36]	dozeExerciseVarietyText[36]	Jumping jacks	Sărituri	  
food_info_types_exercise[37]	dozeExerciseVarietyText[37]	Jumping rope	Sărituri cu coarda	  
food_info_types_exercise[38]	dozeExerciseVarietyText[38]	Lacrosse	Lacrosse	  
food_info_types_exercise[39]	dozeExerciseVarietyText[39]	Push-ups	Flotări	  
food_info_types_exercise[40]	dozeExerciseVarietyText[40]	Pull-ups	Tracțiuni	  
food_info_types_exercise[41]	dozeExerciseVarietyText[41]	Racquetball	Racquetball	  
food_info_types_exercise[42]	dozeExerciseVarietyText[42]	Rock climbing	Alpinism	  
food_info_types_exercise[43]	dozeExerciseVarietyText[43]	Rugby	Rugbi	  
food_info_types_exercise[44]	dozeExerciseVarietyText[44]	Running	Alergat	  
food_info_types_exercise[45]	dozeExerciseVarietyText[45]	Scuba diving	Scufundări	  
food_info_types_exercise[46]	dozeExerciseVarietyText[46]	Tennis (singles)	Tenis (simplu, fară partener)	  
food_info_types_exercise[47]	dozeExerciseVarietyText[47]	Soccer	Fotbal european	  
food_info_types_exercise[48]	dozeExerciseVarietyText[48]	Speed skating	Patinaj viteză	  
food_info_types_exercise[49]	dozeExerciseVarietyText[49]	Squash	Squash	  
food_info_types_exercise[50]	dozeExerciseVarietyText[50]	Step aerobics	Exerciții aerobice	  
food_info_types_exercise[51]	dozeExerciseVarietyText[51]	Swimming laps	Înot profesionist (Ture de bazin)	  
food_info_types_exercise[52]	dozeExerciseVarietyText[52]	Walking briskly uphill	Mers rapid la deal	  
food_info_types_exercise[53]	dozeExerciseVarietyText[53]	Water jogging	Jogging acvatic	  
food_info_types_other_fruits[0]	dozeFruitsOtherVarietyText[0]	Apples	Mere	  
food_info_types_other_fruits[1]	dozeFruitsOtherVarietyText[1]	Dried apricots	Caise uscate	  
food_info_types_other_fruits[2]	dozeFruitsOtherVarietyText[2]	Avocados	Avocado	  
food_info_types_other_fruits[3]	dozeFruitsOtherVarietyText[3]	Bananas	Banane	  
food_info_types_other_fruits[4]	dozeFruitsOtherVarietyText[4]	Cantaloupe	Pepeni galbeni Cantalup	  
food_info_types_other_fruits[5]	dozeFruitsOtherVarietyText[5]	Clementines	Clementine	  
food_info_types_other_fruits[6]	dozeFruitsOtherVarietyText[6]	Dates	Curmale	  
food_info_types_other_fruits[7]	dozeFruitsOtherVarietyText[7]	Dried figs	Smochine uscate	  
food_info_types_other_fruits[8]	dozeFruitsOtherVarietyText[8]	Grapefruit	Grepfrut	  
food_info_types_other_fruits[9]	dozeFruitsOtherVarietyText[9]	Honeydew	Pepeni galbeni Honeydew	  
food_info_types_other_fruits[10]	dozeFruitsOtherVarietyText[10]	Kiwifruit	Kiwi	  
food_info_types_other_fruits[11]	dozeFruitsOtherVarietyText[11]	Lemons	Lămâi galbene	  
food_info_types_other_fruits[12]	dozeFruitsOtherVarietyText[12]	Limes	Lămâi verzi	  
food_info_types_other_fruits[13]	dozeFruitsOtherVarietyText[13]	Lychees	Litchi	  
food_info_types_other_fruits[14]	dozeFruitsOtherVarietyText[14]	Mangos	Mango	  
food_info_types_other_fruits[15]	dozeFruitsOtherVarietyText[15]	Nectarines	Nectarine	  
food_info_types_other_fruits[16]	dozeFruitsOtherVarietyText[16]	Oranges	Portocale	  
food_info_types_other_fruits[17]	dozeFruitsOtherVarietyText[17]	Papaya	Papaya	  
food_info_types_other_fruits[18]	dozeFruitsOtherVarietyText[18]	Passion fruit	Fructul pasiunii	  
food_info_types_other_fruits[19]	dozeFruitsOtherVarietyText[19]	Peaches	Piersici	  
food_info_types_other_fruits[20]	dozeFruitsOtherVarietyText[20]	Pears	Pere	  
food_info_types_other_fruits[21]	dozeFruitsOtherVarietyText[21]	Pineapple	Ananas	  
