key_droid	key_apple	base_value	lang_value	base_note	lang_note
faq_supplements_response	faq_supplements_response	We have updated the Daily Dozen app to reflect only required supplements. For example, Vitamin D is only needed for people who get inadequate sun exposure. Our goal is to share the science with you so you can make your own informed decisions. You can see all of my recommendations on the [Optimum Nutrient](https://nutritionfacts.org/optimum-nutrient-recommendations) page.	ما اپ «دوازده‌تای روزانه» را به‌روزرسانی کرده‌ایم تا فقط مکمل‌های غذایی مورد نیاز را منعکس کند. برای مثال، ویتامین دی فقط برای افرادی نیاز است که به‌قدر کافی در معرض آفتاب قرار نمی‌گیرند. هدف ما این است که اطلاعات علمی را در اختیارتان بگذاریم تا خودتان بتوانید در زمینه‌های مربوطه تصمیمات آگاهانه بگیرید. می‌توانید تمامی توصیه‌های من را درباره مقادیر مطلوب مواد مغذی در [اینجا] (https://nutritionfacts.org/optimum-nutrient-recommendations) مشاهده کنید.		
faq_title	faq_title	Frequently Asked Questions	سؤالات متداول	Info Menu	
	history_data_alert_cancel	Cancel	لغو	History Data Alert: Cancel button	
	history_data_alert_clear	Clear	پاک‌سازی	History Data Alert: Clear button	
	history_data_alert_import	Import	واردسازی	History Data Alert: Import buttom	
	history_data_alert_ok	OK	بسیارخب	History Data Alert: OK button	
	history_data_export_btn	Export History Data	خروجی‌گیری از داده‌های سابقه	History Data: export action button	
	history_data_export_text	Export has been written to:	خروجی‌ در این نشانی گرفته شده است:	History Data: export description text	
	history_data_import_btn	Import History Data	واردسازی داده‌های سابقه	History Data: import action button	
	history_data_import_caution_text	Caution: This import will overwrite all history data currently in this Daily Dozen application. Would you like to proceed with the import?	هشدار: این واردسازی بر روی تمام داده‌های مربوط به سابقۀ فعلی‌تان در این اپ «دوازده‌تای روزانه» جایگزین خواهد شد. آیا مایل هستید که عملیات واردسازی را ادامه دهید؟	History Data: import caution text	
	history_data_import_error_text	Error: The import was not performed because of a data error. The existing data has remained unchanged.	خطا: عملیات واردسازی به‌دلیل خطای داده انجام نشد. داده‌های موجود به‌صورت دست‌نخورده باقی‌ مانده‌اند.	History Data: import data error text	
	history_data_import_notfound_text	Did not find a valid import file in the Daily Dozen Documents folder.	در پوشۀ اسناد «دوازده‌تای روزانه» فایل ورودی معتبری یافت نشد.	History Data: import not found text	
	history_data_title	History	سابقه	History Data: preferences header & title	
about_translators	info_app_about_translators	Special thanks to our volunteer translators: Petar Enchev (bg), Tsveti Enchev (bg), Ricard Soler Roger (ca), Luděk Bouška (cs,sk), Lenka Lukacová (cs), Anke Schliessmann (de), Ángela Graña (es), Saeed Salamian (fa), Audray Harkins (fr), Doron Barak (he), Ruth Levy (he), Annalisa Guerrini-Körner (it), Ilaria Zanini (it), Hanna Gurzeda (pl), Joanna Klopotek (pl), Tania Bassi (pt-BR), João Madureira (pt-PT), Cristina Lauby (ro), Evgeniya Lyakh (ru), Katarína Mocáková (sk), Sabina Aliieva (uk).	تشکر ویژه داریم از مترجمان داوطلبمان: Petar Enchev (bg), Tsveti Enchev (bg), Ricard Soler Roger (ca), Luděk Bouška (cs,sk), Lenka Lukacová (cs), Anke Schliessmann (de), Ángela Graña (es), Saeed Salamian (fa), Audray Harkins (fr), Doron Barak (he), Ruth Levy (he), Annalisa Guerrini-Körner (it), Ilaria Zanini (it), Hanna Gurzeda (pl), Joanna Klopotek (pl), Tania Bassi (pt-BR), João Madureira (pt-PT), Cristina Lauby (ro), Evgeniya Lyakh (ru), Katarína Mocáková (sk), Sabina Aliieva (uk).	Info About View: Contributing Translators List (language code)  See https://en.wikipedia.org/wiki/List_of_ISO_639-1_codes	
	setting_analytics_body	Enable anonymous usage information to be collected to help improve this application.	برای کمک به بهبود این اپ، اجازه دهید که اطلاعات مربوط به نحوۀ استفاده‌تان به‌صورت ناشناس جمع‌آوری شوند. 	Google Firebase Analytics	
	setting_analytics_enable	Enable Analytics	Analytics را فعال نمایید	Google Firebase Analytics	
	setting_analytics_opt_in	Opt In	مشارکت	Google Firebase Analytics	
	setting_analytics_opt_out	Opt Out	عدم مشارکت	Google Firebase Analytics	
	setting_analytics_title	Analytics	Analytics	Google Firebase Analytics	
