key_droid	key_apple	base_value	lang_value	base_note
food_info_serving_sizes_flaxseeds_imperial.0				
food_info_serving_sizes_flaxseeds_metric.0				
food_info_serving_sizes_greens_imperial.0			1 tasse	
food_info_serving_sizes_greens_imperial.1			½ tasse	
food_info_serving_sizes_greens_metric.0			60 g	
food_info_serving_sizes_greens_metric.1			90 g	
food_info_serving_sizes_nuts_imperial.0			¼ tasse	
food_info_serving_sizes_nuts_imperial.1				
food_info_serving_sizes_nuts_metric.0			30 g	
food_info_serving_sizes_nuts_metric.1				
food_info_serving_sizes_other_fruits_imperial.0				
food_info_serving_sizes_other_fruits_imperial.1			1 tasse	
food_info_serving_sizes_other_fruits_imperial.2			¼ tasse	
food_info_serving_sizes_other_fruits_metric.0				
food_info_serving_sizes_other_fruits_metric.1			120 g	
food_info_serving_sizes_other_fruits_metric.2			40 g	
food_info_serving_sizes_other_vegetables_imperial.0			1 tasse	
food_info_serving_sizes_other_vegetables_imperial.1			½ tasse	
food_info_serving_sizes_other_vegetables_imperial.2			½ tasse	
food_info_serving_sizes_other_vegetables_imperial.3			¼ tasse	
food_info_serving_sizes_other_vegetables_metric.0			60 g	
food_info_serving_sizes_other_vegetables_metric.1			50 g	
food_info_serving_sizes_other_vegetables_metric.2			125 ml	
food_info_serving_sizes_other_vegetables_metric.3			7 g	
food_info_serving_sizes_spices_imperial.0				
food_info_serving_sizes_spices_imperial.1				
food_info_serving_sizes_spices_metric.0				
food_info_serving_sizes_spices_metric.1				
food_info_serving_sizes_whole_grains_imperial.0			½ tasse	
food_info_serving_sizes_whole_grains_imperial.1			1 tasse	
food_info_serving_sizes_whole_grains_imperial.2				
food_info_serving_sizes_whole_grains_imperial.3				
food_info_serving_sizes_whole_grains_imperial.4			3 tasses	
food_info_serving_sizes_whole_grains_metric.0			100 g	
food_info_serving_sizes_whole_grains_metric.1			50 g	
food_info_serving_sizes_whole_grains_metric.2				
food_info_serving_sizes_whole_grains_metric.3				
food_info_serving_sizes_whole_grains_metric.4			30 g	
food_info_types_beans.0			Haricots noirs	
food_info_types_beans.1			Haricots à oeil noir	
food_info_types_beans.10			Miso	
food_info_types_beans.11			Haricots blancs	
food_info_types_beans.12			Haricots pinto	
food_info_types_beans.13			Petits haricots rouges	
food_info_types_beans.14			Pois cassés (jaune ou vert)	
food_info_types_beans.15			Tempeh	
food_info_types_beans.2			Haricots de Lima	
food_info_types_beans.3			Cannellini haricots	
food_info_types_beans.4			Pois chiches	
food_info_types_beans.5			Edamame	
food_info_types_beans.6			Pois à écosser	
food_info_types_beans.7			Haricots blancs	
food_info_types_beans.8			Haricots rouges	
food_info_types_beans.9			Lentilles (variétés beluga, françaises et rouges)	
food_info_types_berries.0			Baies d\'açai	
food_info_types_berries.1			Épine-vinette	
food_info_types_berries.10			Framboises (noires ou rouges)	
food_info_types_berries.11			Fraises	
food_info_types_berries.2			Mûres	
food_info_types_berries.3			Bleuets	
food_info_types_berries.4			Cerises (sucrées ou sures)	
food_info_types_berries.5			Raisins Concord	
food_info_types_berries.6			Canneberges	
food_info_types_berries.7			Baies de Goji	
food_info_types_berries.8			Kumquats	
food_info_types_berries.9			Mûriers	
food_info_types_beverages.0			Thé noir	
food_info_types_beverages.1			Thé chai	
food_info_types_beverages.10			Thé Matcha	
food_info_types_beverages.11			Thé oolong aux fleurs d\'amandes	
food_info_types_beverages.12			Thé à la menthe poivrée	
food_info_types_beverages.13			Thé Rooibos	
food_info_types_beverages.14			Eau	
food_info_types_beverages.15			Thé blanc	
food_info_types_beverages.2			Thé de camomille à la vanille	
food_info_types_beverages.3			Café	
food_info_types_beverages.4			Thé Earl Grey	
food_info_types_beverages.5			Thé vert	
food_info_types_beverages.6			Thé à l\'hibiscus	
food_info_types_beverages.7			Chocolat chaud	
food_info_types_beverages.8			Thé au jasmin	
food_info_types_beverages.9			Thé au citron	
food_info_types_cruciferous_vegetables.0			Roquette	
food_info_types_cruciferous_vegetables.1			Bok choy	
food_info_types_cruciferous_vegetables.10			Feuilles de moutarde	
food_info_types_cruciferous_vegetables.11			Radis	
food_info_types_cruciferous_vegetables.12			Feuilles de navet	
food_info_types_cruciferous_vegetables.13			Cresson	
food_info_types_cruciferous_vegetables.2			Brocoli (Romanesco)	
food_info_types_cruciferous_vegetables.3			Choux de Bruxelles	
food_info_types_cruciferous_vegetables.4			Chou (vert, rouge, de savoie)	
food_info_types_cruciferous_vegetables.5			Choufleur (blanc, vert, orange, violet)	
food_info_types_cruciferous_vegetables.6			Chou collard	
food_info_types_cruciferous_vegetables.7			Raifort	
food_info_types_cruciferous_vegetables.8			Kale (noir, vert et rouge)	
food_info_types_cruciferous_vegetables.9			Chourave (vert, violet)	
food_info_types_exercise.0			Faire du vélo	
food_info_types_exercise.1			Faire du canoë	
food_info_types_exercise.10			Jonglerie	
food_info_types_exercise.11			Sauter sur une trampoline	
food_info_types_exercise.12			Pédalo	
food_info_types_exercise.13			Jouer au frisbee	
food_info_types_exercise.14			Patin à roues alignées	
food_info_types_exercise.15			Tir au panier	
food_info_types_exercise.16			Déneiger	
food_info_types_exercise.17			Planche à roulettes	
food_info_types_exercise.18			Plongée en apnée	
food_info_types_exercise.19			Surf	
food_info_types_exercise.2			Danser	
food_info_types_exercise.20			Natation récréative	
food_info_types_exercise.21			Tennis (double)	
food_info_types_exercise.22			Surplace dans l\'eau	
food_info_types_exercise.23			Marche rapide (6 km/h)	
food_info_types_exercise.24			Aquagym	
food_info_types_exercise.25			Ski nautique	
food_info_types_exercise.26			Travaux de jardinage	
food_info_types_exercise.27			Yoga	
food_info_types_exercise.28			Randonnée pédestre	
food_info_types_exercise.29			Basketball	
food_info_types_exercise.3			Dodgeball	
food_info_types_exercise.30			Vélo en montée	
food_info_types_exercise.31			Entraînement musculaire	
food_info_types_exercise.32			Ski de fond	
food_info_types_exercise.33			Football	
food_info_types_exercise.34			Hockey	
food_info_types_exercise.35			Jogging	
food_info_types_exercise.36			Jumping jacks	
food_info_types_exercise.37			Corde à sauter	
food_info_types_exercise.38			Lacrosse	
food_info_types_exercise.39			Push-ups	
food_info_types_exercise.4			Ski alpin	
food_info_types_exercise.40			Pull-ups	
food_info_types_exercise.41			Racquetball	
food_info_types_exercise.42			Escalade	
food_info_types_exercise.43			Rugby	
food_info_types_exercise.44			Course à pied	
food_info_types_exercise.45			Plongée sous-marine	
food_info_types_exercise.46			Tennis (individuel)	
food_info_types_exercise.47			Soccer	
food_info_types_exercise.48			Patinage de vitesse	
food_info_types_exercise.49			Squash	
food_info_types_exercise.5			Escrime	
food_info_types_exercise.50			Step aérobique	
food_info_types_exercise.51			Pistes de natation	
food_info_types_exercise.52			Marcher rapidement en montée	
food_info_types_exercise.53			Jogging en eau profonde	
food_info_types_exercise.6			Marche en montagne	
food_info_types_exercise.7			Travaux ménagers	
food_info_types_exercise.8			Patinage sur glace	
food_info_types_exercise.9			Patin à roues alignées	
food_info_types_flaxseeds.0			Graines de lin brun	
food_info_types_flaxseeds.1			Graines de lin dorées	
food_info_types_greens.0			Roquette	
food_info_types_greens.1			Feuilles de betteraves	
food_info_types_greens.2			Chou collard	
food_info_types_greens.3			Kale (noir, vert et rouge)	
food_info_types_greens.4			Mesclun (variété de jeunes salades vertes)	
food_info_types_greens.5			Feuilles de moutarde	
food_info_types_greens.6			Oseille	
food_info_types_greens.7			Épinards	
food_info_types_greens.8			Bette à carde	
food_info_types_greens.9			Feuilles de navet	
food_info_types_nuts.0			Amandes	
food_info_types_nuts.1			Noix du Brésil	
food_info_types_nuts.10			Graines de sésame	
food_info_types_nuts.11			Graines de tournesol	
food_info_types_nuts.12			Noix de Grenoble	
food_info_types_nuts.2			Noix de cajou	
food_info_types_nuts.3			Graines de chia	
food_info_types_nuts.4			Noisettes	
food_info_types_nuts.5			Graines de chanvre	
food_info_types_nuts.6			Noix de macadamia	
food_info_types_nuts.7			Pacanes	
food_info_types_nuts.8			Pistaches	
food_info_types_nuts.9			Graines de citrouille	
food_info_types_other_fruits.0			Pommes	
food_info_types_other_fruits.1			Abricots secs	
food_info_types_other_fruits.10			Kiwis	
food_info_types_other_fruits.11			Citrons	
food_info_types_other_fruits.12			Citrons verts	
food_info_types_other_fruits.13			Lychees	
food_info_types_other_fruits.14			Mangues	
food_info_types_other_fruits.15			Nectarines	
food_info_types_other_fruits.16			Oranges	
food_info_types_other_fruits.17			Papayes	
food_info_types_other_fruits.18			Fruits de la passion	
food_info_types_other_fruits.19			Pêches	
food_info_types_other_fruits.2			Avocats	
food_info_types_other_fruits.20			Poires	
food_info_types_other_fruits.21			Ananas	
food_info_types_other_fruits.22			Prunes (en particulier les prunes noires)	
food_info_types_other_fruits.23			Pluots	
food_info_types_other_fruits.24			Grenades	
food_info_types_other_fruits.25			Prunes	
food_info_types_other_fruits.26			Mandarines	
food_info_types_other_fruits.27			Melon d\'eau	
food_info_types_other_fruits.3			Bananes	
food_info_types_other_fruits.4			Cantaloups	
food_info_types_other_fruits.5			Clémentines	
food_info_types_other_fruits.6			Dattes	
food_info_types_other_fruits.7			Figues sèches	
food_info_types_other_fruits.8			Pamplemousses	
food_info_types_other_fruits.9			Melons miel	
food_info_types_other_vegetables.0			Artichauts	
food_info_types_other_vegetables.1			Asperges	
food_info_types_other_vegetables.10			Pommes de terre pourpres	
food_info_types_other_vegetables.11			Citrouille	
food_info_types_other_vegetables.12			Algues (arame, dulse et nori)	
food_info_types_other_vegetables.13			Petits pois	
food_info_types_other_vegetables.14			Courges (délicatesse, été, spaghetti et variétés de courges)	
food_info_types_other_vegetables.15			Patates douces / ignames	
food_info_types_other_vegetables.16			Tomates	
food_info_types_other_vegetables.17			Zucchini	
food_info_types_other_vegetables.2			Betteraves	
food_info_types_other_vegetables.3			Poivrons	
food_info_types_other_vegetables.4			Carottes	
food_info_types_other_vegetables.5			Maïs	
food_info_types_other_vegetables.6			Ail	
food_info_types_other_vegetables.7			Champignons (de Paris, huître, portobello et shiitake)	
food_info_types_other_vegetables.8			Gombo	
food_info_types_other_vegetables.9			Oignons	
food_info_types_spices.0			Allspice	
food_info_types_spices.1			Épine-vinette	
food_info_types_spices.10			Cumin	
food_info_types_spices.11			Poudre de cari	
food_info_types_spices.12			Aneth	
food_info_types_spices.13			Fenugrec	
food_info_types_spices.14			Ail	
food_info_types_spices.15			Gingembre	
food_info_types_spices.16			Raifort	
food_info_types_spices.17			Citronnelle	
food_info_types_spices.18			Marjolaine	
food_info_types_spices.19			Moutarde en poudre	
food_info_types_spices.2			Basilic	
food_info_types_spices.20			Noix de muscade	
food_info_types_spices.21			Origan	
food_info_types_spices.22			Paprika fumé	
food_info_types_spices.23			Persil	
food_info_types_spices.24			Poivre	
food_info_types_spices.25			Menthe poivrée	
food_info_types_spices.26			Romarin	
food_info_types_spices.27			Safran	
food_info_types_spices.28			sauge	
food_info_types_spices.29			Thym	
food_info_types_spices.3			Feuilles de laurier	
food_info_types_spices.30			Safran des Indes	
food_info_types_spices.31			Vanille	
food_info_types_spices.4			Cardamome	
food_info_types_spices.5			Poudre de chili	
food_info_types_spices.6			Coriandre	
food_info_types_spices.7			Cannelle	
food_info_types_spices.8			Clous de girofle	
food_info_types_spices.9			Coriandre	
food_info_types_whole_grains.0			Orge	
food_info_types_whole_grains.1			Sarrasin	
food_info_types_whole_grains.2			Millet	
food_info_types_whole_grains.3			Avoine	
food_info_types_whole_grains.4			Maïs soufflé	
food_info_types_whole_grains.5			Quinoa	
food_info_types_whole_grains.6			Seigle	
food_info_types_whole_grains.7			Teff	
food_info_types_whole_grains.8			Pâtes de blé entier	
for_health_alone			Pour la santé seule	
for_health_and_weight_loss			Pour la santé et la perte de poids	
format_num_days			%d jours	
format_version			version %s	
greens			Légumes verts	
history			Historique	
history_to_generate			L\'historique à générer	
history_to_generate_choices.0			1 mois	
history_to_generate_choices.1			3 mois	
history_to_generate_choices.2			6 mois	
history_to_generate_choices.3			1 an	
history_to_generate_choices.4			2 ans	
history_to_generate_choices.5			5 ans	
imperial			Impérial	
latest_videos			Dernières vidéos	
meal_negcal			Précharge des aliments à «calories négatives»	
meal_negcal_short			Précharge des aliments à «calories négatives»	
meal_negcal_text			Comme premier plat, commencez chaque repas par une pomme ou une soupe ou une salade Green Light contenant moins de cent calories par tasse.	
meal_twentyminutes			Suivez la règle des vingt minutes	
meal_twentyminutes_short			Suivez la règle des vingt minutes	
meal_twentyminutes_text			Que ce soit en augmentant la viscosité ou le nombre de mastications, ou en diminuant la taille des bouchées et le taux de consommation, des dizaines d\'études ont démontré que peu importe la façon dont nous augmentons la quantité de nourriture dans la bouche, cela peut entraîner une diminution de l\'apport calorique. Prolongez donc la durée du repas à au moins vingt minutes pour permettre à vos signaux de satiété naturels de prendre pleinement effet. Comment? En choisissant des aliments qui prennent plus de temps à manger et en les mangeant d\'une manière qui prolonge le temps qu\'ils restent dans votre bouche. Pensez à des aliments plus volumineux, plus robustes et plus moelleux dans des bouchées plus petites et bien mâchées.	
meal_undistracted			Profitez de repas sans distraction	
meal_undistracted_short			Profitez de repas sans distraction	
meal_undistracted_text			Ne mangez pas en regardant la télévision ou en jouant sur votre téléphone. Donnez-vous un chèque pour chaque repas que vous pouvez manger sans distraction.	
meal_vinegar			Incorporer du vinaigre (2 cuillères à café à chaque repas)	
meal_vinegar_short			Incorporer du vinaigre (2 cuillères à café à chaque repas)	
meal_vinegar_text			Ne buvez jamais de vinaigre directement. Au lieu de cela, aromatisez les repas ou habillez une salade d\'accompagnement avec l\'un des vinaigres sucrés et salés. Si vous voulez le boire, assurez-vous de le mélanger dans un verre d\'eau et, ensuite, assurez-vous de vous rincer la bouche avec de l\'eau pour protéger l\'émail de vos dents.	
meal_water			Précharger avec de l\'eau	
meal_water_short			Précharger avec de l\'eau	
meal_water_text			Prévoyez deux tasses d\'eau non aromatisée fraîche ou froide stimulant votre métabolisme avant chaque repas pour profiter également de ses avantages de précharge.	
metric			Métrique	
morning			Matin	
moving_average			Moyenne mobile	
nightly_fast			Rapide après 19h00	
nightly_fast_short			Jeûne après 19 h	
nightly_fast_text			En raison de nos rythmes circadiens, les aliments consommés la nuit sont plus gras que les mêmes aliments consommés plus tôt dans la journée, donc jeûne tous les soirs pendant au moins douze heures à partir de 19h00. Moins il y a de calories après le coucher du soleil, mieux c\'est.	
nightly_sleep			Dormez suffisamment	
nightly_sleep_short			Dormez suffisamment	
nightly_sleep_text			Cochez cette case si vous dormez au moins sept heures à l\'heure du coucher habituelle.	
nightly_trendelenburg			Expérience avec Trendelenburg doux	
nightly_trendelenburg_short			Expérience avec Trendelenburg doux	
nightly_trendelenburg_text			Essayez de passer au moins quatre heures par nuit allongé avec votre corps incliné de 6 degrés vers le bas en élevant les montants au pied de votre lit de huit pouces (ou de neuf pouces si vous avez un roi de Californie). Soyez extrêmement prudent lorsque vous sortez du lit, car cela provoque une intolérance orthostatique chez la plupart des gens, même si vous êtes jeune et en bonne santé - ce qui signifie que si vous vous levez trop vite, vous pouvez vous sentir étourdi, faible ou étourdi et tomber et vous blesser. Alors lève-toi lentement. Boire deux tasses d\'eau froide trente minutes avant de se lever peut également aider à prévenir cet effet secondaire potentiellement dangereux. \ N * IMPORTANT: N\'essayez pas du tout à la maison si vous avez des problèmes cardiaques ou pulmonaires, un reflux acide ou des problèmes avec votre cerveau (comme un traumatisme crânien) ou des yeux (même une histoire familiale de glaucome vous disqualifie). N\'essayez pas non plus avant d\'avoir demandé à votre médecin s\'il pense qu\'il est sûr pour vous de dormir à Trendelenburg doux. *	
no			Non	
no_servings_recorded			Vous n\'avez enregistré aucune portion pour le moment!	
no_weights_recorded			Vous n\'avez encore enregistré aucun poids!	
not_now			Pas maintenant	
nuts			Noix	
open_source			Open source	
other_fruits			Autres fruits	
other_vegetables			Autres légumes	
out_of			sur	
permission_needed_to_write_storage			Ne peut pas sauvegarder sans autorisation d\'écrire dans le stockage	
play_sound			Jouer un son	
rate_now			Envoyer un commentaire	
remind_me_at			Rappelez-moi à	
restore_confirm_message			Toutes les données existantes seront supprimées avant la restauration de la sauvegarde. Souhaitez-vous continuer?	
restore_confirm_title			Restaurer la sauvegarde	
restore_failed			échec de la restauration	
restore_success			Restauration réussie	
serving_sizes			Portions	
servings			Portions	
servings_all			Toutes les portions	
servings_some			Quelques portions	
servings_time_scale_choices.0			Jour	
servings_time_scale_choices.1			Mois	
servings_time_scale_choices.2			Année	
spices			Épices	
subscribe			Souscrire	
task_backup_title			Sauvegarde	
task_calculating_streaks_title			Calcul des stries	
task_generating_random_data			Génération de données aléatoires	
task_loading_servings_history_title			Historique des portions de chargement	
task_loading_weights_history_title			Chargement de l\'historique des poids	
task_restore_title			Restauration	
time_scale			Échelle de temps	
tweak_group_daily			Tous les jours	
tweak_group_dailydoses			Prenez vos doses quotidiennes	
tweak_group_meal			À chaque repas	
tweak_group_nightly			Toutes les nuits	
tweaks			Tweaks	
twenty_one_tweaks			21 réglages	
types			Types	
units			Unités	
vibrate			Vibrer	
videos			Vidéos	
vitamin_b12			Vitamine B12	
weigh_twice			Pesez-vous deux fois par jour	
