key_droid	key_apple	base_value	lang_value	base_note
	dozeExercise.Serving.Imperial.0	90 minutes of moderate-intensity activity	90 minutes of moderate-intensity activity	
	dozeExercise.Serving.Imperial.1	40 minutes of vigorous-intensity activity	40 minutes of vigorous-intensity activity	
	dozeExercise.Serving.Metric.0	90 minutes of moderate-intensity activity	90 minutes of moderate-intensity activity	
	dozeExercise.Serving.Metric.1	40 minutes of vigorous-intensity activity	40 minutes of vigorous-intensity activity	
food_info_serving_sizes_exercise_imperial.0	dozeExercise.Serving.imperial.0			
food_info_serving_sizes_exercise_imperial.1	dozeExercise.Serving.imperial.1			
food_info_serving_sizes_exercise_metric.0	dozeExercise.Serving.metric.0			
food_info_serving_sizes_exercise_metric.1	dozeExercise.Serving.metric.1			
food_info_types_exercise.0	dozeExercise.Variety.Text.0	Bicycling	Bicycling	
food_info_types_exercise.1	dozeExercise.Variety.Text.1	Canoeing	Canoeing	
food_info_types_exercise.10	dozeExercise.Variety.Text.10	Juggling	Juggling	
food_info_types_exercise.11	dozeExercise.Variety.Text.11	Jumping on a trampoline	Jumping on a trampoline	
food_info_types_exercise.12	dozeExercise.Variety.Text.12	Paddle boating	Paddle boating	
food_info_types_exercise.13	dozeExercise.Variety.Text.13	Playing frisbee	Playing frisbee	
food_info_types_exercise.14	dozeExercise.Variety.Text.14	Roller-skating	Roller-skating	
food_info_types_exercise.15	dozeExercise.Variety.Text.15	Shooting baskets	Shooting baskets	
food_info_types_exercise.16	dozeExercise.Variety.Text.16	Shoveling light snow	Shoveling light snow	
food_info_types_exercise.17	dozeExercise.Variety.Text.17	Skateboarding	Skateboarding	
food_info_types_exercise.18	dozeExercise.Variety.Text.18	Snorkeling	Snorkeling	
food_info_types_exercise.19	dozeExercise.Variety.Text.19	Surfing	Surfing	
food_info_types_exercise.2	dozeExercise.Variety.Text.2	Dancing	Dancing	
food_info_types_exercise.20	dozeExercise.Variety.Text.20	Swimming recreationally	Swimming recreationally	
food_info_types_exercise.21	dozeExercise.Variety.Text.21	Tennis (doubles)	Tennis (doubles)	
food_info_types_exercise.22	dozeExercise.Variety.Text.22	Treading water	Treading water	
food_info_types_exercise.23	dozeExercise.Variety.Text.23	Walking briskly (4 mph)	Walking briskly (4 mph)	
food_info_types_exercise.24	dozeExercise.Variety.Text.24	Water aerobics	Water aerobics	
food_info_types_exercise.25	dozeExercise.Variety.Text.25	Waterskiing	Waterskiing	
food_info_types_exercise.26	dozeExercise.Variety.Text.26	Yard work	Yard work	
food_info_types_exercise.27	dozeExercise.Variety.Text.27	Yoga	Yoga	
food_info_types_exercise.28	dozeExercise.Variety.Text.28	Backpacking	Backpacking	
food_info_types_exercise.29	dozeExercise.Variety.Text.29	Basketball	Basketball	
food_info_types_exercise.3	dozeExercise.Variety.Text.3	Dodgeball	Dodgeball	
food_info_types_exercise.30	dozeExercise.Variety.Text.30	Bicycling uphill	Bicycling uphill	
food_info_types_exercise.31	dozeExercise.Variety.Text.31	Circuit weight training	Circuit weight training	
food_info_types_exercise.32	dozeExercise.Variety.Text.32	Cross-country skiing	Cross-country skiing	
food_info_types_exercise.33	dozeExercise.Variety.Text.33	Football	Football	
food_info_types_exercise.34	dozeExercise.Variety.Text.34	Hockey	Hockey	
food_info_types_exercise.35	dozeExercise.Variety.Text.35	Jogging	Jogging	
food_info_types_exercise.36	dozeExercise.Variety.Text.36	Jumping jacks	Jumping jacks	
food_info_types_exercise.37	dozeExercise.Variety.Text.37	Jumping rope	Jumping rope	
food_info_types_exercise.38	dozeExercise.Variety.Text.38	Lacrosse	Lacrosse	
food_info_types_exercise.39	dozeExercise.Variety.Text.39	Push-ups	Push-ups	
food_info_types_exercise.4	dozeExercise.Variety.Text.4	Downhill skiing	Downhill skiing	
food_info_types_exercise.40	dozeExercise.Variety.Text.40	Pull-ups	Pull-ups	
food_info_types_exercise.41	dozeExercise.Variety.Text.41	Racquetball	Racquetball	
food_info_types_exercise.42	dozeExercise.Variety.Text.42	Rock climbing	Rock climbing	
food_info_types_exercise.43	dozeExercise.Variety.Text.43	Rugby	Rugby	
food_info_types_exercise.44	dozeExercise.Variety.Text.44	Running	Running	
food_info_types_exercise.45	dozeExercise.Variety.Text.45	Scuba diving	Scuba diving	
food_info_types_exercise.46	dozeExercise.Variety.Text.46	Tennis (singles)	Tennis (singles)	
food_info_types_exercise.47	dozeExercise.Variety.Text.47	Soccer	Soccer	
food_info_types_exercise.48	dozeExercise.Variety.Text.48	Speed skating	Speed skating	
food_info_types_exercise.49	dozeExercise.Variety.Text.49	Squash	Squash	
food_info_types_exercise.5	dozeExercise.Variety.Text.5	Fencing	Fencing	
food_info_types_exercise.50	dozeExercise.Variety.Text.50	Step aerobics	Step aerobics	
food_info_types_exercise.51	dozeExercise.Variety.Text.51	Swimming laps	Swimming laps	
food_info_types_exercise.52	dozeExercise.Variety.Text.52	Walking briskly uphill	Walking briskly uphill	
food_info_types_exercise.53	dozeExercise.Variety.Text.53	Water jogging	Water jogging	
food_info_types_exercise.6	dozeExercise.Variety.Text.6	Hiking	Hiking	
food_info_types_exercise.7	dozeExercise.Variety.Text.7	Housework	Housework	
food_info_types_exercise.8	dozeExercise.Variety.Text.8	Ice-skating	Ice-skating	
food_info_types_exercise.9	dozeExercise.Variety.Text.9	Inline skating	Inline skating	
	dozeExercise.Variety.Topic.0			
	dozeExercise.Variety.Topic.1			
	dozeExercise.Variety.Topic.10			
	dozeExercise.Variety.Topic.11			
	dozeExercise.Variety.Topic.12			
	dozeExercise.Variety.Topic.13			
	dozeExercise.Variety.Topic.14			
	dozeExercise.Variety.Topic.15			
	dozeExercise.Variety.Topic.16			
	dozeExercise.Variety.Topic.17			
	dozeExercise.Variety.Topic.18			
	dozeExercise.Variety.Topic.19			
	dozeExercise.Variety.Topic.2			
	dozeExercise.Variety.Topic.20			
	dozeExercise.Variety.Topic.21			
	dozeExercise.Variety.Topic.22			
	dozeExercise.Variety.Topic.23			
	dozeExercise.Variety.Topic.24			
	dozeExercise.Variety.Topic.25			
	dozeExercise.Variety.Topic.26			
	dozeExercise.Variety.Topic.27			
	dozeExercise.Variety.Topic.28			
	dozeExercise.Variety.Topic.29			
	dozeExercise.Variety.Topic.3			
	dozeExercise.Variety.Topic.30			
	dozeExercise.Variety.Topic.31			
	dozeExercise.Variety.Topic.32			
	dozeExercise.Variety.Topic.33			
	dozeExercise.Variety.Topic.34			
	dozeExercise.Variety.Topic.35			
	dozeExercise.Variety.Topic.36			
	dozeExercise.Variety.Topic.37			
	dozeExercise.Variety.Topic.38			
	dozeExercise.Variety.Topic.39			
	dozeExercise.Variety.Topic.4			
	dozeExercise.Variety.Topic.40			
	dozeExercise.Variety.Topic.41			
	dozeExercise.Variety.Topic.42			
	dozeExercise.Variety.Topic.43			
	dozeExercise.Variety.Topic.44			
	dozeExercise.Variety.Topic.45			
	dozeExercise.Variety.Topic.46			
	dozeExercise.Variety.Topic.47			
	dozeExercise.Variety.Topic.48			
	dozeExercise.Variety.Topic.49			
	dozeExercise.Variety.Topic.5			
	dozeExercise.Variety.Topic.50			
	dozeExercise.Variety.Topic.51			
	dozeExercise.Variety.Topic.52			
	dozeExercise.Variety.Topic.53			
	dozeExercise.Variety.Topic.6			
	dozeExercise.Variety.Topic.7			
	dozeExercise.Variety.Topic.8			
	dozeExercise.Variety.Topic.9			
exercise	dozeExercise.heading	Exercise	Exercise	
	dozeExercise.topic	topics/exercise	topics/exercise	
	dozeFlaxseeds.Serving.Imperial.0	1 tablespoon ground	1 tablespoon ground	
	dozeFlaxseeds.Serving.Metric.0	1 tablespoon ground	1 tablespoon ground	
food_info_serving_sizes_flaxseeds_imperial.0	dozeFlaxseeds.Serving.imperial.0			
food_info_serving_sizes_flaxseeds_metric.0	dozeFlaxseeds.Serving.metric.0			
food_info_types_flaxseeds.0	dozeFlaxseeds.Variety.Text.0	Brown flaxseeds	Brown flaxseeds	
food_info_types_flaxseeds.1	dozeFlaxseeds.Variety.Text.1	Golden flaxseeds	Golden flaxseeds	
	dozeFlaxseeds.Variety.Topic.0			
	dozeFlaxseeds.Variety.Topic.1			
flaxseeds	dozeFlaxseeds.heading	Flaxseeds	Flaxseeds	
	dozeFlaxseeds.topic	topics/flax-seeds	topics/flax-seeds	
	dozeFruitsOther.Serving.Imperial.0	1 medium-sized fruit	1 medium-sized fruit	
	dozeFruitsOther.Serving.Imperial.1	1 cup cut-up fruit	1 cup cut-up fruit	
	dozeFruitsOther.Serving.Imperial.2	¼ cup dried fruit	¼ cup dried fruit	
	dozeFruitsOther.Serving.Metric.0	1 medium-sized fruit	1 medium-sized fruit	
	dozeFruitsOther.Serving.Metric.1	120 g cut-up fruit	120 g cut-up fruit	
	dozeFruitsOther.Serving.Metric.2	40 g dried fruit	40 g dried fruit	
food_info_serving_sizes_other_fruits_imperial.0	dozeFruitsOther.Serving.imperial.0			
food_info_serving_sizes_other_fruits_imperial.1	dozeFruitsOther.Serving.imperial.1	1 cup	1 tasse	
food_info_serving_sizes_other_fruits_imperial.2	dozeFruitsOther.Serving.imperial.2	¼ cup	¼ tasse	
food_info_serving_sizes_other_fruits_metric.0	dozeFruitsOther.Serving.metric.0			
food_info_serving_sizes_other_fruits_metric.1	dozeFruitsOther.Serving.metric.1	120 g	120 g	
food_info_serving_sizes_other_fruits_metric.2	dozeFruitsOther.Serving.metric.2	40 g	40 g	
food_info_types_other_fruits.0	dozeFruitsOther.Variety.Text.0	Apples	Apples	
food_info_types_other_fruits.1	dozeFruitsOther.Variety.Text.1	Apricots	Apricots	
food_info_types_other_fruits.10	dozeFruitsOther.Variety.Text.10	Kiwifruit	Kiwifruit	
food_info_types_other_fruits.11	dozeFruitsOther.Variety.Text.11	Lemons	Lemons	
food_info_types_other_fruits.12	dozeFruitsOther.Variety.Text.12	Limes	Limes	
food_info_types_other_fruits.13	dozeFruitsOther.Variety.Text.13	Lychees	Lychees	
food_info_types_other_fruits.14	dozeFruitsOther.Variety.Text.14	Mangos	Mangos	
food_info_types_other_fruits.15	dozeFruitsOther.Variety.Text.15	Nectarines	Nectarines	
food_info_types_other_fruits.16	dozeFruitsOther.Variety.Text.16	Oranges	Oranges	
food_info_types_other_fruits.17	dozeFruitsOther.Variety.Text.17	Papaya	Papaya	
food_info_types_other_fruits.18	dozeFruitsOther.Variety.Text.18	Passion fruit	Passion fruit	
food_info_types_other_fruits.19	dozeFruitsOther.Variety.Text.19	Peaches	Peaches	
food_info_types_other_fruits.2	dozeFruitsOther.Variety.Text.2	Avocados	Avocados	
food_info_types_other_fruits.20	dozeFruitsOther.Variety.Text.20	Pears	Pears	
food_info_types_other_fruits.21	dozeFruitsOther.Variety.Text.21	Pineapple	Pineapple	
food_info_types_other_fruits.22	dozeFruitsOther.Variety.Text.22	Plums (especially black plums)	Plums (especially black plums)	
food_info_types_other_fruits.23	dozeFruitsOther.Variety.Text.23	Pluots	Pluots	
food_info_types_other_fruits.24	dozeFruitsOther.Variety.Text.24	Pomegranates	Pomegranates	
food_info_types_other_fruits.25	dozeFruitsOther.Variety.Text.25	Prunes	Prunes	
food_info_types_other_fruits.26	dozeFruitsOther.Variety.Text.26	Tangerines	Tangerines	
food_info_types_other_fruits.27	dozeFruitsOther.Variety.Text.27	Watermelon	Watermelon	
food_info_types_other_fruits.3	dozeFruitsOther.Variety.Text.3	Bananas	Bananas	
food_info_types_other_fruits.4	dozeFruitsOther.Variety.Text.4	Cantaloupe	Cantaloupe	
food_info_types_other_fruits.5	dozeFruitsOther.Variety.Text.5	Clementines	Clementines	
food_info_types_other_fruits.6	dozeFruitsOther.Variety.Text.6	Dates	Dates	
food_info_types_other_fruits.7	dozeFruitsOther.Variety.Text.7	Figs	Figs	
food_info_types_other_fruits.8	dozeFruitsOther.Variety.Text.8	Grapefruit	Grapefruit	
food_info_types_other_fruits.9	dozeFruitsOther.Variety.Text.9	Honeydew	Honeydew	
	dozeFruitsOther.Variety.Topic.0	topics/apples	topics/apples	
	dozeFruitsOther.Variety.Topic.1	topics/apricots	topics/apricots	
	dozeFruitsOther.Variety.Topic.10	topics/kiwifruit	topics/kiwifruit	
	dozeFruitsOther.Variety.Topic.11	topics/lemons	topics/lemons	
	dozeFruitsOther.Variety.Topic.12	topics/limes	topics/limes	
	dozeFruitsOther.Variety.Topic.13			
	dozeFruitsOther.Variety.Topic.14	topics/mango	topics/mango	
	dozeFruitsOther.Variety.Topic.15			
	dozeFruitsOther.Variety.Topic.16	topics/oranges	topics/oranges	
	dozeFruitsOther.Variety.Topic.17	topics/papaya	topics/papaya	
	dozeFruitsOther.Variety.Topic.18			
	dozeFruitsOther.Variety.Topic.19	topics/peaches	topics/peaches	
	dozeFruitsOther.Variety.Topic.2	topics/avocados	topics/avocados	
	dozeFruitsOther.Variety.Topic.20	topics/pears	topics/pears	
	dozeFruitsOther.Variety.Topic.21	topics/pineapples	topics/pineapples	
	dozeFruitsOther.Variety.Topic.22	topics/plums	topics/plums	
	dozeFruitsOther.Variety.Topic.23			
	dozeFruitsOther.Variety.Topic.24	topics/pomegranates	topics/pomegranates	
	dozeFruitsOther.Variety.Topic.25	topics/prunes	topics/prunes	
	dozeFruitsOther.Variety.Topic.26			
	dozeFruitsOther.Variety.Topic.27	topics/watermelon	topics/watermelon	
	dozeFruitsOther.Variety.Topic.3	topics/bananas	topics/bananas	
	dozeFruitsOther.Variety.Topic.4	topics/cantaloupe	topics/cantaloupe	
	dozeFruitsOther.Variety.Topic.5			
	dozeFruitsOther.Variety.Topic.6	topics/dates	topics/dates	
	dozeFruitsOther.Variety.Topic.7	topics/figs	topics/figs	
	dozeFruitsOther.Variety.Topic.8	topics/grapefruit	topics/grapefruit	
	dozeFruitsOther.Variety.Topic.9			
other_fruits	dozeFruitsOther.heading	Other Fruits	Other Fruits	
	dozeFruitsOther.topic			
	dozeGreens.Serving.Imperial.0	1 cup raw	1 cup raw	
	dozeGreens.Serving.Imperial.1	½ cup cooked	½ cup cooked	
	dozeGreens.Serving.Metric.0	60 g raw	60 g raw	
	dozeGreens.Serving.Metric.1	90 g cooked	90 g cooked	
food_info_serving_sizes_greens_imperial.0	dozeGreens.Serving.imperial.0	1 cup	1 tasse	
food_info_serving_sizes_greens_imperial.1	dozeGreens.Serving.imperial.1	½ cup	½ tasse	
food_info_serving_sizes_greens_metric.0	dozeGreens.Serving.metric.0	60 g	60 g	
food_info_serving_sizes_greens_metric.1	dozeGreens.Serving.metric.1	90 g	90 g	
food_info_types_greens.0	dozeGreens.Variety.Text.0	Arugula	Arugula	
food_info_types_greens.1	dozeGreens.Variety.Text.1	Beet greens	Beet greens	
food_info_types_greens.2	dozeGreens.Variety.Text.2	Collard greens	Collard greens	
food_info_types_greens.3	dozeGreens.Variety.Text.3	Kale (black, green, and red)	Kale (black, green, and red)	
food_info_types_greens.4	dozeGreens.Variety.Text.4	Mesclun mix (assorted young salad greens)	Mesclun mix (assorted young salad greens)	
food_info_types_greens.5	dozeGreens.Variety.Text.5	Mustard greens	Mustard greens	
food_info_types_greens.6	dozeGreens.Variety.Text.6	Sorrel	Sorrel	
food_info_types_greens.7	dozeGreens.Variety.Text.7	Spinach	Spinach	
food_info_types_greens.8	dozeGreens.Variety.Text.8	Swiss chard	Swiss chard	
food_info_types_greens.9	dozeGreens.Variety.Text.9	Turnip greens	Turnip greens	
	dozeGreens.Variety.Topic.0			
	dozeGreens.Variety.Topic.1	topics/beet-greens	topics/beet-greens	
	dozeGreens.Variety.Topic.2	topics/collard-greens	topics/collard-greens	
	dozeGreens.Variety.Topic.3	topics/kale	topics/kale	
	dozeGreens.Variety.Topic.4	topics/mesclun-mix	topics/mesclun-mix	
	dozeGreens.Variety.Topic.5	topics/mustard-greens	topics/mustard-greens	
	dozeGreens.Variety.Topic.6			
	dozeGreens.Variety.Topic.7	topics/spinach	topics/spinach	
	dozeGreens.Variety.Topic.8	topics/swiss-chard	topics/swiss-chard	
	dozeGreens.Variety.Topic.9	topics/turnips		
greens	dozeGreens.heading	Greens	Greens	
	dozeGreens.topic	topics/greens	topics/greens	
	dozeNuts.Serving.Imperial.0	¼ cup nuts or seeds	¼ cup nuts or seeds	
	dozeNuts.Serving.Imperial.1	2 tablespoons nut or seed butter	2 tablespoons nut or seed butter	
	dozeNuts.Serving.Metric.0	30 g nuts or seeds	30 g nuts or seeds	
	dozeNuts.Serving.Metric.1	2 tablespoons nut or seed butter	2 tablespoons nut or seed butter	
food_info_serving_sizes_nuts_imperial.0	dozeNuts.Serving.imperial.0	¼ cup	¼ tasse	
food_info_serving_sizes_nuts_imperial.1	dozeNuts.Serving.imperial.1			
food_info_serving_sizes_nuts_metric.0	dozeNuts.Serving.metric.0	30 g	30 g	
food_info_serving_sizes_nuts_metric.1	dozeNuts.Serving.metric.1			
food_info_types_nuts.0	dozeNuts.Variety.Text.0	Almonds	Almonds	
food_info_types_nuts.1	dozeNuts.Variety.Text.1	Brazil nuts	Brazil nuts	
food_info_types_nuts.10	dozeNuts.Variety.Text.10	Sesame seeds	Sesame seeds	
food_info_types_nuts.11	dozeNuts.Variety.Text.11	Sunflower seeds	Sunflower seeds	
food_info_types_nuts.12	dozeNuts.Variety.Text.12	Walnuts	Walnuts	
food_info_types_nuts.2	dozeNuts.Variety.Text.2	Cashews	Cashews	
food_info_types_nuts.3	dozeNuts.Variety.Text.3	Chia seeds	Chia seeds	
food_info_types_nuts.4	dozeNuts.Variety.Text.4	Hazelnuts	Hazelnuts	
food_info_types_nuts.5	dozeNuts.Variety.Text.5	Hemp seeds	Hemp seeds	
food_info_types_nuts.6	dozeNuts.Variety.Text.6	Macadamia nuts	Macadamia nuts	
food_info_types_nuts.7	dozeNuts.Variety.Text.7	Pecans	Pecans	
food_info_types_nuts.8	dozeNuts.Variety.Text.8	Pistachios	Pistachios	
food_info_types_nuts.9	dozeNuts.Variety.Text.9	Pumpkin seeds	Pumpkin seeds	
	dozeNuts.Variety.Topic.0	topics/almonds	topics/almonds	
