key_droid	key_apple	base_value	lang_value	base_note
	dozeBerries.Variety.Topic.4	topics/cherries		
	dozeBerries.Variety.Topic.5	topics/concord-grapes		
	dozeBerries.Variety.Topic.6	topics/cranberries		
	dozeBerries.Variety.Topic.7	topics/goji-berries		
	dozeBerries.Variety.Topic.8			
	dozeBerries.Variety.Topic.9			
	dozeBerries.heading	Berries	Berries	
	dozeBerries.topic	topics/berries		
	dozeBeverages.Serving.Imperial.0	One glass (12 ounces)		
	dozeBeverages.Serving.Metric.0	One glass (350 ml)		
	dozeBeverages.Variety.Text.0	Black tea		
	dozeBeverages.Variety.Text.1	Chai tea		
	dozeBeverages.Variety.Text.10	Matcha tea		
	dozeBeverages.Variety.Text.11	Almond blossom oolong tea		
	dozeBeverages.Variety.Text.12	Peppermint tea		
	dozeBeverages.Variety.Text.13	Rooibos tea		
	dozeBeverages.Variety.Text.14	Water		
	dozeBeverages.Variety.Text.15	White tea		
	dozeBeverages.Variety.Text.2	Vanilla chamomile tea		
	dozeBeverages.Variety.Text.3	Coffee		
	dozeBeverages.Variety.Text.4	Earl grey tea		
	dozeBeverages.Variety.Text.5	Green tea		
	dozeBeverages.Variety.Text.6	Hibiscus tea		
	dozeBeverages.Variety.Text.7	Hot chocolate		
	dozeBeverages.Variety.Text.8	Jasmine tea		
	dozeBeverages.Variety.Text.9	Lemon balm tea		
	dozeBeverages.Variety.Topic.0	topics/black-tea		
	dozeBeverages.Variety.Topic.1	topics/chai-tea		
	dozeBeverages.Variety.Topic.10	topics/matcha		
	dozeBeverages.Variety.Topic.11	topics/oolong-tea		
	dozeBeverages.Variety.Topic.12			
	dozeBeverages.Variety.Topic.13	topics/rooibos-tea		
	dozeBeverages.Variety.Topic.14	topics/water		
	dozeBeverages.Variety.Topic.15	topics/white-tea		
	dozeBeverages.Variety.Topic.2	topics/chamomile-tea		
	dozeBeverages.Variety.Topic.3	topics/coffee		
	dozeBeverages.Variety.Topic.4	topics/earl-grey-tea		
	dozeBeverages.Variety.Topic.5	topics/green-tea		
	dozeBeverages.Variety.Topic.6	topics/hibiscus-tea		
	dozeBeverages.Variety.Topic.7			
	dozeBeverages.Variety.Topic.8	topics/jasmine-tea		
	dozeBeverages.Variety.Topic.9			
	dozeBeverages.heading	Beverages	Beverages	
	dozeBeverages.topic	topics/beverages		
	dozeExercise.Serving.Imperial.0	90 minutes of moderate-intensity activity		
	dozeExercise.Serving.Imperial.1	40 minutes of vigorous-intensity activity		
	dozeExercise.Serving.Metric.0	90 minutes of moderate-intensity activity		
	dozeExercise.Serving.Metric.1	40 minutes of vigorous-intensity activity		
	dozeExercise.Variety.Text.0	Bicycling		
	dozeExercise.Variety.Text.1	Canoeing		
	dozeExercise.Variety.Text.10	Juggling		
	dozeExercise.Variety.Text.11	Jumping on a trampoline		
	dozeExercise.Variety.Text.12	Paddle boating		
	dozeExercise.Variety.Text.13	Playing frisbee		
	dozeExercise.Variety.Text.14	Roller-skating		
	dozeExercise.Variety.Text.15	Shooting baskets		
	dozeExercise.Variety.Text.16	Shoveling light snow		
	dozeExercise.Variety.Text.17	Skateboarding		
	dozeExercise.Variety.Text.18	Snorkeling		
	dozeExercise.Variety.Text.19	Surfing		
	dozeExercise.Variety.Text.2	Dancing		
	dozeExercise.Variety.Text.20	Swimming recreationally		
	dozeExercise.Variety.Text.21	Tennis (doubles)		
	dozeExercise.Variety.Text.22	Treading water		
	dozeExercise.Variety.Text.23	Walking briskly (4 mph)		
	dozeExercise.Variety.Text.24	Water aerobics		
	dozeExercise.Variety.Text.25	Waterskiing		
	dozeExercise.Variety.Text.26	Yard work		
	dozeExercise.Variety.Text.27	Yoga		
	dozeExercise.Variety.Text.28	Backpacking		
	dozeExercise.Variety.Text.29	Basketball		
	dozeExercise.Variety.Text.3	Dodgeball		
	dozeExercise.Variety.Text.30	Bicycling uphill		
	dozeExercise.Variety.Text.31	Circuit weight training		
	dozeExercise.Variety.Text.32	Cross-country skiing		
	dozeExercise.Variety.Text.33	Football		
	dozeExercise.Variety.Text.34	Hockey		
	dozeExercise.Variety.Text.35	Jogging		
	dozeExercise.Variety.Text.36	Jumping jacks		
	dozeExercise.Variety.Text.37	Jumping rope		
	dozeExercise.Variety.Text.38	Lacrosse		
	dozeExercise.Variety.Text.39	Push-ups		
	dozeExercise.Variety.Text.4	Downhill skiing		
	dozeExercise.Variety.Text.40	Pull-ups		
	dozeExercise.Variety.Text.41	Racquetball		
	dozeExercise.Variety.Text.42	Rock climbing		
	dozeExercise.Variety.Text.43	Rugby		
	dozeExercise.Variety.Text.44	Running		
	dozeExercise.Variety.Text.45	Scuba diving		
	dozeExercise.Variety.Text.46	Tennis (singles)		
	dozeExercise.Variety.Text.47	Soccer		
	dozeExercise.Variety.Text.48	Speed skating		
	dozeExercise.Variety.Text.49	Squash		
	dozeExercise.Variety.Text.5	Fencing		
	dozeExercise.Variety.Text.50	Step aerobics		
	dozeExercise.Variety.Text.51	Swimming laps		
	dozeExercise.Variety.Text.52	Walking briskly uphill		
	dozeExercise.Variety.Text.53	Water jogging		
	dozeExercise.Variety.Text.6	Hiking		
	dozeExercise.Variety.Text.7	Housework		
	dozeExercise.Variety.Text.8	Ice-skating		
	dozeExercise.Variety.Text.9	Inline skating		
	dozeExercise.Variety.Topic.0			
	dozeExercise.Variety.Topic.1			
	dozeExercise.Variety.Topic.10			
	dozeExercise.Variety.Topic.11			
	dozeExercise.Variety.Topic.12			
	dozeExercise.Variety.Topic.13			
	dozeExercise.Variety.Topic.14			
	dozeExercise.Variety.Topic.15			
	dozeExercise.Variety.Topic.16			
	dozeExercise.Variety.Topic.17			
	dozeExercise.Variety.Topic.18			
	dozeExercise.Variety.Topic.19			
	dozeExercise.Variety.Topic.2			
	dozeExercise.Variety.Topic.20			
	dozeExercise.Variety.Topic.21			
	dozeExercise.Variety.Topic.22			
	dozeExercise.Variety.Topic.23			
	dozeExercise.Variety.Topic.24			
	dozeExercise.Variety.Topic.25			
	dozeExercise.Variety.Topic.26			
	dozeExercise.Variety.Topic.27			
	dozeExercise.Variety.Topic.28			
	dozeExercise.Variety.Topic.29			
	dozeExercise.Variety.Topic.3			
	dozeExercise.Variety.Topic.30			
	dozeExercise.Variety.Topic.31			
	dozeExercise.Variety.Topic.32			
	dozeExercise.Variety.Topic.33			
	dozeExercise.Variety.Topic.34			
	dozeExercise.Variety.Topic.35			
	dozeExercise.Variety.Topic.36			
	dozeExercise.Variety.Topic.37			
	dozeExercise.Variety.Topic.38			
	dozeExercise.Variety.Topic.39			
	dozeExercise.Variety.Topic.4			
	dozeExercise.Variety.Topic.40			
	dozeExercise.Variety.Topic.41			
	dozeExercise.Variety.Topic.42			
	dozeExercise.Variety.Topic.43			
	dozeExercise.Variety.Topic.44			
	dozeExercise.Variety.Topic.45			
	dozeExercise.Variety.Topic.46			
	dozeExercise.Variety.Topic.47			
	dozeExercise.Variety.Topic.48			
	dozeExercise.Variety.Topic.49			
	dozeExercise.Variety.Topic.5			
	dozeExercise.Variety.Topic.50			
	dozeExercise.Variety.Topic.51			
	dozeExercise.Variety.Topic.52			
	dozeExercise.Variety.Topic.53			
	dozeExercise.Variety.Topic.6			
	dozeExercise.Variety.Topic.7			
	dozeExercise.Variety.Topic.8			
	dozeExercise.Variety.Topic.9			
	dozeExercise.heading	Exercise	Exercise	
	dozeExercise.topic	topics/exercise		
	dozeFlaxseeds.Serving.Imperial.0	1 tablespoon ground		
	dozeFlaxseeds.Serving.Metric.0	1 tablespoon ground		
	dozeFlaxseeds.Variety.Text.0	Brown flaxseeds		
	dozeFlaxseeds.Variety.Text.1	Golden flaxseeds		
	dozeFlaxseeds.Variety.Topic.0			
	dozeFlaxseeds.Variety.Topic.1			
	dozeFlaxseeds.heading	Flaxseeds	Flaxseeds	
	dozeFlaxseeds.topic	topics/flax-seeds		
	dozeFruitsOther.Serving.Imperial.0	1 medium-sized fruit		
	dozeFruitsOther.Serving.Imperial.1	1 cup cut-up fruit		
	dozeFruitsOther.Serving.Imperial.2	¼ cup dried fruit		
	dozeFruitsOther.Serving.Metric.0	1 medium-sized fruit		
	dozeFruitsOther.Serving.Metric.1	120 g cut-up fruit		
	dozeFruitsOther.Serving.Metric.2	40 g dried fruit		
	dozeFruitsOther.Variety.Text.0	Apples		
	dozeFruitsOther.Variety.Text.1	Apricots		
	dozeFruitsOther.Variety.Text.10	Kiwifruit		
	dozeFruitsOther.Variety.Text.11	Lemons		
	dozeFruitsOther.Variety.Text.12	Limes		
	dozeFruitsOther.Variety.Text.13	Lychees		
	dozeFruitsOther.Variety.Text.14	Mangos		
	dozeFruitsOther.Variety.Text.15	Nectarines		
	dozeFruitsOther.Variety.Text.16	Oranges		
	dozeFruitsOther.Variety.Text.17	Papaya		
	dozeFruitsOther.Variety.Text.18	Passion fruit		
	dozeFruitsOther.Variety.Text.19	Peaches		
	dozeFruitsOther.Variety.Text.2	Avocados		
	dozeFruitsOther.Variety.Text.20	Pears		
	dozeFruitsOther.Variety.Text.21	Pineapple		
	dozeFruitsOther.Variety.Text.22	Plums (especially black plums)		
	dozeFruitsOther.Variety.Text.23	Pluots		
	dozeFruitsOther.Variety.Text.24	Pomegranates		
	dozeFruitsOther.Variety.Text.25	Prunes		
	dozeFruitsOther.Variety.Text.26	Tangerines		
	dozeFruitsOther.Variety.Text.27	Watermelon		
	dozeFruitsOther.Variety.Text.3	Bananas		
	dozeFruitsOther.Variety.Text.4	Cantaloupe		
	dozeFruitsOther.Variety.Text.5	Clementines		
	dozeFruitsOther.Variety.Text.6	Dates		
	dozeFruitsOther.Variety.Text.7	Figs		
	dozeFruitsOther.Variety.Text.8	Grapefruit		
	dozeFruitsOther.Variety.Text.9	Honeydew		
	dozeFruitsOther.Variety.Topic.0	topics/apples		
	dozeFruitsOther.Variety.Topic.1	topics/apricots		
	dozeFruitsOther.Variety.Topic.10	topics/kiwifruit		
	dozeFruitsOther.Variety.Topic.11	topics/lemons		
	dozeFruitsOther.Variety.Topic.12	topics/limes		
	dozeFruitsOther.Variety.Topic.13			
	dozeFruitsOther.Variety.Topic.14	topics/mango		
	dozeFruitsOther.Variety.Topic.15			
	dozeFruitsOther.Variety.Topic.16	topics/oranges		
	dozeFruitsOther.Variety.Topic.17	topics/papaya		
	dozeFruitsOther.Variety.Topic.18			
	dozeFruitsOther.Variety.Topic.19	topics/peaches		
	dozeFruitsOther.Variety.Topic.2	topics/avocados		
	dozeFruitsOther.Variety.Topic.20	topics/pears		
	dozeFruitsOther.Variety.Topic.21	topics/pineapples		
	dozeFruitsOther.Variety.Topic.22	topics/plums		
	dozeFruitsOther.Variety.Topic.23			
	dozeFruitsOther.Variety.Topic.24	topics/pomegranates		
	dozeFruitsOther.Variety.Topic.25	topics/prunes		
	dozeFruitsOther.Variety.Topic.26			
	dozeFruitsOther.Variety.Topic.27	topics/watermelon		
	dozeFruitsOther.Variety.Topic.3	topics/bananas		
	dozeFruitsOther.Variety.Topic.4	topics/cantaloupe		
	dozeFruitsOther.Variety.Topic.5			
	dozeFruitsOther.Variety.Topic.6	topics/dates		
	dozeFruitsOther.Variety.Topic.7	topics/figs		
	dozeFruitsOther.Variety.Topic.8	topics/grapefruit		
	dozeFruitsOther.Variety.Topic.9			
	dozeFruitsOther.heading	Other Fruits	Other Fruits	
	dozeFruitsOther.topic			
	dozeGreens.Serving.Imperial.0	1 cup raw		
	dozeGreens.Serving.Imperial.1	½ cup cooked		
	dozeGreens.Serving.Metric.0	60 g raw		
	dozeGreens.Serving.Metric.1	90 g cooked		
	dozeGreens.Variety.Text.0	Arugula		
	dozeGreens.Variety.Text.1	Beet greens		
	dozeGreens.Variety.Text.2	Collard greens		
	dozeGreens.Variety.Text.3	Kale (black, green, and red)		
	dozeGreens.Variety.Text.4	Mesclun mix (assorted young salad greens)		
	dozeGreens.Variety.Text.5	Mustard greens		
	dozeGreens.Variety.Text.6	Sorrel		
	dozeGreens.Variety.Text.7	Spinach		
	dozeGreens.Variety.Text.8	Swiss chard		
	dozeGreens.Variety.Text.9	Turnip greens		
	dozeGreens.Variety.Topic.0			
	dozeGreens.Variety.Topic.1	topics/beet-greens		
	dozeGreens.Variety.Topic.2	topics/collard-greens		
	dozeGreens.Variety.Topic.3	topics/kale		
	dozeGreens.Variety.Topic.4	topics/mesclun-mix		
	dozeGreens.Variety.Topic.5	topics/mustard-greens		
	dozeGreens.Variety.Topic.6			
	dozeGreens.Variety.Topic.7	topics/spinach		
	dozeGreens.Variety.Topic.8	topics/swiss-chard		
	dozeGreens.Variety.Topic.9	topics/turnips		
	dozeGreens.heading	Greens	Greens	
	dozeGreens.topic	topics/greens		
	dozeNuts.Serving.Imperial.0	¼ cup nuts or seeds		
	dozeNuts.Serving.Imperial.1	2 tablespoons nut or seed butter		
	dozeNuts.Serving.Metric.0	30 g nuts or seeds		
	dozeNuts.Serving.Metric.1	2 tablespoons nut or seed butter		
	dozeNuts.Variety.Text.0	Almonds		
	dozeNuts.Variety.Text.1	Brazil nuts		
	dozeNuts.Variety.Text.10	Sesame seeds		
	dozeNuts.Variety.Text.11	Sunflower seeds		
	dozeNuts.Variety.Text.12	Walnuts		
	dozeNuts.Variety.Text.2	Cashews		
	dozeNuts.Variety.Text.3	Chia seeds		
	dozeNuts.Variety.Text.4	Hazelnuts		
	dozeNuts.Variety.Text.5	Hemp seeds		
	dozeNuts.Variety.Text.6	Macadamia nuts		
	dozeNuts.Variety.Text.7	Pecans		
	dozeNuts.Variety.Text.8	Pistachios		
	dozeNuts.Variety.Text.9	Pumpkin seeds		
	dozeNuts.Variety.Topic.0	topics/almonds		
	dozeNuts.Variety.Topic.1	topics/brazil-nuts		
	dozeNuts.Variety.Topic.10	topics/sesame-seeds		
	dozeNuts.Variety.Topic.11	topics/sunflower-seeds		
	dozeNuts.Variety.Topic.12	topics/walnuts		
	dozeNuts.Variety.Topic.2	topics/cashews		
	dozeNuts.Variety.Topic.3	topics/chia-seeds		
	dozeNuts.Variety.Topic.4	topics/hazelnuts		
	dozeNuts.Variety.Topic.5			
	dozeNuts.Variety.Topic.6	topics/macadamia-nuts		
	dozeNuts.Variety.Topic.7	topics/pecans		
	dozeNuts.Variety.Topic.8	topics/pistachios		
	dozeNuts.Variety.Topic.9	topics/pumpkin-seeds		
	dozeNuts.heading	Nuts and Seeds	Nuts and Seeds	
	dozeNuts.topic	topics/nuts		
	dozeOtherInfo.confirm	OK	OK	
	dozeOtherInfo.message	Vitamin B12 is essential for your health but does not count towards your daily servings.ⓃⓃVitamin B12 is included in this app to provide you with an easy way to track your intake.	Vitamin B12 is essential for your health but does not count towards your daily servings.ⓃⓃVitamin B12 is included in this app to provide you with an easy way to track your intake.	
	dozeOtherInfo.title	Supplements	Supplements	
	dozeSpices.Serving.Imperial.0	¼ teaspoon of turmeric		
	dozeSpices.Serving.Imperial.1	Any other (salt-free) herbs and spices you enjoy		
	dozeSpices.Serving.Metric.0	¼ teaspoon of turmeric		
	dozeSpices.Serving.Metric.1	Any other (salt-free) herbs and spices you enjoy		
	dozeSpices.Variety.Text.0	Allspice		
	dozeSpices.Variety.Text.1	Barberries		
	dozeSpices.Variety.Text.10	Cumin		
	dozeSpices.Variety.Text.11	Curry powder		
	dozeSpices.Variety.Text.12	Dill		
	dozeSpices.Variety.Text.13	Fenugreek		
	dozeSpices.Variety.Text.14	Garlic		
	dozeSpices.Variety.Text.15	Ginger		
	dozeSpices.Variety.Text.16	Horseradish		
	dozeSpices.Variety.Text.17	Lemongrass		
	dozeSpices.Variety.Text.18	Marjoram		
	dozeSpices.Variety.Text.19	Mustard powder		
	dozeSpices.Variety.Text.2	Basil		
	dozeSpices.Variety.Text.20	Nutmeg		
	dozeSpices.Variety.Text.21	Oregano		
	dozeSpices.Variety.Text.22	Smoked paprika		
	dozeSpices.Variety.Text.23	Parsley		
	dozeSpices.Variety.Text.24	Pepper		
	dozeSpices.Variety.Text.25	Peppermint		
	dozeSpices.Variety.Text.26	Rosemary		
	dozeSpices.Variety.Text.27	Saffron		
	dozeSpices.Variety.Text.28	Sage		
	dozeSpices.Variety.Text.29	Thyme		
	dozeSpices.Variety.Text.3	Bay leaves		
	dozeSpices.Variety.Text.30	Turmeric		
	dozeSpices.Variety.Text.31	Vanilla		
	dozeSpices.Variety.Text.4	Cardamom		
	dozeSpices.Variety.Text.5	Chili powder		
	dozeSpices.Variety.Text.6	Cilantro		
	dozeSpices.Variety.Text.7	Cinnamon		
	dozeSpices.Variety.Text.8	Cloves		
	dozeSpices.Variety.Text.9	Coriander		
	dozeSpices.Variety.Topic.0	topics/allspice		
	dozeSpices.Variety.Topic.1	topics/barberries		
	dozeSpices.Variety.Topic.10	topics/cumin		
	dozeSpices.Variety.Topic.11	topics/curry-powder		
	dozeSpices.Variety.Topic.12			
	dozeSpices.Variety.Topic.13	topics/fenugreek		
	dozeSpices.Variety.Topic.14	topics/garlic		
	dozeSpices.Variety.Topic.15	topics/ginger		
	dozeSpices.Variety.Topic.16			
	dozeSpices.Variety.Topic.17	topics/lemongrass		
	dozeSpices.Variety.Topic.18	topics/marjoram		
	dozeSpices.Variety.Topic.19	topics/mustard-powder		
	dozeSpices.Variety.Topic.2	topics/basil		
	dozeSpices.Variety.Topic.20	topics/nutmeg		
	dozeSpices.Variety.Topic.21	topics/oregano		
	dozeSpices.Variety.Topic.22	topics/paprika		
	dozeSpices.Variety.Topic.23	topics/parsley		
	dozeSpices.Variety.Topic.24	topics/pepper		
	dozeSpices.Variety.Topic.25	topics/peppermint		
	dozeSpices.Variety.Topic.26	topics/rosemary		
	dozeSpices.Variety.Topic.27	topics/saffron		
	dozeSpices.Variety.Topic.28			
	dozeSpices.Variety.Topic.29	topics/thyme		
	dozeSpices.Variety.Topic.3			
	dozeSpices.Variety.Topic.30	topics/turmeric		
	dozeSpices.Variety.Topic.31			
	dozeSpices.Variety.Topic.4	topics/cardamom		
	dozeSpices.Variety.Topic.5			
	dozeSpices.Variety.Topic.6	topics/cilantro		
	dozeSpices.Variety.Topic.7	topics/cinnamon		
	dozeSpices.Variety.Topic.8	topics/cloves		
	dozeSpices.Variety.Topic.9	topics/coriander		
	dozeSpices.heading	Herbs and Spices	Herbs and Spices	
	dozeSpices.topic	topics/spices		
	dozeVegetablesCruciferous.Serving.Imperial.0	½ cup chopped		
	dozeVegetablesCruciferous.Serving.Imperial.1	¼ cup Brussels or broccoli sprouts		
	dozeVegetablesCruciferous.Serving.Imperial.2	1 tablespoon horseradish		
	dozeVegetablesCruciferous.Serving.Metric.0	30–80 g chopped		
	dozeVegetablesCruciferous.Serving.Metric.1	12 g Brussels or broccoli sprouts		
	dozeVegetablesCruciferous.Serving.Metric.2	1 tablespoon horseradish		
	dozeVegetablesCruciferous.Variety.Text.0	Arugula		
	dozeVegetablesCruciferous.Variety.Text.1	Bok choy		
	dozeVegetablesCruciferous.Variety.Text.10	Mustard greens		
	dozeVegetablesCruciferous.Variety.Text.11	Radishes		
	dozeVegetablesCruciferous.Variety.Text.12	Turnip greens		
	dozeVegetablesCruciferous.Variety.Text.13	Watercress		
	dozeVegetablesCruciferous.Variety.Text.2	Broccoli (incl. Romanesco)		
	dozeVegetablesCruciferous.Variety.Text.3	Brussels sprouts		
	dozeVegetablesCruciferous.Variety.Text.4	Cabbage (green, red and savoy)		
	dozeVegetablesCruciferous.Variety.Text.5	Cauliflower (white, green, orange and purple)		
	dozeVegetablesCruciferous.Variety.Text.6	Collard greens		
	dozeVegetablesCruciferous.Variety.Text.7	Horseradish		
	dozeVegetablesCruciferous.Variety.Text.8	Kale (black, green, and red)		
	dozeVegetablesCruciferous.Variety.Text.9	Kohlrabi (green and purple)		
	dozeVegetablesCruciferous.Variety.Topic.0			
	dozeVegetablesCruciferous.Variety.Topic.1	topics/bok-choy		
	dozeVegetablesCruciferous.Variety.Topic.10	topics/mustard-greens		
	dozeVegetablesCruciferous.Variety.Topic.11	topics/radishes		
	dozeVegetablesCruciferous.Variety.Topic.12	topics/turnips		
	dozeVegetablesCruciferous.Variety.Topic.13	topics/watercress		
	dozeVegetablesCruciferous.Variety.Topic.2	topics/broccoli		
	dozeVegetablesCruciferous.Variety.Topic.3	topics/brussels-sprouts		
	dozeVegetablesCruciferous.Variety.Topic.4	topics/cabbage		
	dozeVegetablesCruciferous.Variety.Topic.5	topics/cauliflower		
	dozeVegetablesCruciferous.Variety.Topic.6	topics/collard-greens		
	dozeVegetablesCruciferous.Variety.Topic.7			
	dozeVegetablesCruciferous.Variety.Topic.8	topics/kale		
	dozeVegetablesCruciferous.Variety.Topic.9	topics/kohlrabi		
	dozeVegetablesCruciferous.heading	Cruciferous Vegetables	Cruciferous Vegetables	
	dozeVegetablesCruciferous.topic			
	dozeVegetablesOther.Serving.Imperial.0	1 cup raw leafy vegetables		
	dozeVegetablesOther.Serving.Imperial.1	½ cup raw or cooked nonleafy vegetables		
	dozeVegetablesOther.Serving.Imperial.2	½ cup vegetable juice		
	dozeVegetablesOther.Serving.Imperial.3	¼ cup dried mushrooms		
	dozeVegetablesOther.Serving.Metric.0	60 g raw leafy vegetables		
	dozeVegetablesOther.Serving.Metric.1	50 g raw or cooked nonleafy vegetables		
	dozeVegetablesOther.Serving.Metric.2	125 ml vegetable juice		
	dozeVegetablesOther.Serving.Metric.3	7 g dried mushrooms		
	dozeVegetablesOther.Variety.Text.0	Artichokes		
	dozeVegetablesOther.Variety.Text.1	Asparagus		
	dozeVegetablesOther.Variety.Text.10	Purple potatoes		
	dozeVegetablesOther.Variety.Text.11	Pumpkin		
	dozeVegetablesOther.Variety.Text.12	Sea vegetables (arame, dulse, and nori)		
	dozeVegetablesOther.Variety.Text.13	Snap peas		
	dozeVegetablesOther.Variety.Text.14	Squash (delicata, summer, and spaghetti squash varieties)		
	dozeVegetablesOther.Variety.Text.15	Sweet potatoes/yams		
	dozeVegetablesOther.Variety.Text.16	Tomatoes		
	dozeVegetablesOther.Variety.Text.17	Zucchini		
	dozeVegetablesOther.Variety.Text.2	Beets		
	dozeVegetablesOther.Variety.Text.3	Bell peppers		
	dozeVegetablesOther.Variety.Text.4	Carrots		
	dozeVegetablesOther.Variety.Text.5	Corn		
	dozeVegetablesOther.Variety.Text.6	Garlic		
	dozeVegetablesOther.Variety.Text.7	Mushrooms (button, oyster, portobello, and shiitake)		
	dozeVegetablesOther.Variety.Text.8	Okra		
	dozeVegetablesOther.Variety.Text.9	Onions		
	dozeVegetablesOther.Variety.Topic.0	topics/artichokes		
	dozeVegetablesOther.Variety.Topic.1	topics/asparagus		
	dozeVegetablesOther.Variety.Topic.10	topics/purple-potatoes		
	dozeVegetablesOther.Variety.Topic.11	topics/pumpkin		
	dozeVegetablesOther.Variety.Topic.12	topics/sea-vegetables		
	dozeVegetablesOther.Variety.Topic.13			
	dozeVegetablesOther.Variety.Topic.14	topics/squash		
	dozeVegetablesOther.Variety.Topic.15	topics/sweet-potatoes		
	dozeVegetablesOther.Variety.Topic.16	topics/tomatoes		
	dozeVegetablesOther.Variety.Topic.17	topics/zucchini		
	dozeVegetablesOther.Variety.Topic.2	topics/beets		
	dozeVegetablesOther.Variety.Topic.3	topics/bell-peppers		
	dozeVegetablesOther.Variety.Topic.4	topics/carrots		
	dozeVegetablesOther.Variety.Topic.5	topics/corn		
	dozeVegetablesOther.Variety.Topic.6	topics/garlic		
	dozeVegetablesOther.Variety.Topic.7	topics/mushrooms		
	dozeVegetablesOther.Variety.Topic.8	topics/okra		
	dozeVegetablesOther.Variety.Topic.9	topics/onions		
	dozeVegetablesOther.heading	Other Vegetables	Other Vegetables	
	dozeVegetablesOther.topic			
	dozeWholeGrains.Serving.Imperial.0	½ cup hot cereal or cooked grains, pasta, or corn kernels		
	dozeWholeGrains.Serving.Imperial.1	1 cup cold cereal		
	dozeWholeGrains.Serving.Imperial.2	1 tortilla or slice of bread		
