key_droid	key_apple	base_value	lang_value	base_comment
food_info_serving_sizes_other_fruits[imperial][0]	dozeFruitsOtherServing[imperial][0]	1 medium-sized fruit	1 средно голям плод	  
food_info_serving_sizes_other_fruits[metric][0]	dozeFruitsOtherServing[metric][0]	1 medium-sized fruit	1 средно голям плод	  
food_info_serving_sizes_other_fruits[imperial][1]	dozeFruitsOtherServing[imperial][1]	1 cup cut-up fruit	1 чаша нарязани плодове	  
food_info_serving_sizes_other_fruits[metric][1]	dozeFruitsOtherServing[metric][1]	120 g cut-up fruit	120 грам нарязани плодове	  
food_info_serving_sizes_other_fruits[imperial][2]	dozeFruitsOtherServing[imperial][2]	¼ cup dried fruit	¼ чаша сушени плодове	  
food_info_serving_sizes_other_fruits[metric][2]	dozeFruitsOtherServing[metric][2]	40 g dried fruit	40 грам сушени плодове	  
food_info_serving_sizes_cruciferous_vegetables[imperial][0]	dozeVegetablesCruciferousServing[imperial][0]	½ cup chopped	½ чаша нарязани цветнолистни	  
food_info_serving_sizes_cruciferous_vegetables[metric][0]	dozeVegetablesCruciferousServing[metric][0]	30–80 g chopped	30–80 грам нарязани цветнолистни	  
food_info_serving_sizes_cruciferous_vegetables[imperial][1]	dozeVegetablesCruciferousServing[imperial][1]	¼ cup Brussels or broccoli sprouts	¼ чаша брюкселско зеле или броколи	  
food_info_serving_sizes_cruciferous_vegetables[metric][1]	dozeVegetablesCruciferousServing[metric][1]	12 g Brussels or broccoli sprouts	12 грам брюкселско зеле или броколи	  
food_info_serving_sizes_cruciferous_vegetables[imperial][2]	dozeVegetablesCruciferousServing[imperial][2]	1 tablespoon horseradish	1 супена лъжица хрян	  
food_info_serving_sizes_cruciferous_vegetables[metric][2]	dozeVegetablesCruciferousServing[metric][2]	1 tablespoon horseradish	1 супена лъжица хрян	  
food_info_serving_sizes_greens[imperial][0]	dozeGreensServing[imperial][0]	1 cup raw	1 чаша сурови зеленолистни	  
food_info_serving_sizes_greens[metric][0]	dozeGreensServing[metric][0]	60 g raw	60 грам сурови зеленолистни	  
food_info_serving_sizes_greens[imperial][1]	dozeGreensServing[imperial][1]	½ cup cooked	½ чаша варени зеленолистни	  
food_info_serving_sizes_greens[metric][1]	dozeGreensServing[metric][1]	90 g cooked	90 грам варени зеленолистни	  
food_info_serving_sizes_nuts[imperial][0]	dozeNutsServing[imperial][0]	¼ cup nuts or seeds	¼ чаша ядки или семена	  
food_info_serving_sizes_nuts[metric][0]	dozeNutsServing[metric][0]	30 g nuts or seeds	30 грам ядки или семена	  
food_info_serving_sizes_nuts[imperial][1]	dozeNutsServing[imperial][1]	2 tablespoons nut or seed butter	2 супени лъжици ядки или масло от семена	  
food_info_serving_sizes_nuts[metric][1]	dozeNutsServing[metric][1]	2 tablespoons nut or seed butter	2 супени лъжици ядки или масло от семена	  
food_info_types_other_vegetables[0]	dozeVegetablesOtherVarietyText[0]	Artichokes	Артишок	  
food_info_types_other_vegetables[1]	dozeVegetablesOtherVarietyText[1]	Asparagus	Аспержи	  
food_info_types_other_vegetables[2]	dozeVegetablesOtherVarietyText[2]	Beets	Цвекло	  
food_info_types_other_vegetables[3]	dozeVegetablesOtherVarietyText[3]	Bell peppers	Камби	  
food_info_types_other_vegetables[4]	dozeVegetablesOtherVarietyText[4]	Carrots	Моркови	  
food_info_types_other_vegetables[5]	dozeVegetablesOtherVarietyText[5]	Corn	Царевица	  
food_info_types_other_vegetables[6]	dozeVegetablesOtherVarietyText[6]	Garlic	Чесън	  
food_info_types_other_vegetables[7]	dozeVegetablesOtherVarietyText[7]	Mushrooms (button, oyster, portobello, and shiitake)	Гъби (печурки, кладница и шийтаке)	  
food_info_types_other_vegetables[8]	dozeVegetablesOtherVarietyText[8]	Okra	Бамя	  
food_info_types_other_vegetables[9]	dozeVegetablesOtherVarietyText[9]	Onions	Лук	  
food_info_types_other_vegetables[10]	dozeVegetablesOtherVarietyText[10]	Purple potatoes	Лилави картофи	  
food_info_types_other_vegetables[11]	dozeVegetablesOtherVarietyText[11]	Pumpkin	Тиква	  
food_info_types_other_vegetables[12]	dozeVegetablesOtherVarietyText[12]	Sea vegetables (arame, dulse, and nori)	Морски зеленчуци (араме, дулсе и нори)	  
food_info_types_other_vegetables[13]	dozeVegetablesOtherVarietyText[13]	Snap peas	Грах	  
food_info_types_other_vegetables[14]	dozeVegetablesOtherVarietyText[14]	Squash (delicata, summer, and spaghetti squash varieties)	Тиква „Скуош“ (деликата, лято и скуош „спагети“)	  
food_info_types_other_vegetables[15]	dozeVegetablesOtherVarietyText[15]	Sweet potatoes/yams	Сладки картофи	  
food_info_types_other_vegetables[16]	dozeVegetablesOtherVarietyText[16]	Tomatoes	Домати	  
food_info_types_other_vegetables[17]	dozeVegetablesOtherVarietyText[17]	Zucchini	Тиквички	  
food_info_types_beverages[0]	dozeBeveragesVarietyText[0]	Black tea	Черен чай	  
food_info_types_beverages[1]	dozeBeveragesVarietyText[1]	Chai tea	Чаи чай	  
food_info_types_beverages[2]	dozeBeveragesVarietyText[2]	Vanilla chamomile tea	Ванилово-лайков чай	  
food_info_types_beverages[3]	dozeBeveragesVarietyText[3]	Coffee	Кафе	  
food_info_types_beverages[4]	dozeBeveragesVarietyText[4]	Earl grey tea	„Ърл Грей“ чай	  
food_info_types_beverages[5]	dozeBeveragesVarietyText[5]	Green tea	Зелен чай	  
food_info_types_beverages[6]	dozeBeveragesVarietyText[6]	Hibiscus tea	Чай от хибискус	  
food_info_types_beverages[7]	dozeBeveragesVarietyText[7]	Hot chocolate	Горещ шоколад	  
food_info_types_beverages[8]	dozeBeveragesVarietyText[8]	Jasmine tea	Жасминов чай	  
food_info_types_beverages[9]	dozeBeveragesVarietyText[9]	Lemon balm tea	Чай от маточина	  
food_info_types_beverages[10]	dozeBeveragesVarietyText[10]	Matcha tea	Матча чай	  
food_info_types_beverages[11]	dozeBeveragesVarietyText[11]	Almond blossom oolong tea	Чай „цъфнали бадеми оолонг“	  
food_info_types_beverages[12]	dozeBeveragesVarietyText[12]	Peppermint tea	Чай от мента	  
food_info_types_beverages[13]	dozeBeveragesVarietyText[13]	Rooibos tea	Ройбос чай	  
food_info_types_beverages[14]	dozeBeveragesVarietyText[14]	Water	Вода	  
food_info_types_beverages[15]	dozeBeveragesVarietyText[15]	White tea	Бял чай	  
food_info_types_exercise[0]	dozeExerciseVarietyText[0]	Bicycling	Колоездене	  
food_info_types_exercise[1]	dozeExerciseVarietyText[1]	Canoeing	Гребане	  
food_info_types_exercise[2]	dozeExerciseVarietyText[2]	Dancing	Танцуване	  
food_info_types_exercise[3]	dozeExerciseVarietyText[3]	Dodgeball	Народна топка	  
food_info_types_exercise[4]	dozeExerciseVarietyText[4]	Downhill skiing	Спускане ски	  
food_info_types_exercise[5]	dozeExerciseVarietyText[5]	Fencing	Фехтовка	  
food_info_types_exercise[6]	dozeExerciseVarietyText[6]	Hiking	Туризъм	  
food_info_types_exercise[7]	dozeExerciseVarietyText[7]	Housework	Домакинска работа	  
food_info_types_exercise[8]	dozeExerciseVarietyText[8]	Ice-skating	Фигурно пързаляне	  
food_info_types_exercise[9]	dozeExerciseVarietyText[9]	Inline skating	Каране на ролери	  
food_info_types_exercise[10]	dozeExerciseVarietyText[10]	Juggling	Жонглиране	  
food_info_types_exercise[11]	dozeExerciseVarietyText[11]	Jumping on a trampoline	Скокове на батут	  
food_info_types_exercise[12]	dozeExerciseVarietyText[12]	Paddle boating	Каране на водно колело	  
food_info_types_exercise[13]	dozeExerciseVarietyText[13]	Playing frisbee	Игра с фризби	  
food_info_types_exercise[14]	dozeExerciseVarietyText[14]	Roller-skating	Каране на кънки	  
food_info_types_exercise[15]	dozeExerciseVarietyText[15]	Shooting baskets	Баскетбол	  
food_info_types_exercise[16]	dozeExerciseVarietyText[16]	Shoveling light snow	Изгребване на сняг	  
food_info_types_exercise[17]	dozeExerciseVarietyText[17]	Skateboarding	Каране на скейтборд	  
food_info_types_exercise[18]	dozeExerciseVarietyText[18]	Snorkeling	Плуване с шнорхел	  
food_info_types_exercise[19]	dozeExerciseVarietyText[19]	Surfing	Сърфиране	  
food_info_types_exercise[20]	dozeExerciseVarietyText[20]	Swimming recreationally	Плуване	  
food_info_types_exercise[21]	dozeExerciseVarietyText[21]	Tennis (doubles)	Тенис на двойки	  
food_info_types_exercise[22]	dozeExerciseVarietyText[22]	Treading water	Синхронно плуване	  
food_info_types_exercise[23]	dozeExerciseVarietyText[23]	Walking briskly (4 mph)	Бързо ходене (6,4 км/ч)	  
food_info_types_exercise[24]	dozeExerciseVarietyText[24]	Water aerobics	Водна аеробика	  
food_info_types_exercise[25]	dozeExerciseVarietyText[25]	Waterskiing	Каране на водни ски	  
food_info_types_exercise[26]	dozeExerciseVarietyText[26]	Yard work	Градинарство	  
food_info_types_exercise[27]	dozeExerciseVarietyText[27]	Yoga	Йога	  
food_info_types_exercise[28]	dozeExerciseVarietyText[28]	Backpacking	Туризъм	  
food_info_types_exercise[29]	dozeExerciseVarietyText[29]	Basketball	Баскетбол	  
food_info_types_exercise[30]	dozeExerciseVarietyText[30]	Bicycling uphill	Планинско колоездене	  
food_info_types_exercise[31]	dozeExerciseVarietyText[31]	Circuit weight training	Вдигане на тежести	  
food_info_types_exercise[32]	dozeExerciseVarietyText[32]	Cross-country skiing	Ски бягане	  
food_info_types_exercise[33]	dozeExerciseVarietyText[33]	Football	Футбол	  
food_info_types_exercise[34]	dozeExerciseVarietyText[34]	Hockey	Хокей	  
food_info_types_exercise[35]	dozeExerciseVarietyText[35]	Jogging	Джогинг	  
food_info_types_exercise[36]	dozeExerciseVarietyText[36]	Jumping jacks	Подскоци	  
food_info_types_exercise[37]	dozeExerciseVarietyText[37]	Jumping rope	Скачането на въже	  
food_info_types_exercise[38]	dozeExerciseVarietyText[38]	Lacrosse	Игра на топка	  
food_info_types_exercise[39]	dozeExerciseVarietyText[39]	Push-ups	Лицеви опори	  
food_info_types_exercise[40]	dozeExerciseVarietyText[40]	Pull-ups	Набирания	  
food_info_types_exercise[41]	dozeExerciseVarietyText[41]	Racquetball	Ракетбол	  
food_info_types_exercise[42]	dozeExerciseVarietyText[42]	Rock climbing	Скално катерене	  
food_info_types_exercise[43]	dozeExerciseVarietyText[43]	Rugby	Ръгби	  
food_info_types_exercise[44]	dozeExerciseVarietyText[44]	Running	Тичане	  
food_info_types_exercise[45]	dozeExerciseVarietyText[45]	Scuba diving	Гмуркане	  
food_info_types_exercise[46]	dozeExerciseVarietyText[46]	Tennis (singles)	Тенис на корд	  
food_info_types_exercise[47]	dozeExerciseVarietyText[47]	Soccer	Футбол	  
food_info_types_exercise[48]	dozeExerciseVarietyText[48]	Speed skating	Пързаляне с кънки	  
food_info_types_exercise[49]	dozeExerciseVarietyText[49]	Squash	Скуош	  
food_info_types_exercise[50]	dozeExerciseVarietyText[50]	Step aerobics	Аеробика	  
food_info_types_exercise[51]	dozeExerciseVarietyText[51]	Swimming laps	Плуване	  
food_info_types_exercise[52]	dozeExerciseVarietyText[52]	Walking briskly uphill	Планинско тичане	  
food_info_types_exercise[53]	dozeExerciseVarietyText[53]	Water jogging	Воден джогинг	  
food_info_types_nuts[0]	dozeNutsVarietyText[0]	Almonds	Бадеми	  
food_info_types_nuts[1]	dozeNutsVarietyText[1]	Brazil nuts	Бразилски орех	  
food_info_types_nuts[2]	dozeNutsVarietyText[2]	Cashews	Кашу	  
food_info_types_nuts[3]	dozeNutsVarietyText[3]	Chia seeds	Семена от чиа	  
food_info_types_nuts[4]	dozeNutsVarietyText[4]	Hazelnuts	Лешници	  
food_info_types_nuts[5]	dozeNutsVarietyText[5]	Hemp seeds	Конопени семена	  
food_info_types_nuts[6]	dozeNutsVarietyText[6]	Macadamia nuts	Макадамия	  
food_info_types_nuts[7]	dozeNutsVarietyText[7]	Pecans	Пекан	  
food_info_types_nuts[8]	dozeNutsVarietyText[8]	Pistachios	Шамфъстък	  
food_info_types_nuts[9]	dozeNutsVarietyText[9]	Pumpkin seeds	Тиквени семена	  
food_info_types_nuts[10]	dozeNutsVarietyText[10]	Sesame seeds	Сусам	  
food_info_types_nuts[11]	dozeNutsVarietyText[11]	Sunflower seeds	Слънчогледови семки	  
food_info_types_nuts[12]	dozeNutsVarietyText[12]	Walnuts	Орехи	  
food_info_types_other_fruits[0]	dozeFruitsOtherVarietyText[0]	Apples	Ябълки	  
food_info_types_other_fruits[1]	dozeFruitsOtherVarietyText[1]	Dried apricots	Сушени кайсии	  
food_info_types_other_fruits[2]	dozeFruitsOtherVarietyText[2]	Avocados	Авокадо	  
food_info_types_other_fruits[3]	dozeFruitsOtherVarietyText[3]	Bananas	Банани	  
food_info_types_other_fruits[4]	dozeFruitsOtherVarietyText[4]	Cantaloupe	Пъпеш	  
food_info_types_other_fruits[5]	dozeFruitsOtherVarietyText[5]	Clementines	Мандарини	  
food_info_types_other_fruits[6]	dozeFruitsOtherVarietyText[6]	Dates	Фурми	  
food_info_types_other_fruits[7]	dozeFruitsOtherVarietyText[7]	Dried figs	Сушени смокини	  
food_info_types_other_fruits[8]	dozeFruitsOtherVarietyText[8]	Grapefruit	Грейпфрут	  
food_info_types_other_fruits[9]	dozeFruitsOtherVarietyText[9]	Honeydew	Пъпеш („Медена роса“)	  
food_info_types_other_fruits[10]	dozeFruitsOtherVarietyText[10]	Kiwifruit	Киви	  
food_info_types_other_fruits[11]	dozeFruitsOtherVarietyText[11]	Lemons	Лимони	  
food_info_types_other_fruits[12]	dozeFruitsOtherVarietyText[12]	Limes	Лайм	  
food_info_types_other_fruits[13]	dozeFruitsOtherVarietyText[13]	Lychees	Личии	  
food_info_types_other_fruits[14]	dozeFruitsOtherVarietyText[14]	Mangos	Манго	  
food_info_types_other_fruits[15]	dozeFruitsOtherVarietyText[15]	Nectarines	Нектарини	  
food_info_types_other_fruits[16]	dozeFruitsOtherVarietyText[16]	Oranges	Портокали	  
food_info_types_other_fruits[17]	dozeFruitsOtherVarietyText[17]	Papaya	Папая	  
food_info_types_other_fruits[18]	dozeFruitsOtherVarietyText[18]	Passion fruit	Маракуя	  
food_info_types_other_fruits[19]	dozeFruitsOtherVarietyText[19]	Peaches	Праскови	  
food_info_types_other_fruits[20]	dozeFruitsOtherVarietyText[20]	Pears	Круши	  
food_info_types_other_fruits[21]	dozeFruitsOtherVarietyText[21]	Pineapple	Ананас	  
food_info_types_other_fruits[22]	dozeFruitsOtherVarietyText[22]	Plums (especially black plums)	Сливи (особено черни сливи)	  
food_info_types_other_fruits[23]	dozeFruitsOtherVarietyText[23]	Pluots	Едри сини сливи	  
food_info_types_other_fruits[24]	dozeFruitsOtherVarietyText[24]	Pomegranates	Нар	  
food_info_types_other_fruits[25]	dozeFruitsOtherVarietyText[25]	Prunes	Сушени сливи	  
food_info_types_other_fruits[26]	dozeFruitsOtherVarietyText[26]	Tangerines	Мандарини	  
food_info_types_other_fruits[27]	dozeFruitsOtherVarietyText[27]	Watermelon	Диня	  
food_info_types_greens[0]	dozeGreensVarietyText[0]	Arugula	Рукола	  
food_info_types_greens[1]	dozeGreensVarietyText[1]	Beet greens	Цвекло	  
food_info_types_greens[2]	dozeGreensVarietyText[2]	Collard greens	Зелеви растения	  
food_info_types_greens[3]	dozeGreensVarietyText[3]	Kale (black, green, and red)	Кейл/Къдраво зеле (черно, зелено и червено)	  
food_info_types_greens[4]	dozeGreensVarietyText[4]	Mesclun mix (assorted young salad greens)	Микс от млади салатни зеленчуци	  
food_info_types_greens[5]	dozeGreensVarietyText[5]	Mustard greens	Сарепска горчица	  
food_info_types_greens[6]	dozeGreensVarietyText[6]	Sorrel	Киселец	  
food_info_types_greens[7]	dozeGreensVarietyText[7]	Spinach	Спанак	  
food_info_types_greens[8]	dozeGreensVarietyText[8]	Swiss chard	Манголд	  
food_info_types_greens[9]	dozeGreensVarietyText[9]	Turnip greens	Ряпа	  
food_info_types_cruciferous_vegetables[0]	dozeVegetablesCruciferousVarietyText[0]	Arugula	Рукола	  
food_info_types_cruciferous_vegetables[1]	dozeVegetablesCruciferousVarietyText[1]	Bok choy	Бок чой	  
food_info_types_cruciferous_vegetables[2]	dozeVegetablesCruciferousVarietyText[2]	Broccoli (incl. Romanesco)	Броколи (Романеско)	  
food_info_types_cruciferous_vegetables[3]	dozeVegetablesCruciferousVarietyText[3]	Brussels sprouts	Брюкселско зеле	  
food_info_types_cruciferous_vegetables[4]	dozeVegetablesCruciferousVarietyText[4]	Cabbage (green, red and savoy)	Зеле (зелен, червено, савойско)	  
food_info_types_cruciferous_vegetables[5]	dozeVegetablesCruciferousVarietyText[5]	Cauliflower (white, green, orange and purple)	Карфиол (бяло, зелено, оранжево, лилаво)	  
food_info_types_cruciferous_vegetables[6]	dozeVegetablesCruciferousVarietyText[6]	Collard greens	Зелеви растения	  
food_info_types_cruciferous_vegetables[7]	dozeVegetablesCruciferousVarietyText[7]	Horseradish	Хрян	  
food_info_types_cruciferous_vegetables[8]	dozeVegetablesCruciferousVarietyText[8]	Kale (black, green, and red)	Кейл (черен, зелен и червен)	  
food_info_types_cruciferous_vegetables[9]	dozeVegetablesCruciferousVarietyText[9]	Kohlrabi (green and purple)	Алабаш (зелено, лилаво)	  
food_info_types_cruciferous_vegetables[10]	dozeVegetablesCruciferousVarietyText[10]	Mustard greens	Сарепска горчица	  
food_info_types_cruciferous_vegetables[11]	dozeVegetablesCruciferousVarietyText[11]	Radishes	Репички	  
food_info_types_cruciferous_vegetables[12]	dozeVegetablesCruciferousVarietyText[12]	Turnip greens	Ряпа	  
food_info_types_cruciferous_vegetables[13]	dozeVegetablesCruciferousVarietyText[13]	Watercress	Кресон	  
food_info_types_beans[0]	dozeBeansVarietyText[0]	Black beans	Черен боб	  
food_info_types_beans[1]	dozeBeansVarietyText[1]	Black-eyed peas	Папуда	  
food_info_types_beans[2]	dozeBeansVarietyText[2]	Butter beans	Жълт боб	  
food_info_types_beans[3]	dozeBeansVarietyText[3]	Cannellini beans	Бял боб	  
food_info_types_beans[4]	dozeBeansVarietyText[4]	Chickpeas	Нахут	  
food_info_types_beans[5]	dozeBeansVarietyText[5]	Edamame	Едамаме	  
food_info_types_beans[6]	dozeBeansVarietyText[6]	English peas	Английски грах	  
food_info_types_beans[7]	dozeBeansVarietyText[7]	Garbanzo beans	Нахут тип Гарбанзо	  
food_info_types_beans[8]	dozeBeansVarietyText[8]	Great northern beans	Едър боб	  
food_info_types_beans[9]	dozeBeansVarietyText[9]	Kidney beans	Бъбрековиден боб	  
food_info_types_beans[10]	dozeBeansVarietyText[10]	Lentils (beluga, french, and red varieties)	Леща (белуга, френска и червени сортове)	  
food_info_types_beans[11]	dozeBeansVarietyText[11]	Miso	Мисо	  
food_info_types_beans[12]	dozeBeansVarietyText[12]	Navy beans	Дребен боб	  
food_info_types_beans[13]	dozeBeansVarietyText[13]	Pinto beans	Боб Пинто	  
food_info_types_beans[14]	dozeBeansVarietyText[14]	Small red beans	Дребен червен боб	  
food_info_types_beans[15]	dozeBeansVarietyText[15]	Split peas (yellow or green)	Белен грах (жълт или зелен)	  
food_info_types_beans[16]	dozeBeansVarietyText[16]	Tempeh	Темпе	  
food_info_types_spices[0]	dozeSpicesVarietyText[0]	Allspice	Бахар	  
food_info_types_spices[1]	dozeSpicesVarietyText[1]	Barberries	Кисел трън	  
food_info_types_spices[2]	dozeSpicesVarietyText[2]	Basil	Босилек	  
food_info_types_spices[3]	dozeSpicesVarietyText[3]	Bay leaves	Дафинови листа	  
food_info_types_spices[4]	dozeSpicesVarietyText[4]	Cardamom	Кардамон	  
food_info_types_spices[5]	dozeSpicesVarietyText[5]	Chili powder	Чили на прах	  
food_info_types_spices[6]	dozeSpicesVarietyText[6]	Cilantro	Силантро	  
food_info_types_spices[7]	dozeSpicesVarietyText[7]	Cinnamon	Канела	  
food_info_types_spices[8]	dozeSpicesVarietyText[8]	Cloves	Карамфил	  
food_info_types_spices[9]	dozeSpicesVarietyText[9]	Coriander	Кориандър	  
food_info_types_spices[10]	dozeSpicesVarietyText[10]	Cumin	Кимион	  
food_info_types_spices[11]	dozeSpicesVarietyText[11]	Curry powder	Къри на прах	  
food_info_types_spices[12]	dozeSpicesVarietyText[12]	Dill	Копър	  
food_info_types_spices[13]	dozeSpicesVarietyText[13]	Fenugreek	Сминдух	  
food_info_types_spices[14]	dozeSpicesVarietyText[14]	Garlic	Чесън	  
food_info_types_spices[15]	dozeSpicesVarietyText[15]	Ginger	Джинджифил	  
food_info_types_spices[16]	dozeSpicesVarietyText[16]	Horseradish	Хрян	  
food_info_types_spices[17]	dozeSpicesVarietyText[17]	Lemongrass	Лимонена трева	  
food_info_types_spices[18]	dozeSpicesVarietyText[18]	Marjoram	Риган	  
food_info_types_spices[19]	dozeSpicesVarietyText[19]	Mustard powder	Горчица на прах	  
food_info_types_spices[20]	dozeSpicesVarietyText[20]	Nutmeg	Индийско орехче	  
food_info_types_spices[21]	dozeSpicesVarietyText[21]	Oregano	Риган	  
food_info_types_spices[22]	dozeSpicesVarietyText[22]	Smoked paprika	Пушен червен пипер	  
food_info_types_spices[23]	dozeSpicesVarietyText[23]	Parsley	Магданоз	  
