key_droid	key_apple	base_value	lang_value	base_note
food_info_serving_sizes_exercise_metric.1	dozeExercise.Serving.metric.1	40 minutes of vigorous-intensity activity	40 minutes of vigorous-intensity activity	
food_info_types_exercise.0	dozeExercise.Variety.Text.0	Bicycling	Bicycling	
food_info_types_exercise.1	dozeExercise.Variety.Text.1	Canoeing	Canoeing	
food_info_types_exercise.10	dozeExercise.Variety.Text.10	Juggling	Juggling	
food_info_types_exercise.11	dozeExercise.Variety.Text.11	Jumping on a trampoline	Jumping on a trampoline	
food_info_types_exercise.12	dozeExercise.Variety.Text.12	Paddle boating	Paddle boating	
food_info_types_exercise.13	dozeExercise.Variety.Text.13	Playing frisbee	Playing frisbee	
food_info_types_exercise.14	dozeExercise.Variety.Text.14	Roller-skating	Roller-skating	
food_info_types_exercise.15	dozeExercise.Variety.Text.15	Shooting baskets	Shooting baskets	
food_info_types_exercise.16	dozeExercise.Variety.Text.16	Shoveling light snow	Shoveling light snow	
food_info_types_exercise.17	dozeExercise.Variety.Text.17	Skateboarding	Skateboarding	
food_info_types_exercise.18	dozeExercise.Variety.Text.18	Snorkeling	Snorkeling	
food_info_types_exercise.19	dozeExercise.Variety.Text.19	Surfing	Surfing	
food_info_types_exercise.2	dozeExercise.Variety.Text.2	Dancing	Dancing	
food_info_types_exercise.20	dozeExercise.Variety.Text.20	Swimming recreationally	Swimming recreationally	
food_info_types_exercise.21	dozeExercise.Variety.Text.21	Tennis (doubles)	Tennis (doubles)	
food_info_types_exercise.22	dozeExercise.Variety.Text.22	Treading water	Treading water	
food_info_types_exercise.23	dozeExercise.Variety.Text.23	Walking briskly (4 mph)	Walking briskly (4 mph)	
food_info_types_exercise.24	dozeExercise.Variety.Text.24	Water aerobics	Water aerobics	
food_info_types_exercise.25	dozeExercise.Variety.Text.25	Waterskiing	Waterskiing	
food_info_types_exercise.26	dozeExercise.Variety.Text.26	Yard work	Yard work	
food_info_types_exercise.27	dozeExercise.Variety.Text.27	Yoga	Yoga	
food_info_types_exercise.28	dozeExercise.Variety.Text.28	Backpacking	Backpacking	
food_info_types_exercise.29	dozeExercise.Variety.Text.29	Basketball	Basketball	
food_info_types_exercise.3	dozeExercise.Variety.Text.3	Dodgeball	Dodgeball	
food_info_types_exercise.30	dozeExercise.Variety.Text.30	Bicycling uphill	Bicycling uphill	
food_info_types_exercise.31	dozeExercise.Variety.Text.31	Circuit weight training	Circuit weight training	
food_info_types_exercise.32	dozeExercise.Variety.Text.32	Cross-country skiing	Cross-country skiing	
food_info_types_exercise.33	dozeExercise.Variety.Text.33	Football	Football	
food_info_types_exercise.34	dozeExercise.Variety.Text.34	Hockey	Hockey	
food_info_types_exercise.35	dozeExercise.Variety.Text.35	Jogging	Jogging	
food_info_types_exercise.36	dozeExercise.Variety.Text.36	Jumping jacks	Jumping jacks	
food_info_types_exercise.37	dozeExercise.Variety.Text.37	Jumping rope	Jumping rope	
food_info_types_exercise.38	dozeExercise.Variety.Text.38	Lacrosse	Lacrosse	
food_info_types_exercise.39	dozeExercise.Variety.Text.39	Push-ups	Push-ups	
food_info_types_exercise.4	dozeExercise.Variety.Text.4	Downhill skiing	Downhill skiing	
food_info_types_exercise.40	dozeExercise.Variety.Text.40	Pull-ups	Pull-ups	
food_info_types_exercise.41	dozeExercise.Variety.Text.41	Racquetball	Racquetball	
food_info_types_exercise.42	dozeExercise.Variety.Text.42	Rock climbing	Rock climbing	
food_info_types_exercise.43	dozeExercise.Variety.Text.43	Rugby	Rugby	
food_info_types_exercise.44	dozeExercise.Variety.Text.44	Running	Running	
food_info_types_exercise.45	dozeExercise.Variety.Text.45	Scuba diving	Scuba diving	
food_info_types_exercise.46	dozeExercise.Variety.Text.46	Tennis (singles)	Tennis (singles)	
food_info_types_exercise.47	dozeExercise.Variety.Text.47	Soccer	Soccer	
food_info_types_exercise.48	dozeExercise.Variety.Text.48	Speed skating	Speed skating	
food_info_types_exercise.49	dozeExercise.Variety.Text.49	Squash	Squash	
food_info_types_exercise.5	dozeExercise.Variety.Text.5	Fencing	Fencing	
food_info_types_exercise.50	dozeExercise.Variety.Text.50	Step aerobics	Step aerobics	
food_info_types_exercise.51	dozeExercise.Variety.Text.51	Swimming laps	Swimming laps	
food_info_types_exercise.52	dozeExercise.Variety.Text.52	Walking briskly uphill	Walking briskly uphill	
food_info_types_exercise.53	dozeExercise.Variety.Text.53	Water jogging	Water jogging	
food_info_types_exercise.6	dozeExercise.Variety.Text.6	Hiking	Hiking	
food_info_types_exercise.7	dozeExercise.Variety.Text.7	Housework	Housework	
food_info_types_exercise.8	dozeExercise.Variety.Text.8	Ice-skating	Ice-skating	
food_info_types_exercise.9	dozeExercise.Variety.Text.9	Inline skating	Inline skating	
exercise	dozeExercise.heading	Exercise	Exercise	
food_info_serving_sizes_flaxseeds_imperial.0	dozeFlaxseeds.Serving.imperial.0	1 tablespoon ground	1 tablespoon ground	
food_info_serving_sizes_flaxseeds_metric.0	dozeFlaxseeds.Serving.metric.0	1 tablespoon ground	1 tablespoon ground	
food_info_types_flaxseeds.0	dozeFlaxseeds.Variety.Text.0	Brown flaxseeds	Brown flaxseeds	
food_info_types_flaxseeds.1	dozeFlaxseeds.Variety.Text.1	Golden flaxseeds	Golden flaxseeds	
flaxseeds	dozeFlaxseeds.heading	Flaxseeds	Flaxseeds	
food_info_serving_sizes_other_fruits_imperial.0	dozeFruitsOther.Serving.imperial.0	1 medium-sized fruit	1 medium-sized fruit	
food_info_serving_sizes_other_fruits_imperial.1	dozeFruitsOther.Serving.imperial.1	1 cup cut-up fruit	1 cup cut-up fruit	
food_info_serving_sizes_other_fruits_imperial.2	dozeFruitsOther.Serving.imperial.2	¼ cup dried fruit	¼ cup dried fruit	
food_info_serving_sizes_other_fruits_metric.0	dozeFruitsOther.Serving.metric.0	1 medium-sized fruit	1 medium-sized fruit	
food_info_serving_sizes_other_fruits_metric.1	dozeFruitsOther.Serving.metric.1	120 g cut-up fruit	120 g cut-up fruit	
food_info_serving_sizes_other_fruits_metric.2	dozeFruitsOther.Serving.metric.2	40 g dried fruit	40 g dried fruit	
food_info_types_other_fruits.0	dozeFruitsOther.Variety.Text.0	Apples	Apples	
food_info_types_other_fruits.1	dozeFruitsOther.Variety.Text.1	Dried apricots	Dried apricots	
food_info_types_other_fruits.10	dozeFruitsOther.Variety.Text.10	Kiwifruit	Kiwifruit	
food_info_types_other_fruits.11	dozeFruitsOther.Variety.Text.11	Lemons	Lemons	
food_info_types_other_fruits.12	dozeFruitsOther.Variety.Text.12	Limes	Limes	
food_info_types_other_fruits.13	dozeFruitsOther.Variety.Text.13	Lychees	Lychees	
food_info_types_other_fruits.14	dozeFruitsOther.Variety.Text.14	Mangos	Mangos	
food_info_types_other_fruits.15	dozeFruitsOther.Variety.Text.15	Nectarines	Nectarines	
food_info_types_other_fruits.16	dozeFruitsOther.Variety.Text.16	Oranges	Oranges	
food_info_types_other_fruits.17	dozeFruitsOther.Variety.Text.17	Papaya	Papaya	
food_info_types_other_fruits.18	dozeFruitsOther.Variety.Text.18	Passion fruit	Passion fruit	
food_info_types_other_fruits.19	dozeFruitsOther.Variety.Text.19	Peaches	Peaches	
food_info_types_other_fruits.2	dozeFruitsOther.Variety.Text.2	Avocados	Avocados	
food_info_types_other_fruits.20	dozeFruitsOther.Variety.Text.20	Pears	Pears	
food_info_types_other_fruits.21	dozeFruitsOther.Variety.Text.21	Pineapple	Pineapple	
food_info_types_other_fruits.22	dozeFruitsOther.Variety.Text.22	Plums (especially black plums)	Plums (especially black plums)	
food_info_types_other_fruits.23	dozeFruitsOther.Variety.Text.23	Pluots	Pluots	
food_info_types_other_fruits.24	dozeFruitsOther.Variety.Text.24	Pomegranates	Pomegranates	
food_info_types_other_fruits.25	dozeFruitsOther.Variety.Text.25	Prunes	Prunes	
food_info_types_other_fruits.26	dozeFruitsOther.Variety.Text.26	Tangerines	Tangerines	
food_info_types_other_fruits.27	dozeFruitsOther.Variety.Text.27	Watermelon	Watermelon	
food_info_types_other_fruits.3	dozeFruitsOther.Variety.Text.3	Bananas	Bananas	
food_info_types_other_fruits.4	dozeFruitsOther.Variety.Text.4	Cantaloupe	Cantaloupe	
food_info_types_other_fruits.5	dozeFruitsOther.Variety.Text.5	Clementines	Clementines	
food_info_types_other_fruits.6	dozeFruitsOther.Variety.Text.6	Dates	Dates	
food_info_types_other_fruits.7	dozeFruitsOther.Variety.Text.7	Dried figs	Dried figs	
food_info_types_other_fruits.8	dozeFruitsOther.Variety.Text.8	Grapefruit	Grapefruit	
food_info_types_other_fruits.9	dozeFruitsOther.Variety.Text.9	Honeydew	Honeydew	
other_fruits	dozeFruitsOther.heading	Other Fruits	Other Fruits	
food_info_serving_sizes_greens_imperial.0	dozeGreens.Serving.imperial.0	1 cup raw	1 cup raw	
food_info_serving_sizes_greens_imperial.1	dozeGreens.Serving.imperial.1	½ cup cooked	½ cup cooked	
food_info_serving_sizes_greens_metric.0	dozeGreens.Serving.metric.0	60 g raw	60 g raw	
food_info_serving_sizes_greens_metric.1	dozeGreens.Serving.metric.1	90 g cooked	90 g cooked	
food_info_types_greens.0	dozeGreens.Variety.Text.0	Arugula	Arugula	
food_info_types_greens.1	dozeGreens.Variety.Text.1	Beet greens	Beet greens	
food_info_types_greens.2	dozeGreens.Variety.Text.2	Collard greens	Collard greens	
food_info_types_greens.3	dozeGreens.Variety.Text.3	"Kale (black, green, and red)"	"Kale (black, green, and red)"	
food_info_types_greens.4	dozeGreens.Variety.Text.4	Mesclun mix (assorted young salad greens)	Mesclun mix (assorted young salad greens)	
food_info_types_greens.5	dozeGreens.Variety.Text.5	Mustard greens	Mustard greens	
food_info_types_greens.6	dozeGreens.Variety.Text.6	Sorrel	Sorrel	
food_info_types_greens.7	dozeGreens.Variety.Text.7	Spinach	Spinach	
food_info_types_greens.8	dozeGreens.Variety.Text.8	Swiss chard	Swiss chard	
food_info_types_greens.9	dozeGreens.Variety.Text.9	Turnip greens	Turnip greens	
greens	dozeGreens.heading	Greens	Greens	
food_info_serving_sizes_nuts_imperial.0	dozeNuts.Serving.imperial.0	¼ cup nuts or seeds	¼ cup nuts or seeds	
food_info_serving_sizes_nuts_imperial.1	dozeNuts.Serving.imperial.1	2 tablespoons nut or seed butter	2 tablespoons nut or seed butter	
food_info_serving_sizes_nuts_metric.0	dozeNuts.Serving.metric.0	30 g nuts or seeds	30 g nuts or seeds	
food_info_serving_sizes_nuts_metric.1	dozeNuts.Serving.metric.1	2 tablespoons nut or seed butter	2 tablespoons nut or seed butter	
food_info_types_nuts.0	dozeNuts.Variety.Text.0	Almonds	Almonds	
food_info_types_nuts.1	dozeNuts.Variety.Text.1	Brazil nuts	Brazil nuts	
food_info_types_nuts.10	dozeNuts.Variety.Text.10	Sesame seeds	Sesame seeds	
food_info_types_nuts.11	dozeNuts.Variety.Text.11	Sunflower seeds	Sunflower seeds	
food_info_types_nuts.12	dozeNuts.Variety.Text.12	Walnuts	Walnuts	
food_info_types_nuts.2	dozeNuts.Variety.Text.2	Cashews	Cashews	
food_info_types_nuts.3	dozeNuts.Variety.Text.3	Chia seeds	Chia seeds	
food_info_types_nuts.4	dozeNuts.Variety.Text.4	Hazelnuts	Hazelnuts	
food_info_types_nuts.5	dozeNuts.Variety.Text.5	Hemp seeds	Hemp seeds	
food_info_types_nuts.6	dozeNuts.Variety.Text.6	Macadamia nuts	Macadamia nuts	
food_info_types_nuts.7	dozeNuts.Variety.Text.7	Pecans	Pecans	
food_info_types_nuts.8	dozeNuts.Variety.Text.8	Pistachios	Pistachios	
food_info_types_nuts.9	dozeNuts.Variety.Text.9	Pumpkin seeds	Pumpkin seeds	
nuts	dozeNuts.heading	Nuts and Seeds	Nuts and Seeds	
OK	dozeOtherInfo.confirm	OK	OK	
	dozeOtherInfo.message	Vitamin B12 is essential for your health but does not count towards your daily servings.\n\nVitamin B12 is included in this app to provide you with an easy way to track your intake.	Vitamin B12 is essential for your health but does not count towards your daily servings.\n\nVitamin B12 is included in this app to provide you with an easy way to track your intake.	
	dozeOtherInfo.title	Supplements	Supplements	
food_info_serving_sizes_spices_imperial.0	dozeSpices.Serving.imperial.0	¼ teaspoon of turmeric	¼ teaspoon of turmeric	
food_info_serving_sizes_spices_imperial.1	dozeSpices.Serving.imperial.1	Any other (salt-free) herbs and spices you enjoy	Any other (salt-free) herbs and spices you enjoy	
food_info_serving_sizes_spices_metric.0	dozeSpices.Serving.metric.0	¼ teaspoon of turmeric	¼ teaspoon of turmeric	
food_info_serving_sizes_spices_metric.1	dozeSpices.Serving.metric.1	Any other (salt-free) herbs and spices you enjoy	Any other (salt-free) herbs and spices you enjoy	
food_info_types_spices.0	dozeSpices.Variety.Text.0	Allspice	Allspice	
food_info_types_spices.1	dozeSpices.Variety.Text.1	Barberries	Barberries	
food_info_types_spices.10	dozeSpices.Variety.Text.10	Cumin	Cumin	
food_info_types_spices.11	dozeSpices.Variety.Text.11	Curry powder	Curry powder	
food_info_types_spices.12	dozeSpices.Variety.Text.12	Dill	Dill	
food_info_types_spices.13	dozeSpices.Variety.Text.13	Fenugreek	Fenugreek	
food_info_types_spices.14	dozeSpices.Variety.Text.14	Garlic	Garlic	
food_info_types_spices.15	dozeSpices.Variety.Text.15	Ginger	Ginger	
food_info_types_spices.16	dozeSpices.Variety.Text.16	Horseradish	Horseradish	
food_info_types_spices.17	dozeSpices.Variety.Text.17	Lemongrass	Lemongrass	
food_info_types_spices.18	dozeSpices.Variety.Text.18	Marjoram	Marjoram	
food_info_types_spices.19	dozeSpices.Variety.Text.19	Mustard powder	Mustard powder	
food_info_types_spices.2	dozeSpices.Variety.Text.2	Basil	Basil	
food_info_types_spices.20	dozeSpices.Variety.Text.20	Nutmeg	Nutmeg	
food_info_types_spices.21	dozeSpices.Variety.Text.21	Oregano	Oregano	
food_info_types_spices.22	dozeSpices.Variety.Text.22	Smoked paprika	Smoked paprika	
food_info_types_spices.23	dozeSpices.Variety.Text.23	Parsley	Parsley	
food_info_types_spices.24	dozeSpices.Variety.Text.24	Pepper	Pepper	
food_info_types_spices.25	dozeSpices.Variety.Text.25	Peppermint	Peppermint	
food_info_types_spices.26	dozeSpices.Variety.Text.26	Rosemary	Rosemary	
food_info_types_spices.27	dozeSpices.Variety.Text.27	Saffron	Saffron	
food_info_types_spices.28	dozeSpices.Variety.Text.28	Sage	Sage	
food_info_types_spices.29	dozeSpices.Variety.Text.29	Thyme	Thyme	
food_info_types_spices.3	dozeSpices.Variety.Text.3	Bay leaves	Bay leaves	
food_info_types_spices.30	dozeSpices.Variety.Text.30	Turmeric	Turmeric	
food_info_types_spices.31	dozeSpices.Variety.Text.31	Vanilla	Vanilla	
food_info_types_spices.4	dozeSpices.Variety.Text.4	Cardamom	Cardamom	
food_info_types_spices.5	dozeSpices.Variety.Text.5	Chili powder	Chili powder	
food_info_types_spices.6	dozeSpices.Variety.Text.6	Cilantro	Cilantro	
food_info_types_spices.7	dozeSpices.Variety.Text.7	Cinnamon	Cinnamon	
food_info_types_spices.8	dozeSpices.Variety.Text.8	Cloves	Cloves	
food_info_types_spices.9	dozeSpices.Variety.Text.9	Coriander	Coriander	
spices	dozeSpices.heading	Herbs and Spices	Herbs and Spices	
food_info_serving_sizes_cruciferous_vegetables_imperial.0	dozeVegetablesCruciferous.Serving.imperial.0	½ cup chopped	½ cup chopped	
food_info_serving_sizes_cruciferous_vegetables_imperial.1	dozeVegetablesCruciferous.Serving.imperial.1	¼ cup Brussels or broccoli sprouts	¼ cup Brussels or broccoli sprouts	
food_info_serving_sizes_cruciferous_vegetables_imperial.2	dozeVegetablesCruciferous.Serving.imperial.2	1 tablespoon horseradish	1 tablespoon horseradish	
food_info_serving_sizes_cruciferous_vegetables_metric.0	dozeVegetablesCruciferous.Serving.metric.0	30–80 g chopped	30–80 g chopped	
food_info_serving_sizes_cruciferous_vegetables_metric.1	dozeVegetablesCruciferous.Serving.metric.1	12 g Brussels or broccoli sprouts	12 g Brussels or broccoli sprouts	
food_info_serving_sizes_cruciferous_vegetables_metric.2	dozeVegetablesCruciferous.Serving.metric.2	1 tablespoon horseradish	1 tablespoon horseradish	
food_info_types_cruciferous_vegetables.0	dozeVegetablesCruciferous.Variety.Text.0	Arugula	Arugula	
food_info_types_cruciferous_vegetables.1	dozeVegetablesCruciferous.Variety.Text.1	Bok choy	Bok choy	
food_info_types_cruciferous_vegetables.10	dozeVegetablesCruciferous.Variety.Text.10	Mustard greens	Mustard greens	
food_info_types_cruciferous_vegetables.11	dozeVegetablesCruciferous.Variety.Text.11	Radishes	Radishes	
food_info_types_cruciferous_vegetables.12	dozeVegetablesCruciferous.Variety.Text.12	Turnip greens	Turnip greens	
food_info_types_cruciferous_vegetables.13	dozeVegetablesCruciferous.Variety.Text.13	Watercress	Watercress	
food_info_types_cruciferous_vegetables.2	dozeVegetablesCruciferous.Variety.Text.2	Broccoli (incl. Romanesco)	Broccoli (incl. Romanesco)	
food_info_types_cruciferous_vegetables.3	dozeVegetablesCruciferous.Variety.Text.3	Brussels sprouts	Brussels sprouts	
food_info_types_cruciferous_vegetables.4	dozeVegetablesCruciferous.Variety.Text.4	"Cabbage (green, red and savoy)"	"Cabbage (green, red and savoy)"	
food_info_types_cruciferous_vegetables.5	dozeVegetablesCruciferous.Variety.Text.5	"Cauliflower (white, green, orange and purple)"	"Cauliflower (white, green, orange and purple)"	
food_info_types_cruciferous_vegetables.6	dozeVegetablesCruciferous.Variety.Text.6	Collard greens	Collard greens	
food_info_types_cruciferous_vegetables.7	dozeVegetablesCruciferous.Variety.Text.7	Horseradish	Horseradish	
food_info_types_cruciferous_vegetables.8	dozeVegetablesCruciferous.Variety.Text.8	"Kale (black, green, and red)"	"Kale (black, green, and red)"	
food_info_types_cruciferous_vegetables.9	dozeVegetablesCruciferous.Variety.Text.9	Kohlrabi (green and purple)	Kohlrabi (green and purple)	
cruciferous_vegetables	dozeVegetablesCruciferous.heading	Cruciferous Vegetables	Cruciferous Vegetables	
food_info_serving_sizes_other_vegetables_imperial.0	dozeVegetablesOther.Serving.imperial.0	1 cup raw leafy vegetables	1 cup raw leafy vegetables	
food_info_serving_sizes_other_vegetables_imperial.1	dozeVegetablesOther.Serving.imperial.1	½ cup raw or cooked nonleafy vegetables	½ cup raw or cooked nonleafy vegetables	
food_info_serving_sizes_other_vegetables_imperial.2	dozeVegetablesOther.Serving.imperial.2	½ cup vegetable juice	½ cup vegetable juice	
food_info_serving_sizes_other_vegetables_imperial.3	dozeVegetablesOther.Serving.imperial.3	¼ cup dried mushrooms	¼ cup dried mushrooms	
food_info_serving_sizes_other_vegetables_metric.0	dozeVegetablesOther.Serving.metric.0	60 g raw leafy vegetables	60 g raw leafy vegetables	
food_info_serving_sizes_other_vegetables_metric.1	dozeVegetablesOther.Serving.metric.1	50 g raw or cooked nonleafy vegetables	50 g raw or cooked nonleafy vegetables	
food_info_serving_sizes_other_vegetables_metric.2	dozeVegetablesOther.Serving.metric.2	125 ml vegetable juice	125 ml vegetable juice	
food_info_serving_sizes_other_vegetables_metric.3	dozeVegetablesOther.Serving.metric.3	7 g dried mushrooms	7 g dried mushrooms	
food_info_types_other_vegetables.0	dozeVegetablesOther.Variety.Text.0	Artichokes	Artichokes	
food_info_types_other_vegetables.1	dozeVegetablesOther.Variety.Text.1	Asparagus	Asparagus	
food_info_types_other_vegetables.10	dozeVegetablesOther.Variety.Text.10	Purple potatoes	Purple potatoes	
food_info_types_other_vegetables.11	dozeVegetablesOther.Variety.Text.11	Pumpkin	Pumpkin	
food_info_types_other_vegetables.12	dozeVegetablesOther.Variety.Text.12	"Sea vegetables (arame, dulse, and nori)"	"Sea vegetables (arame, dulse, and nori)"	
food_info_types_other_vegetables.13	dozeVegetablesOther.Variety.Text.13	Snap peas	Snap peas	
food_info_types_other_vegetables.14	dozeVegetablesOther.Variety.Text.14	"Squash (delicata, summer, and spaghetti squash varieties)"	"Squash (delicata, summer, and spaghetti squash varieties)"	
food_info_types_other_vegetables.15	dozeVegetablesOther.Variety.Text.15	Sweet potatoes/yams	Sweet potatoes/yams	
food_info_types_other_vegetables.16	dozeVegetablesOther.Variety.Text.16	Tomatoes	Tomatoes	
food_info_types_other_vegetables.17	dozeVegetablesOther.Variety.Text.17	Zucchini	Zucchini	
food_info_types_other_vegetables.2	dozeVegetablesOther.Variety.Text.2	Beets	Beets	
