key_droid	key_apple	base_value	lang_value	base_note
food_info_types_exercise.24	dozeExercise.Variety.Text.24	Water aerobics		
food_info_types_exercise.25	dozeExercise.Variety.Text.25	Waterskiing		
food_info_types_exercise.26	dozeExercise.Variety.Text.26	Yard work		
food_info_types_exercise.27	dozeExercise.Variety.Text.27	Yoga		
food_info_types_exercise.28	dozeExercise.Variety.Text.28	Backpacking		
food_info_types_exercise.29	dozeExercise.Variety.Text.29	Basketball		
food_info_types_exercise.3	dozeExercise.Variety.Text.3	Dodgeball		
food_info_types_exercise.30	dozeExercise.Variety.Text.30	Bicycling uphill		
food_info_types_exercise.31	dozeExercise.Variety.Text.31	Circuit weight training		
food_info_types_exercise.32	dozeExercise.Variety.Text.32	Cross-country skiing		
food_info_types_exercise.33	dozeExercise.Variety.Text.33	Football		
food_info_types_exercise.34	dozeExercise.Variety.Text.34	Hockey		
food_info_types_exercise.35	dozeExercise.Variety.Text.35	Jogging		
food_info_types_exercise.36	dozeExercise.Variety.Text.36	Jumping jacks		
food_info_types_exercise.37	dozeExercise.Variety.Text.37	Jumping rope		
food_info_types_exercise.38	dozeExercise.Variety.Text.38	Lacrosse		
food_info_types_exercise.39	dozeExercise.Variety.Text.39	Push-ups		
food_info_types_exercise.4	dozeExercise.Variety.Text.4	Downhill skiing		
food_info_types_exercise.40	dozeExercise.Variety.Text.40	Pull-ups		
food_info_types_exercise.41	dozeExercise.Variety.Text.41	Racquetball		
food_info_types_exercise.42	dozeExercise.Variety.Text.42	Rock climbing		
food_info_types_exercise.43	dozeExercise.Variety.Text.43	Rugby		
food_info_types_exercise.44	dozeExercise.Variety.Text.44	Running		
food_info_types_exercise.45	dozeExercise.Variety.Text.45	Scuba diving		
food_info_types_exercise.46	dozeExercise.Variety.Text.46	Tennis (singles)		
food_info_types_exercise.47	dozeExercise.Variety.Text.47	Soccer		
food_info_types_exercise.48	dozeExercise.Variety.Text.48	Speed skating		
food_info_types_exercise.49	dozeExercise.Variety.Text.49	Squash		
food_info_types_exercise.5	dozeExercise.Variety.Text.5	Fencing		
food_info_types_exercise.50	dozeExercise.Variety.Text.50	Step aerobics		
food_info_types_exercise.51	dozeExercise.Variety.Text.51	Swimming laps		
food_info_types_exercise.52	dozeExercise.Variety.Text.52	Walking briskly uphill		
food_info_types_exercise.53	dozeExercise.Variety.Text.53	Water jogging		
food_info_types_exercise.6	dozeExercise.Variety.Text.6	Hiking		
food_info_types_exercise.7	dozeExercise.Variety.Text.7	Housework		
food_info_types_exercise.8	dozeExercise.Variety.Text.8	Ice-skating		
food_info_types_exercise.9	dozeExercise.Variety.Text.9	Inline skating		
exercise	dozeExercise.heading	Exercise	Bewegung	
food_info_serving_sizes_flaxseeds_imperial.0	dozeFlaxseeds.Serving.imperial.0	1 tablespoon ground	1 Esslöffel (15 ml) gerieben	
food_info_serving_sizes_flaxseeds_metric.0	dozeFlaxseeds.Serving.metric.0	1 tablespoon ground	1 Esslöffel (15 ml) gerieben	
food_info_types_flaxseeds.0	dozeFlaxseeds.Variety.Text.0	Brown flaxseeds	Braune Leinsamen	
food_info_types_flaxseeds.1	dozeFlaxseeds.Variety.Text.1	Golden flaxseeds	Goldleinsamen	
flaxseeds	dozeFlaxseeds.heading	Flaxseeds	Leinsamen	
food_info_serving_sizes_other_fruits_imperial.0	dozeFruitsOther.Serving.imperial.0	1 medium-sized fruit	1 mittelgroße Frucht	
food_info_serving_sizes_other_fruits_imperial.1	dozeFruitsOther.Serving.imperial.1	1 cup cut-up fruit	1 Tasse geschnittene Früchte	
food_info_serving_sizes_other_fruits_imperial.2	dozeFruitsOther.Serving.imperial.2	¼ cup dried fruit	¼ Tasse getrocknete Früchte	
food_info_serving_sizes_other_fruits_metric.0	dozeFruitsOther.Serving.metric.0	1 medium-sized fruit	1 mittelgroße Frucht	
food_info_serving_sizes_other_fruits_metric.1	dozeFruitsOther.Serving.metric.1	120 g cut-up fruit	120 g geschnittene Früchte	
food_info_serving_sizes_other_fruits_metric.2	dozeFruitsOther.Serving.metric.2	40 g dried fruit	60 g getrocknete Früchte	
food_info_types_other_fruits.0	dozeFruitsOther.Variety.Text.0	Apples		
food_info_types_other_fruits.1	dozeFruitsOther.Variety.Text.1	Dried apricots		
food_info_types_other_fruits.10	dozeFruitsOther.Variety.Text.10	Kiwifruit		
food_info_types_other_fruits.11	dozeFruitsOther.Variety.Text.11	Lemons		
food_info_types_other_fruits.12	dozeFruitsOther.Variety.Text.12	Limes		
food_info_types_other_fruits.13	dozeFruitsOther.Variety.Text.13	Lychees		
food_info_types_other_fruits.14	dozeFruitsOther.Variety.Text.14	Mangos		
food_info_types_other_fruits.15	dozeFruitsOther.Variety.Text.15	Nectarines		
food_info_types_other_fruits.16	dozeFruitsOther.Variety.Text.16	Oranges		
food_info_types_other_fruits.17	dozeFruitsOther.Variety.Text.17	Papaya		
food_info_types_other_fruits.18	dozeFruitsOther.Variety.Text.18	Passion fruit		
food_info_types_other_fruits.19	dozeFruitsOther.Variety.Text.19	Peaches		
food_info_types_other_fruits.2	dozeFruitsOther.Variety.Text.2	Avocados		
food_info_types_other_fruits.20	dozeFruitsOther.Variety.Text.20	Pears		
food_info_types_other_fruits.21	dozeFruitsOther.Variety.Text.21	Pineapple		
food_info_types_other_fruits.22	dozeFruitsOther.Variety.Text.22	Plums (especially black plums)		
food_info_types_other_fruits.23	dozeFruitsOther.Variety.Text.23	Pluots		
food_info_types_other_fruits.24	dozeFruitsOther.Variety.Text.24	Pomegranates		
food_info_types_other_fruits.25	dozeFruitsOther.Variety.Text.25	Prunes		
food_info_types_other_fruits.26	dozeFruitsOther.Variety.Text.26	Tangerines		
food_info_types_other_fruits.27	dozeFruitsOther.Variety.Text.27	Watermelon		
food_info_types_other_fruits.3	dozeFruitsOther.Variety.Text.3	Bananas		
food_info_types_other_fruits.4	dozeFruitsOther.Variety.Text.4	Cantaloupe		
food_info_types_other_fruits.5	dozeFruitsOther.Variety.Text.5	Clementines		
food_info_types_other_fruits.6	dozeFruitsOther.Variety.Text.6	Dates		
food_info_types_other_fruits.7	dozeFruitsOther.Variety.Text.7	Dried figs		
food_info_types_other_fruits.8	dozeFruitsOther.Variety.Text.8	Grapefruit		
food_info_types_other_fruits.9	dozeFruitsOther.Variety.Text.9	Honeydew		
other_fruits	dozeFruitsOther.heading	Other Fruits	Anderes Obst	
food_info_serving_sizes_greens_imperial.0	dozeGreens.Serving.imperial.0	1 cup raw	1 Tasse roh	
food_info_serving_sizes_greens_imperial.1	dozeGreens.Serving.imperial.1	½ cup cooked	½ Tasse gekocht	
food_info_serving_sizes_greens_metric.0	dozeGreens.Serving.metric.0	60 g raw	60 g roh	
food_info_serving_sizes_greens_metric.1	dozeGreens.Serving.metric.1	90 g cooked	90 g gekocht	
food_info_types_greens.0	dozeGreens.Variety.Text.0	Arugula		
food_info_types_greens.1	dozeGreens.Variety.Text.1	Beet greens		
food_info_types_greens.2	dozeGreens.Variety.Text.2	Collard greens		
food_info_types_greens.3	dozeGreens.Variety.Text.3	Kale (black, green, and red)		
food_info_types_greens.4	dozeGreens.Variety.Text.4	Mesclun mix (assorted young salad greens)		
food_info_types_greens.5	dozeGreens.Variety.Text.5	Mustard greens		
food_info_types_greens.6	dozeGreens.Variety.Text.6	Sorrel		
food_info_types_greens.7	dozeGreens.Variety.Text.7	Spinach		
food_info_types_greens.8	dozeGreens.Variety.Text.8	Swiss chard		
food_info_types_greens.9	dozeGreens.Variety.Text.9	Turnip greens		
greens	dozeGreens.heading	Greens	Blattgemüse	
food_info_serving_sizes_nuts_imperial.0	dozeNuts.Serving.imperial.0	¼ cup nuts or seeds	¼ Tasse Nüsse oder Samen	
food_info_serving_sizes_nuts_imperial.1	dozeNuts.Serving.imperial.1	2 tablespoons nut or seed butter	2 Esslöffel (30 ml) Butter aus Nüssen oder Samen	
food_info_serving_sizes_nuts_metric.0	dozeNuts.Serving.metric.0	30 g nuts or seeds	30 g Nüsse oder Samen	
food_info_serving_sizes_nuts_metric.1	dozeNuts.Serving.metric.1	2 tablespoons nut or seed butter	2 Esslöffel (30 ml) Butter aus Nüssen oder Samen	
food_info_types_nuts.0	dozeNuts.Variety.Text.0	Almonds		
food_info_types_nuts.1	dozeNuts.Variety.Text.1	Brazil nuts		
food_info_types_nuts.10	dozeNuts.Variety.Text.10	Sesame seeds		
food_info_types_nuts.11	dozeNuts.Variety.Text.11	Sunflower seeds		
food_info_types_nuts.12	dozeNuts.Variety.Text.12	Walnuts		
food_info_types_nuts.2	dozeNuts.Variety.Text.2	Cashews		
food_info_types_nuts.3	dozeNuts.Variety.Text.3	Chia seeds		
food_info_types_nuts.4	dozeNuts.Variety.Text.4	Hazelnuts		
food_info_types_nuts.5	dozeNuts.Variety.Text.5	Hemp seeds		
food_info_types_nuts.6	dozeNuts.Variety.Text.6	Macadamia nuts		
food_info_types_nuts.7	dozeNuts.Variety.Text.7	Pecans		
food_info_types_nuts.8	dozeNuts.Variety.Text.8	Pistachios		
food_info_types_nuts.9	dozeNuts.Variety.Text.9	Pumpkin seeds		
nuts	dozeNuts.heading	Nuts and Seeds	Nüsse	
food_info_serving_sizes_spices_imperial.0	dozeSpices.Serving.imperial.0	¼ teaspoon of turmeric	¼ Teelöffel (1,2 ml) Kurkuma	
food_info_serving_sizes_spices_imperial.1	dozeSpices.Serving.imperial.1	Any other (salt-free) herbs and spices you enjoy	Alle anderen (salzfreien) Kräuter und Gewürze, die du magst	
food_info_serving_sizes_spices_metric.0	dozeSpices.Serving.metric.0	¼ teaspoon of turmeric	¼ Teelöffel (1,2 ml) Kurkuma	
food_info_serving_sizes_spices_metric.1	dozeSpices.Serving.metric.1	Any other (salt-free) herbs and spices you enjoy	Alle anderen (salzfreien) Kräuter und Gewürze, die du magst	
food_info_types_spices.0	dozeSpices.Variety.Text.0	Allspice		
food_info_types_spices.1	dozeSpices.Variety.Text.1	Barberries		
food_info_types_spices.10	dozeSpices.Variety.Text.10	Cumin		
food_info_types_spices.11	dozeSpices.Variety.Text.11	Curry powder		
food_info_types_spices.12	dozeSpices.Variety.Text.12	Dill		
food_info_types_spices.13	dozeSpices.Variety.Text.13	Fenugreek		
food_info_types_spices.14	dozeSpices.Variety.Text.14	Garlic		
food_info_types_spices.15	dozeSpices.Variety.Text.15	Ginger		
food_info_types_spices.16	dozeSpices.Variety.Text.16	Horseradish		
food_info_types_spices.17	dozeSpices.Variety.Text.17	Lemongrass		
food_info_types_spices.18	dozeSpices.Variety.Text.18	Marjoram		
food_info_types_spices.19	dozeSpices.Variety.Text.19	Mustard powder		
food_info_types_spices.2	dozeSpices.Variety.Text.2	Basil		
food_info_types_spices.20	dozeSpices.Variety.Text.20	Nutmeg		
food_info_types_spices.21	dozeSpices.Variety.Text.21	Oregano		
food_info_types_spices.22	dozeSpices.Variety.Text.22	Smoked paprika		
food_info_types_spices.23	dozeSpices.Variety.Text.23	Parsley		
food_info_types_spices.24	dozeSpices.Variety.Text.24	Pepper		
food_info_types_spices.25	dozeSpices.Variety.Text.25	Peppermint		
food_info_types_spices.26	dozeSpices.Variety.Text.26	Rosemary		
food_info_types_spices.27	dozeSpices.Variety.Text.27	Saffron		
food_info_types_spices.28	dozeSpices.Variety.Text.28	Sage		
food_info_types_spices.29	dozeSpices.Variety.Text.29	Thyme		
food_info_types_spices.3	dozeSpices.Variety.Text.3	Bay leaves		
food_info_types_spices.30	dozeSpices.Variety.Text.30	Turmeric		
food_info_types_spices.31	dozeSpices.Variety.Text.31	Vanilla		
food_info_types_spices.4	dozeSpices.Variety.Text.4	Cardamom		
food_info_types_spices.5	dozeSpices.Variety.Text.5	Chili powder		
food_info_types_spices.6	dozeSpices.Variety.Text.6	Cilantro		
food_info_types_spices.7	dozeSpices.Variety.Text.7	Cinnamon		
food_info_types_spices.8	dozeSpices.Variety.Text.8	Cloves		
food_info_types_spices.9	dozeSpices.Variety.Text.9	Coriander		
spices	dozeSpices.heading	Herbs and Spices	Gewürze	
food_info_serving_sizes_cruciferous_vegetables_imperial.0	dozeVegetablesCruciferous.Serving.imperial.0	½ cup chopped	½ Tasse gehackt	
food_info_serving_sizes_cruciferous_vegetables_imperial.1	dozeVegetablesCruciferous.Serving.imperial.1	¼ cup Brussels or broccoli sprouts	¼ Tasse Rosenkohl oder Brokkolisprossen	
food_info_serving_sizes_cruciferous_vegetables_imperial.2	dozeVegetablesCruciferous.Serving.imperial.2	1 tablespoon horseradish	1 Esslöffel (15 ml) Meerrettich	
food_info_serving_sizes_cruciferous_vegetables_metric.0	dozeVegetablesCruciferous.Serving.metric.0	30–80 g chopped	30–80 g gehackt	
food_info_serving_sizes_cruciferous_vegetables_metric.1	dozeVegetablesCruciferous.Serving.metric.1	12 g Brussels or broccoli sprouts	12 g Rosenkohl oder Brokkolisprossen	
food_info_serving_sizes_cruciferous_vegetables_metric.2	dozeVegetablesCruciferous.Serving.metric.2	1 tablespoon horseradish	1 Esslöffel (15 ml) Meerrettich	
food_info_types_cruciferous_vegetables.0	dozeVegetablesCruciferous.Variety.Text.0	Arugula		
food_info_types_cruciferous_vegetables.1	dozeVegetablesCruciferous.Variety.Text.1	Bok choy		
food_info_types_cruciferous_vegetables.10	dozeVegetablesCruciferous.Variety.Text.10	Mustard greens		
food_info_types_cruciferous_vegetables.11	dozeVegetablesCruciferous.Variety.Text.11	Radishes		
food_info_types_cruciferous_vegetables.12	dozeVegetablesCruciferous.Variety.Text.12	Turnip greens		
food_info_types_cruciferous_vegetables.13	dozeVegetablesCruciferous.Variety.Text.13	Watercress		
food_info_types_cruciferous_vegetables.2	dozeVegetablesCruciferous.Variety.Text.2	Broccoli (incl. Romanesco)		
food_info_types_cruciferous_vegetables.3	dozeVegetablesCruciferous.Variety.Text.3	Brussels sprouts		
food_info_types_cruciferous_vegetables.4	dozeVegetablesCruciferous.Variety.Text.4	Cabbage (green, red and savoy)		
food_info_types_cruciferous_vegetables.5	dozeVegetablesCruciferous.Variety.Text.5	Cauliflower (white, green, orange and purple)		
food_info_types_cruciferous_vegetables.6	dozeVegetablesCruciferous.Variety.Text.6	Collard greens		
food_info_types_cruciferous_vegetables.7	dozeVegetablesCruciferous.Variety.Text.7	Horseradish		
food_info_types_cruciferous_vegetables.8	dozeVegetablesCruciferous.Variety.Text.8	Kale (black, green, and red)		
food_info_types_cruciferous_vegetables.9	dozeVegetablesCruciferous.Variety.Text.9	Kohlrabi (green and purple)		
cruciferous_vegetables	dozeVegetablesCruciferous.heading	Cruciferous Vegetables	Kreuzblütengewächse	
food_info_serving_sizes_other_vegetables_imperial.0	dozeVegetablesOther.Serving.imperial.0	1 cup raw leafy vegetables	1 Tasse rohes Blattgemüse	
food_info_serving_sizes_other_vegetables_imperial.1	dozeVegetablesOther.Serving.imperial.1	½ cup raw or cooked nonleafy vegetables	½ Tasse roh oder gekocht; kein Blattgemüse	
food_info_serving_sizes_other_vegetables_imperial.2	dozeVegetablesOther.Serving.imperial.2	½ cup vegetable juice	½ Tasse Gemüsesaft	
food_info_serving_sizes_other_vegetables_imperial.3	dozeVegetablesOther.Serving.imperial.3	¼ cup dried mushrooms	¼ Tasse getrocknete Pilze	
food_info_serving_sizes_other_vegetables_metric.0	dozeVegetablesOther.Serving.metric.0	60 g raw leafy vegetables	60 g rohes Blattgemüse	
food_info_serving_sizes_other_vegetables_metric.1	dozeVegetablesOther.Serving.metric.1	50 g raw or cooked nonleafy vegetables	50 g roh oder gekocht; kein Blattgemüse	
food_info_serving_sizes_other_vegetables_metric.2	dozeVegetablesOther.Serving.metric.2	125 ml vegetable juice	125 ml Gemüsesaft	
food_info_serving_sizes_other_vegetables_metric.3	dozeVegetablesOther.Serving.metric.3	7 g dried mushrooms	7 g getrocknete Pilze	
food_info_types_other_vegetables.0	dozeVegetablesOther.Variety.Text.0	Artichokes		
food_info_types_other_vegetables.1	dozeVegetablesOther.Variety.Text.1	Asparagus		
food_info_types_other_vegetables.10	dozeVegetablesOther.Variety.Text.10	Purple potatoes		
food_info_types_other_vegetables.11	dozeVegetablesOther.Variety.Text.11	Pumpkin		
food_info_types_other_vegetables.12	dozeVegetablesOther.Variety.Text.12	Sea vegetables (arame, dulse, and nori)		
food_info_types_other_vegetables.13	dozeVegetablesOther.Variety.Text.13	Snap peas		
food_info_types_other_vegetables.14	dozeVegetablesOther.Variety.Text.14	Squash (delicata, summer, and spaghetti squash varieties)		
food_info_types_other_vegetables.15	dozeVegetablesOther.Variety.Text.15	Sweet potatoes/yams		
food_info_types_other_vegetables.16	dozeVegetablesOther.Variety.Text.16	Tomatoes		
food_info_types_other_vegetables.17	dozeVegetablesOther.Variety.Text.17	Zucchini		
food_info_types_other_vegetables.2	dozeVegetablesOther.Variety.Text.2	Beets		
food_info_types_other_vegetables.3	dozeVegetablesOther.Variety.Text.3	Bell peppers		
food_info_types_other_vegetables.4	dozeVegetablesOther.Variety.Text.4	Carrots		
food_info_types_other_vegetables.5	dozeVegetablesOther.Variety.Text.5	Corn		
food_info_types_other_vegetables.6	dozeVegetablesOther.Variety.Text.6	Garlic		
food_info_types_other_vegetables.7	dozeVegetablesOther.Variety.Text.7	Mushrooms (button, oyster, portobello, and shiitake)		
food_info_types_other_vegetables.8	dozeVegetablesOther.Variety.Text.8	Okra		
food_info_types_other_vegetables.9	dozeVegetablesOther.Variety.Text.9	Onions		
other_vegetables	dozeVegetablesOther.heading	Other Vegetables	Anderes Gemüse	
food_info_serving_sizes_whole_grains_imperial.0	dozeWholeGrains.Serving.imperial.0	½ cup hot cereal or cooked grains, pasta, or corn kernels	½ Tasse heißes oder gekochtes Getreide, Teigwaren, oder Maiskörner	
food_info_serving_sizes_whole_grains_imperial.1	dozeWholeGrains.Serving.imperial.1	1 cup cold cereal	1 Tasse Getreide	
food_info_serving_sizes_whole_grains_imperial.2	dozeWholeGrains.Serving.imperial.2	1 tortilla or slice of bread	1 Tortilla oder 1 Scheibe Brot	
food_info_serving_sizes_whole_grains_imperial.3	dozeWholeGrains.Serving.imperial.3	½ a bagel or English muffin	½ Bagel oder ½ Englischer Muffin	
food_info_serving_sizes_whole_grains_imperial.4	dozeWholeGrains.Serving.imperial.4	3 cups popped popcorn	3 Tassen Popcorn	
food_info_serving_sizes_whole_grains_metric.0	dozeWholeGrains.Serving.metric.0	100 g hot cereal or cooked grains, pasta, or corn kernels	100 g heißes oder gekochtes Getreide, Teigwaren, oder Maiskörner	
food_info_serving_sizes_whole_grains_metric.1	dozeWholeGrains.Serving.metric.1	50 g cold cereal	50 g Getreide	
food_info_serving_sizes_whole_grains_metric.2	dozeWholeGrains.Serving.metric.2	1 tortilla or slice of bread	1 Tortilla oder 1 Scheibe Brot	
food_info_serving_sizes_whole_grains_metric.3	dozeWholeGrains.Serving.metric.3	½ a bagel or English muffin	½ Bagel oder ½ Englischer Muffin	
food_info_serving_sizes_whole_grains_metric.4	dozeWholeGrains.Serving.metric.4	30 g popped popcorn	30 g Popcorn	
food_info_types_whole_grains.0	dozeWholeGrains.Variety.Text.0	Barley		
food_info_types_whole_grains.1	dozeWholeGrains.Variety.Text.1	Buckwheat		
food_info_types_whole_grains.2	dozeWholeGrains.Variety.Text.2	Millet		
food_info_types_whole_grains.3	dozeWholeGrains.Variety.Text.3	Oats		
food_info_types_whole_grains.4	dozeWholeGrains.Variety.Text.4	Popcorn		
food_info_types_whole_grains.5	dozeWholeGrains.Variety.Text.5	Quinoa		
food_info_types_whole_grains.6	dozeWholeGrains.Variety.Text.6	Rye		
food_info_types_whole_grains.7	dozeWholeGrains.Variety.Text.7	Teff		
food_info_types_whole_grains.8	dozeWholeGrains.Variety.Text.8	Whole-wheat pasta		
whole_grains	dozeWholeGrains.heading	Whole Grains	Vollkorn	
serving_sizes	doze_detail_section_sizes	Serving Sizes	Serving Sizes	
types	doze_detail_section_types	Types	Types	
servings_time_scale_choices.0	history_scale_choice_day	Day	Day	Calendar view scale control
servings_time_scale_choices.0	history_scale_choice_day	Day	Day	Calendar view scale control
servings_time_scale_choices.0	history_scale_choice_day	Day	Day	Calendar view scale control
servings_time_scale_choices.1	history_scale_choice_month	Month	Month	Calendar view scale control
servings_time_scale_choices.1	history_scale_choice_month	Month	Month	Calendar view scale control
servings_time_scale_choices.1	history_scale_choice_month	Month	Month	Calendar view scale control
servings_time_scale_choices.2	history_scale_choice_year	Year	Year	Calendar view scale control
servings_time_scale_choices.2	history_scale_choice_year	Year	Year	Calendar view scale control
